SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2016,9,DET,50,Joel Anthony,C,6-9,245,1982-08-09,CA,8,UNLV
2016,9,DET,12,Aron Baynes,C,6-10,260,1986-12-09,NZ,3,Washington State
2016,9,DET,22,Steve Blake,PG,6-3,172,1980-02-26,US,12,Maryland
2016,9,DET,25,Reggie Bullock,SF,6-6,205,1991-03-16,US,2,UNC
2016,9,DET,5,Kentavious Caldwell-Pope,SG,6-5,204,1993-02-18,US,2,Georgia
2016,9,DET,8,Spencer Dinwiddie,PG,6-5,215,1993-04-06,US,1,Colorado
2016,9,DET,0,Andre Drummond,C,6-10,279,1993-08-10,US,3,UConn
2016,9,DET,32,Justin Harper,PF,6-10,225,1989-08-30,US,1,Richmond
2016,9,DET,34,Tobias Harris,PF,6-8,226,1992-07-15,US,4,Tennessee
2016,9,DET,6,Darrun Hilliard,SG,6-6,205,1993-04-13,US,R,Villanova
2016,9,DET,23,Ersan Ilyasova,PF,6-9,235,1987-05-15,TR,7,
2016,9,DET,1,Reggie Jackson,PG,6-3,208,1990-04-16,IT,4,Boston College
2016,9,DET,7,Brandon Jennings,PG,6-1,170,1989-09-23,US,6,
2016,9,DET,3,Stanley Johnson,SF,6-6,242,1996-05-29,US,R,Arizona
2016,9,DET,20,Jodie Meeks,SG,6-4,210,1987-08-21,US,6,Kentucky
2016,9,DET,13,Marcus Morris,SF,6-8,218,1989-09-02,US,4,Kansas
2016,9,DET,43,Anthony Tolliver,PF,6-8,240,1985-06-01,US,7,Creighton
