Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001,24.0,TOT,NBA,C,55.0,29.0,933.0,4.6,9.7,0.476,0.0,0.0,,4.6,9.7,0.476,2.0,3.0,0.679,3.0,6.5,9.5,1.6,1.1,4.3,2.0,5.6,11.3
2001,24.0,WAS,NBA,C,40.0,22.0,640.0,4.2,9.5,0.44,0.0,0.0,,4.2,9.5,0.44,1.9,2.5,0.733,3.0,6.8,9.8,1.3,1.0,4.6,2.0,5.1,10.2
2001,24.0,DAL,NBA,C,15.0,7.0,293.0,5.7,10.3,0.548,0.0,0.0,,5.7,10.3,0.548,2.5,4.1,0.606,2.9,5.9,8.8,2.3,1.5,3.7,2.1,6.8,13.8
2002,25.0,SEA,NBA,C,15.0,15.0,279.0,4.5,10.6,0.427,0.0,0.0,,4.5,10.6,0.427,3.0,3.1,0.958,2.6,4.4,7.0,2.1,0.8,1.7,2.1,6.1,12.0
2003,26.0,SEA,NBA,C,47.0,0.0,575.0,3.3,7.5,0.437,0.0,0.1,0.0,3.3,7.3,0.444,2.1,2.9,0.723,2.0,4.8,6.8,0.8,0.7,2.1,1.4,4.6,8.6
2004,27.0,SEA,NBA,C,71.0,35.0,1206.0,4.0,8.7,0.466,0.0,0.1,0.0,4.0,8.6,0.469,2.2,2.8,0.798,2.6,5.8,8.4,0.8,0.5,3.0,1.3,4.5,10.3
2005,28.0,TOT,NBA,C,51.0,1.0,451.0,3.9,8.6,0.454,0.0,0.1,0.0,3.9,8.5,0.458,2.1,2.6,0.813,2.3,6.2,8.5,0.6,1.2,2.2,1.3,6.2,9.9
2005,28.0,DAL,NBA,C,34.0,1.0,262.0,4.7,10.9,0.43,0.0,0.1,0.0,4.7,10.7,0.436,1.9,2.2,0.875,2.2,5.8,8.0,0.5,1.5,2.2,1.1,7.6,11.3
2005,28.0,MIL,NBA,C,17.0,0.0,189.0,2.9,5.5,0.517,0.0,0.0,,2.9,5.5,0.517,2.3,3.0,0.75,2.5,6.9,9.3,0.8,0.8,2.3,1.5,4.4,8.0
2006,29.0,WAS,NBA,C,33.0,2.0,250.0,2.9,6.8,0.426,0.1,0.3,0.5,2.7,6.5,0.422,0.7,1.3,0.556,2.7,4.8,7.5,1.7,1.3,1.3,1.2,6.3,6.6
2007,30.0,WAS,NBA,C,44.0,1.0,380.0,2.9,6.3,0.47,0.1,0.2,0.5,2.8,6.1,0.469,0.6,0.9,0.6,2.6,5.1,7.7,1.7,0.4,2.7,0.9,6.7,6.5
2008,31.0,PHI,NBA,C,31.0,0.0,204.0,1.6,4.8,0.333,0.0,0.0,,1.6,4.8,0.333,1.1,1.8,0.6,1.1,5.6,6.7,1.4,1.1,3.2,0.7,6.2,4.2
2009,32.0,TOT,NBA,C,8.0,0.0,56.0,3.2,6.4,0.5,0.0,0.0,,3.2,6.4,0.5,3.9,5.1,0.75,3.2,3.9,7.1,0.0,0.6,1.3,0.6,6.4,10.3
2009,32.0,MIN,NBA,C,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,32.0,SAC,NBA,C,7.0,0.0,55.0,3.3,6.5,0.5,0.0,0.0,,3.3,6.5,0.5,3.9,5.2,0.75,2.6,3.9,6.5,0.0,0.7,1.3,0.7,6.5,10.5
