Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2015,15,15,MEM,Memphis Grizzlies,3,Jordan Adams,SG,6-5,209,1994-07-08,US,R,UCLA
2015,15,55,MEM,Memphis Grizzlies,9,Tony Allen,SG,6-4,213,1982-01-11,US,10,"Butler County Community College, Oklahoma State"
2015,15,452,MEM,Memphis Grizzlies,12,Nick Calathes,SG,6-6,213,1989-02-07,US,1,Florida
2015,15,492,MEM,Memphis Grizzlies,15,Vince Carter,SG,6-6,220,1977-01-26,US,16,UNC
2015,15,585,MEM,Memphis Grizzlies,11,Mike Conley,PG,6-1,175,1987-10-11,US,7,Ohio State
2015,15,1009,MEM,Memphis Grizzlies,33,Marc Gasol,C,6-11,255,1985-01-29,ES,6,
2015,15,1106,MEM,Memphis Grizzlies,0,JaMychal Green,PF,6-8,227,1990-06-21,US,R,Alabama
2015,15,1108,MEM,Memphis Grizzlies,32,Jeff Green,SF,6-8,235,1986-08-28,US,6,Georgetown
2015,15,1655,MEM,Memphis Grizzlies,41,Kosta Koufos,C,7-0,245,1989-02-24,US,6,Ohio State
2015,15,1722,MEM,Memphis Grizzlies,5,Courtney Lee,SG,6-5,215,1985-10-03,US,6,Western Kentucky
2015,15,1743,MEM,Memphis Grizzlies,30,Jon Leuer,PF,6-10,228,1989-05-14,US,3,Wisconsin
2015,15,1788,MEM,Memphis Grizzlies,27,Kalin Lucas,PG,6-1,195,1989-05-24,US,R,Michigan State
2015,15,2335,MEM,Memphis Grizzlies,8,Quincy Pondexter,SG,6-7,230,1988-03-10,US,4,Washington
2015,15,2372,MEM,Memphis Grizzlies,21,Tayshaun Prince,SF,6-9,212,1980-02-28,US,12,Kentucky
2015,15,2402,MEM,Memphis Grizzlies,50,Zach Randolph,PF,6-9,250,1981-07-16,US,13,Michigan State
2015,15,2708,MEM,Memphis Grizzlies,2,Russ Smith,PG,6-0,165,1991-04-19,US,R,Louisville
2015,15,2771,MEM,Memphis Grizzlies,1,Jarnell Stokes,PF,6-9,263,1994-01-07,US,R,Tennessee
2015,15,2866,MEM,Memphis Grizzlies,13,Tyrus Thomas,PF,6-9,215,1986-08-17,US,7,LSU
2015,15,2946,MEM,Memphis Grizzlies,19,Beno Udrih,PG,6-3,205,1982-07-05,SI,10,
