Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2015,14,253,LAL,Los Angeles Lakers,28,Tarik Black,C,6-9,250,1991-11-22,US,R,"Memphis, Kansas"
2015,14,272,LAL,Los Angeles Lakers,12,Vander Blue,SG,6-4,200,1992-07-17,US,1,Marquette
2015,14,299,LAL,Los Angeles Lakers,5,Carlos Boozer,PF,6-9,258,1981-11-20,DE,12,Duke
2015,14,381,LAL,Los Angeles Lakers,15,Jabari Brown,SG,6-4,215,1992-12-18,US,R,"Oregon, Missouri"
2015,14,408,LAL,Los Angeles Lakers,24,Kobe Bryant,SG,6-6,212,1978-08-23,US,18,
2015,14,442,LAL,Los Angeles Lakers,20,Dwight Buycks,PG,6-3,190,1989-03-06,US,1,Marquette
2015,14,546,LAL,Los Angeles Lakers,6,Jordan Clarkson,PG,6-4,194,1992-06-07,US,R,"Tulsa, Missouri"
2015,14,686,LAL,Los Angeles Lakers,21,Ed Davis,PF,6-9,218,1989-06-05,US,4,UNC
2015,14,847,LAL,Los Angeles Lakers,2,Wayne Ellington,SG,6-4,207,1987-11-29,US,5,UNC
2015,14,1265,LAL,Los Angeles Lakers,7,Xavier Henry,SF,6-6,220,1991-03-15,BE,4,Kansas
2015,14,1293,LAL,Los Angeles Lakers,27,Jordan Hill,C,6-10,235,1987-07-27,US,5,Arizona
2015,14,1520,LAL,Los Angeles Lakers,11,Wesley Johnson,SF,6-7,215,1987-07-11,US,4,"Iowa State, Syracuse"
2015,14,1593,LAL,Los Angeles Lakers,4,Ryan Kelly,PF,6-11,230,1991-04-09,US,1,Duke
2015,14,1757,LAL,Los Angeles Lakers,17,Jeremy Lin,PG,6-3,200,1988-08-23,US,4,Harvard University
2015,14,2368,LAL,Los Angeles Lakers,9,Ronnie Price,PG,6-2,190,1983-06-21,US,9,"Nicholls State, Utah Valley"
2015,14,2399,LAL,Los Angeles Lakers,30,Julius Randle,PF,6-8,250,1994-11-29,US,R,Kentucky
2015,14,2546,LAL,Los Angeles Lakers,50,Robert Sacre,C,7-0,270,1989-06-06,US,2,Gonzaga
2015,14,3268,LAL,Los Angeles Lakers,0,Nick Young,SG,6-7,210,1985-06-01,US,7,USC
