Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2015,27,78,SAS,San Antonio Spurs,1,Kyle Anderson,SF,6-9,230,1993-09-20,US,R,UCLA
2015,27,128,SAS,San Antonio Spurs,11,Jeff Ayres,PF,6-9,240,1987-04-29,US,4,Arizona State
2015,27,196,SAS,San Antonio Spurs,16,Aron Baynes,C,6-10,260,1986-12-09,NZ,2,Washington State
2015,27,208,SAS,San Antonio Spurs,3,Marco Belinelli,SG,6-5,220,1986-03-25,IT,7,
2015,27,291,SAS,San Antonio Spurs,15,Matt Bonner,PF,6-10,235,1980-04-05,US,10,Florida
2015,27,712,SAS,San Antonio Spurs,23,Austin Daye,SF,6-11,220,1988-06-05,US,5,Gonzaga
2015,27,741,SAS,San Antonio Spurs,33,Boris Diaw,PF,6-8,250,1982-04-16,FR,11,
2015,27,802,SAS,San Antonio Spurs,21,Tim Duncan,C,6-11,250,1976-04-25,VI,17,Wake Forest
2015,27,1042,SAS,San Antonio Spurs,20,Manu Ginobili,SG,6-6,205,1977-07-28,AR,12,
2015,27,1101,SAS,San Antonio Spurs,14,Danny Green,SG,6-6,215,1987-06-22,US,5,UNC
2015,27,1106,SAS,San Antonio Spurs,41,JaMychal Green,PF,6-8,227,1990-06-21,US,R,Alabama
2015,27,1574,SAS,San Antonio Spurs,5,Cory Joseph,PG,6-3,200,1991-08-20,CA,3,Texas
2015,27,1737,SAS,San Antonio Spurs,2,Kawhi Leonard,SF,6-7,225,1991-06-29,US,3,San Diego State
2015,27,2004,SAS,San Antonio Spurs,8,Patty Mills,PG,6-1,180,1988-08-11,AU,5,Saint Mary's
2015,27,2254,SAS,San Antonio Spurs,9,Tony Parker,PG,6-2,185,1982-05-17,BE,13,
2015,27,2736,SAS,San Antonio Spurs,22,Tiago Splitter,C,6-11,245,1985-01-01,BR,4,
2015,27,3179,SAS,San Antonio Spurs,55,Reggie Williams,SF,6-6,205,1986-09-14,US,5,Virginia Military Institute
