Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2013,7,28,DAL,Dallas Mavericks,10,Josh Akognon,PG,5-11,185,1986-02-10,US,R,"Washington State, Cal State Fullerton"
2013,7,204,DAL,Dallas Mavericks,3,Rodrigue Beaubois,PG,6-0,170,1988-02-24,GP,3,
2013,7,333,DAL,Dallas Mavericks,42,Elton Brand,C,6-8,275,1979-03-11,US,13,Duke
2013,7,492,DAL,Dallas Mavericks,25,Vince Carter,SF,6-6,220,1977-01-26,US,14,UNC
2013,7,578,DAL,Dallas Mavericks,4,Darren Collison,PG,6-0,175,1987-08-23,US,3,UCLA
2013,7,641,DAL,Dallas Mavericks,9,Jae Crowder,SF,6-6,235,1990-07-06,US,R,Marquette
2013,7,647,DAL,Dallas Mavericks,1,Jared Cunningham,SG,6-4,195,1991-05-22,US,R,Oregon State
2013,7,653,DAL,Dallas Mavericks,52,Eddy Curry,C,7-0,295,1982-12-05,US,10,
2013,7,734,DAL,Dallas Mavericks,7,Justin Dentmon,PG,5-11,185,1985-09-05,US,1,Washington
2013,7,775,DAL,Dallas Mavericks,17,Chris Douglas-Roberts,SG,6-7,200,1987-01-08,US,3,Memphis
2013,7,921,DAL,Dallas Mavericks,6,Derek Fisher,PG,6-1,200,1974-08-09,US,16,Little Rock
2013,7,1426,DAL,Dallas Mavericks,5,Bernard James,C,6-10,240,1985-02-07,US,R,Florida State
2013,7,1433,DAL,Dallas Mavericks,13,Mike James,PG,6-2,188,1975-06-23,US,10,Duquesne
2013,7,1535,DAL,Dallas Mavericks,30,Dahntay Jones,SF,6-6,225,1980-12-27,US,9,"Rutgers University, Duke"
2013,7,1540,DAL,Dallas Mavericks,20,Dominique Jones,PG,6-4,215,1988-10-15,US,2,South Florida
2013,7,1580,DAL,Dallas Mavericks,35,Chris Kaman,C,7-0,265,1982-04-28,US,9,Central Michigan University
2013,7,1841,DAL,Dallas Mavericks,0,Shawn Marion,PF,6-7,220,1978-05-07,US,13,UNLV
2013,7,1891,DAL,Dallas Mavericks,32,O.J. Mayo,SG,6-5,210,1987-11-05,US,4,USC
2013,7,2064,DAL,Dallas Mavericks,23,Anthony Morrow,SG,6-5,210,1985-09-27,US,4,Georgia Tech
2013,7,2092,DAL,Dallas Mavericks,6,Troy Murphy,PF,6-11,245,1980-05-02,US,11,Notre Dame
2013,7,2166,DAL,Dallas Mavericks,41,Dirk Nowitzki,PF,7-0,245,1978-06-19,DE,14,
2013,7,3246,DAL,Dallas Mavericks,34,Brandan Wright,C,6-10,210,1987-10-05,US,4,UNC
2013,7,3248,DAL,Dallas Mavericks,8,Chris Wright,SG,6-1,210,1989-11-04,US,R,Georgetown
