Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2013,25,34,POR,Portland Trail Blazers,12,LaMarcus Aldridge,PF,6-11,250,1985-07-19,US,6,Texas
2013,25,133,POR,Portland Trail Blazers,8,Luke Babbitt,PF,6-9,225,1989-06-20,US,2,Nevada
2013,25,178,POR,Portland Trail Blazers,5,Will Barton,SG,6-6,181,1991-01-06,US,R,Memphis
2013,25,193,POR,Portland Trail Blazers,88,Nicolas Batum,SF,6-8,230,1988-12-14,FR,4,
2013,25,548,POR,Portland Trail Blazers,18,Victor Claver,SF,6-9,224,1988-08-30,ES,R,
2013,25,967,POR,Portland Trail Blazers,19,Joel Freeland,PF,6-10,250,1987-02-07,GB,R,
2013,25,1280,POR,Portland Trail Blazers,21,J.J. Hickson,C,6-9,242,1988-09-04,US,4,NC State
2013,25,1449,POR,Portland Trail Blazers,1,Jared Jeffries,PF,6-11,230,1981-11-25,US,10,Indiana
2013,25,1738,POR,Portland Trail Blazers,11,Meyers Leonard,C,7-0,260,1992-02-27,US,R,Illinois
2013,25,1756,POR,Portland Trail Blazers,0,Damian Lillard,PG,6-2,195,1990-07-15,US,R,Weber State
2013,25,1879,POR,Portland Trail Blazers,2,Wesley Matthews,SG,6-4,220,1986-10-14,US,3,Marquette
2013,25,1890,POR,Portland Trail Blazers,6,Eric Maynor,SG,6-3,175,1987-06-11,US,3,VCU
2013,25,2269,POR,Portland Trail Blazers,3,Sasha Pavlovic,SG,6-8,220,1983-11-15,ME,9,
2013,25,2368,POR,Portland Trail Blazers,24,Ronnie Price,PG,6-2,190,1983-06-21,US,7,"Nicholls State, Utah Valley"
2013,25,2702,POR,Portland Trail Blazers,4,Nolan Smith,PG,6-2,185,1988-07-25,US,1,Duke
