Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2013,5,65,CHI,Chicago Bulls,17,Lou Amundson,PF,6-9,220,1982-12-07,US,6,UNLV
2013,5,208,CHI,Chicago Bulls,8,Marco Belinelli,SG,6-5,220,1986-03-25,IT,5,
2013,5,299,CHI,Chicago Bulls,5,Carlos Boozer,PF,6-9,258,1981-11-20,DE,10,Duke
2013,5,439,CHI,Chicago Bulls,21,Jimmy Butler,SF,6-7,230,1989-09-14,US,1,Marquette
2013,5,592,CHI,Chicago Bulls,14,Daequan Cook,SG,6-5,205,1987-04-28,US,5,Ohio State
2013,5,732,CHI,Chicago Bulls,9,Luol Deng,SF,6-9,237,1985-04-16,SS,8,Duke
2013,5,1031,CHI,Chicago Bulls,22,Taj Gibson,PF,6-9,232,1985-06-24,US,3,USC
2013,5,1163,CHI,Chicago Bulls,32,Richard Hamilton,SG,6-6,185,1978-02-14,US,13,UConn
2013,5,1299,CHI,Chicago Bulls,12,Kirk Hinrich,PG,6-4,190,1981-01-02,US,9,Kansas
2013,5,2025,CHI,Chicago Bulls,48,Nazr Mohammed,C,6-10,221,1977-09-05,US,14,Kentucky
2013,5,2153,CHI,Chicago Bulls,13,Joakim Noah,C,6-11,230,1985-02-25,US,5,Florida
2013,5,2389,CHI,Chicago Bulls,77,Vladimir Radmanovic,PF,6-10,227,1980-11-19,BA,11,
2013,5,2491,CHI,Chicago Bulls,2,Nate Robinson,PG,5-9,180,1984-05-31,US,7,Washington
2013,5,2831,CHI,Chicago Bulls,25,Marquis Teague,PG,6-2,189,1993-02-28,US,R,Kentucky
2013,5,2863,CHI,Chicago Bulls,3,Malcolm Thomas,PF,6-9,225,1988-11-08,US,1,"Pepperdine, San Diego State"
