Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2007,20.0,GSW,NBA,C,16.0,119.0,7.3,0.393,0.0,0.531,6.3,13.2,9.7,10.2,2.4,5.1,16.8,17.0,,-0.2,0.2,0.0,-0.003,,-6.6,2.0,-4.6,-0.1
2008,21.0,GSW,NBA,C,24.0,99.0,14.0,0.561,0.0,0.172,10.4,21.4,15.7,5.8,2.0,6.6,18.3,16.3,,0.1,0.2,0.2,0.105,,-5.3,1.4,-3.9,0.0
2009,22.0,TOT,NBA,C,39.0,255.0,11.8,0.544,0.024,0.238,6.3,24.2,15.5,7.1,1.2,5.9,19.2,20.9,,-0.2,0.5,0.3,0.056,,-6.4,2.1,-4.4,-0.2
2009,22.0,BOS,NBA,C,26.0,108.0,9.5,0.551,0.0,0.387,8.3,29.1,19.1,11.8,1.5,5.9,31.9,23.0,,-0.2,0.3,0.1,0.025,,-9.2,3.5,-5.6,-0.1
2009,22.0,TOR,NBA,C,13.0,147.0,13.5,0.54,0.038,0.151,4.8,20.6,12.8,3.6,1.1,5.8,8.1,19.3,,0.0,0.2,0.2,0.079,,-4.5,1.0,-3.5,-0.1
2010,23.0,TOR,NBA,C,11.0,51.0,9.9,0.539,0.067,0.4,4.8,20.3,12.7,3.0,2.0,6.0,22.1,20.3,,-0.1,0.1,0.0,-0.009,,-7.2,0.5,-6.6,-0.1
