Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2001,11,955,HOU,Houston Rockets,23.0,NBA,PG,80.0,3194.0,21.6,0.56,0.28,0.36,7.1,12.8,10.0,28.4,2.3,0.7,15.8,24.2,9.2,3.0,12.2,0.18,4.5,0.5,5.0,5.7
2002,11,955,HOU,Houston Rockets,24.0,NBA,PG,57.0,2343.0,19.1,0.52,0.21,0.42,4.9,14.8,9.8,29.1,1.6,0.7,15.6,28.0,3.2,1.2,4.4,0.09,2.5,-0.8,1.7,2.1
2003,11,955,HOU,Houston Rockets,25.0,NBA,PG,81.0,3318.0,20.6,0.54,0.18,0.45,5.7,11.5,8.7,28.0,2.3,0.9,16.0,26.1,7.4,3.7,11.1,0.16,3.4,0.3,3.8,4.8
2004,11,955,HOU,Houston Rockets,26.0,NBA,PG,79.0,3194.0,15.8,0.5,0.22,0.39,4.5,11.1,8.0,28.3,2.4,0.8,18.3,24.0,2.4,4.7,7.1,0.11,0.5,0.9,1.4,2.7
2005,22,955,ORL,Orlando Magic,27.0,NBA,PG,78.0,2978.0,18.9,0.52,0.1,0.46,4.8,12.0,8.5,31.6,1.9,0.7,16.6,28.0,3.9,2.3,6.2,0.1,2.1,-0.9,1.2,2.4
2006,31,955,TOT,Total After Trade,28.0,NBA,"PG,SG",70.0,2393.0,15.2,0.53,0.11,0.52,3.9,10.9,7.5,24.6,1.7,0.6,18.5,22.6,2.2,1.4,3.6,0.07,0.7,-0.7,0.0,1.2
2006,22,955,ORL,Orlando Magic,28.0,NBA,PG,46.0,1734.0,15.9,0.53,0.12,0.5,4.4,11.0,7.8,25.7,1.6,0.5,18.2,23.4,1.7,1.2,2.9,0.08,1.1,-0.5,0.6,1.1
2006,20,955,NYK,New York Knicks,28.0,NBA,SG,24.0,659.0,13.4,0.54,0.07,0.57,2.6,10.6,6.5,21.7,1.8,0.7,19.6,20.4,0.4,0.2,0.7,0.05,-0.5,-1.1,-1.6,0.1
2007,20,955,NYK,New York Knicks,29.0,NBA,SG,44.0,1237.0,15.1,0.57,0.32,0.62,3.2,11.8,7.5,22.4,1.8,0.8,18.7,19.7,2.0,0.9,2.9,0.11,0.6,0.2,0.7,0.9
2008,11,955,HOU,Houston Rockets,30.0,NBA,PG,10.0,199.0,9.1,0.41,0.3,0.4,4.6,8.4,6.5,22.7,2.4,1.8,17.3,18.6,-0.2,0.3,0.2,0.04,-4.0,2.0,-2.0,0.0
