Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
1992,27,847,SAS,San Antonio Spurs,Sean Elliott,23,3,3,137,7.1,14.9,0.48,1.9,3.0,0.62,5.2,11.9,0.44,6.0,6.7,0.89,1.5,3.4,4.9,3.0,1.1,1.5,2.2,2.2,22.0,126,123
1992,27,644,SAS,San Antonio Spurs,Terry Cummings,30,3,3,122,14.2,27.7,0.52,0.0,0.4,0.0,14.2,27.2,0.52,4.2,8.4,0.5,6.3,8.0,14.2,2.9,1.7,1.7,2.9,3.8,32.7,112,118
1992,27,474,SAS,San Antonio Spurs,Antoine Carr,30,3,3,109,11.3,20.6,0.55,0.5,0.9,0.5,10.8,19.7,0.55,4.7,7.5,0.62,3.8,7.0,10.8,1.4,0.9,5.2,1.9,6.6,27.7,121,117
1992,27,2774,SAS,San Antonio Spurs,Rod Strickland,25,2,2,80,8.3,14.1,0.59,0.0,0.0,,8.3,14.1,0.59,3.2,5.1,0.62,0.0,4.5,4.5,12.1,1.9,1.3,3.8,5.1,19.8,119,120
1992,27,1516,SAS,San Antonio Spurs,Vinnie Johnson,35,3,0,69,8.1,17.8,0.46,1.5,3.0,0.5,6.7,14.8,0.45,0.7,1.5,0.5,2.2,3.7,5.9,5.2,3.7,0.7,3.7,5.2,18.5,101,118
1992,27,2519,SAS,San Antonio Spurs,Donald Royal,25,3,2,57,4.5,8.1,0.56,0.0,0.0,,4.5,8.1,0.56,4.5,8.1,0.56,4.5,6.3,10.8,0.0,1.8,1.8,5.4,6.3,13.5,89,119
1992,27,1114,SAS,San Antonio Spurs,Sidney Green,31,3,0,47,3.3,10.9,0.3,0.0,0.0,,3.3,10.9,0.3,3.3,4.4,0.75,5.4,6.5,12.0,2.2,0.0,0.0,2.2,6.5,9.8,95,124
1992,27,2354,SAS,San Antonio Spurs,Paul Pressey,33,3,2,46,6.7,20.0,0.33,1.1,2.2,0.5,5.6,17.8,0.31,0.0,0.0,,1.1,2.2,3.3,3.3,3.3,1.1,5.6,10.0,14.4,70,119
1992,27,2918,SAS,San Antonio Spurs,Trent Tucker,32,3,0,38,8.1,18.8,0.43,1.3,6.7,0.2,6.7,12.1,0.56,1.3,1.3,1.0,1.3,2.7,4.0,2.7,0.0,0.0,4.0,4.0,18.8,93,127
1992,27,2789,SAS,San Antonio Spurs,Greg Sutton,24,2,0,15,6.8,20.4,0.33,0.0,6.8,0.0,6.8,13.6,0.5,10.2,10.2,1.0,0.0,0.0,0.0,6.8,3.4,3.4,0.0,10.2,23.9,123,119
