Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
1996,20,1864,NYK,New York Knicks,Anthony Mason,29,8,8,350,6.6,12.5,0.53,0.0,0.0,,6.6,12.5,0.53,3.1,4.5,0.68,2.7,7.2,10.0,4.2,0.6,0.2,3.2,3.2,16.2,106,105
1996,20,884,NYK,New York Knicks,Patrick Ewing,33,8,8,328,11.1,23.5,0.47,0.2,0.3,0.5,11.0,23.1,0.47,7.0,10.8,0.65,1.9,12.7,14.6,2.6,0.2,4.3,5.1,3.8,29.5,95,97
1996,20,2737,NYK,New York Knicks,John Starks,30,8,8,314,7.0,15.6,0.45,3.8,8.1,0.47,3.2,7.5,0.43,5.2,7.0,0.74,0.5,4.7,5.2,5.9,2.3,0.2,4.5,4.7,22.9,108,104
1996,20,2181,NYK,New York Knicks,Charles Oakley,32,8,8,308,7.1,14.2,0.5,0.4,1.1,0.33,6.8,13.1,0.51,4.6,6.6,0.69,5.1,7.5,12.6,2.6,1.5,0.0,5.1,6.0,19.2,99,103
1996,20,1187,NYK,New York Knicks,Derek Harper,34,8,8,293,5.6,15.7,0.35,2.1,6.7,0.31,3.5,9.0,0.38,2.1,2.9,0.73,0.0,3.3,3.3,7.3,1.9,0.2,2.7,4.6,15.3,96,106
1996,20,689,NYK,New York Knicks,Hubert Davis,25,8,0,145,6.6,12.0,0.55,3.9,7.4,0.53,2.7,4.7,0.58,3.5,4.3,0.82,1.6,3.1,4.7,1.6,0.0,0.0,2.7,4.7,20.5,124,110
1996,20,3021,NYK,New York Knicks,Charlie Ward,25,7,0,92,7.9,16.5,0.48,1.8,7.3,0.25,6.1,9.2,0.67,1.8,4.3,0.43,1.2,4.3,5.5,10.4,6.7,0.0,3.7,5.5,19.6,107,94
1996,20,85,NYK,New York Knicks,Willie Anderson,29,4,0,64,6.1,19.3,0.32,0.9,5.3,0.17,5.3,14.1,0.38,5.3,6.1,0.86,1.8,6.1,7.9,0.9,3.5,0.0,5.3,8.8,18.4,75,100
1996,20,3142,NYK,New York Knicks,Herb Williams,37,5,0,33,5.1,8.5,0.6,0.0,0.0,,5.1,8.5,0.6,5.1,6.8,0.75,0.0,0.0,0.0,0.0,0.0,3.4,1.7,5.1,15.3,117,110
1996,20,1080,NYK,New York Knicks,Gary Grant,30,1,0,8,14.1,35.1,0.4,14.1,21.1,0.67,0.0,14.1,0.0,0.0,0.0,,14.1,7.0,21.1,0.0,7.0,0.0,7.0,0.0,42.2,103,91
1996,20,2421,NYK,New York Knicks,J.R. Reid,27,1,0,7,8.0,8.0,1.0,0.0,0.0,,8.0,8.0,1.0,0.0,0.0,,0.0,8.0,8.0,8.0,0.0,0.0,8.0,16.1,16.1,100,105
1996,20,1076,NYK,New York Knicks,Ron Grandison,31,2,0,3,0.0,18.7,0.0,0.0,18.7,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,0.0,0,113
