Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1999.0,25.0,2537,POR,Portland Trail Blazers,Arvydas Sabonis,34.0,13.0,392.0,17.5,0.49,0.04,0.38,3.9,31.9,18.1,14.9,2.2,3.1,12.6,19.2,0.3,0.7,1.0,0.13,1.0,2.6,3.6,0.6
1999.0,25.0,1079,POR,Portland Trail Blazers,Brian Grant,26.0,13.0,482.0,17.4,0.57,0.0,0.6,8.9,21.6,15.4,6.0,1.2,2.7,12.2,17.7,0.9,0.6,1.5,0.14,1.0,0.8,1.8,0.5
1999.0,25.0,2768,POR,Portland Trail Blazers,Damon Stoudamire,25.0,13.0,403.0,11.6,0.46,0.17,0.26,2.2,10.3,6.3,36.9,1.1,0.2,20.9,22.5,-0.2,0.2,-0.1,-0.01,-0.4,-1.5,-1.9,0.0
1999.0,25.0,95,POR,Portland Trail Blazers,Greg Anthony,31.0,13.0,225.0,14.0,0.48,0.56,0.62,2.2,5.4,3.9,26.7,3.3,0.4,11.4,17.5,0.3,0.2,0.5,0.1,0.5,2.4,2.9,0.3
1999.0,25.0,2448,POR,Portland Trail Blazers,Isaiah Rider,27.0,13.0,426.0,17.9,0.55,0.16,0.44,5.0,9.5,7.3,16.2,1.5,0.0,14.5,26.6,0.8,0.2,1.0,0.11,2.3,-0.3,1.9,0.4
1999.0,25.0,2176,POR,Portland Trail Blazers,Jermaine O'Neal,20.0,9.0,55.0,12.1,0.46,0.0,1.2,18.4,20.1,19.2,3.4,0.0,4.5,11.6,15.6,0.1,0.1,0.1,0.1,-2.2,-0.3,-2.5,0.0
1999.0,25.0,1403,POR,Portland Trail Blazers,Jim Jackson,28.0,13.0,265.0,12.4,0.52,0.25,0.58,3.8,10.2,7.0,13.9,1.5,0.3,16.6,20.4,0.2,0.1,0.4,0.07,-1.3,0.1,-1.2,0.1
1999.0,25.0,501,POR,Portland Trail Blazers,Kelvin Cato,24.0,8.0,43.0,-2.0,0.22,0.0,1.11,17.6,2.9,10.1,7.9,1.3,1.9,13.0,17.8,-0.1,0.0,-0.1,-0.12,-10.1,-2.5,-12.6,-0.1
1999.0,25.0,3011,POR,Portland Trail Blazers,Rasheed Wallace,24.0,13.0,468.0,18.3,0.56,0.06,0.4,4.6,12.0,8.4,9.5,2.4,1.9,8.5,19.9,1.0,0.5,1.5,0.16,2.1,1.8,4.0,0.7
1999.0,25.0,118,POR,Portland Trail Blazers,Stacey Augmon,30.0,13.0,176.0,12.2,0.49,0.04,0.64,7.2,16.0,11.7,5.1,2.6,1.4,7.7,11.0,0.2,0.2,0.4,0.12,-1.1,3.0,1.8,0.2
1999.0,25.0,3184,POR,Portland Trail Blazers,Walt Williams,28.0,13.0,185.0,9.8,0.49,0.55,0.24,3.4,7.3,5.4,11.9,2.2,1.3,14.6,20.2,0.0,0.1,0.1,0.03,0.1,0.4,0.6,0.1
