PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Blake Griffin,21,82,3112,21.9,0.5489999999999999,0.017,0.505,10.2,26.9,18.6,18.7,1.0,1.1,11.7,27.3,,6.5,3.4,9.8,0.152,,3.0,-0.3,2.6,3.6
Eric Gordon,22,56,2112,18.5,0.5660000000000001,0.307,0.36700000000000005,2.5,6.6,4.5,20.7,1.7,0.7,12.0,26.5,,4.2,1.1,5.3,0.12,,3.0,-1.0,2.0,2.2
Ryan Gomes,28,76,2095,9.0,0.504,0.418,0.168,3.4,10.7,7.1,8.5,1.5,0.4,9.2,12.7,,1.3,1.2,2.5,0.057,,-2.1,0.0,-2.1,-0.1
DeAndre Jordan,22,80,2047,14.8,0.648,0.003,0.636,11.9,20.9,16.5,3.2,1.0,5.4,18.8,11.7,,2.6,2.6,5.2,0.122,,-1.7,1.0,-0.7,0.7
Eric Bledsoe,21,81,1841,10.8,0.499,0.239,0.27399999999999997,4.4,9.8,7.1,24.2,2.6,1.1,26.3,17.9,,-1.3,1.6,0.3,0.008,,-2.4,0.2,-2.2,-0.1
Randy Foye,27,63,1551,11.4,0.516,0.409,0.281,1.0,6.7,3.9,17.5,1.6,1.1,13.7,19.9,,0.9,0.8,1.7,0.051,,-1.1,-0.7,-1.8,0.1
Al-Farouq Aminu,20,81,1452,9.6,0.499,0.35200000000000004,0.293,6.1,15.4,10.8,6.4,2.1,1.3,18.3,17.3,,-0.8,1.4,0.7,0.022000000000000002,,-2.7,-0.1,-2.8,-0.3
Baron Davis,31,43,1269,16.3,0.49200000000000005,0.295,0.20199999999999999,2.7,8.3,5.5,39.9,2.5,1.4,16.0,23.5,,1.0,1.1,2.1,0.079,,1.4,-0.1,1.3,1.0
Chris Kaman,28,32,838,15.7,0.495,0.0,0.152,7.2,24.1,15.7,10.0,1.0,4.5,12.6,24.4,,-0.2,1.1,0.8,0.047,,-1.7,0.3,-1.4,0.1
Rasual Butler,31,41,744,5.9,0.433,0.5710000000000001,0.11900000000000001,1.6,10.3,6.0,5.5,0.6,1.6,8.5,15.6,,-0.5,0.3,-0.2,-0.013000000000000001,,-2.5,-1.5,-4.0,-0.4
Mo Williams,28,22,723,14.0,0.556,0.40299999999999997,0.28,1.0,8.0,4.5,28.2,1.4,0.0,18.0,22.7,,0.8,0.3,1.1,0.073,,0.1,-1.9,-1.8,0.1
Craig Smith,27,48,586,15.4,0.5920000000000001,0.027000000000000003,0.36200000000000004,8.7,14.7,11.7,9.1,1.4,0.9,13.2,19.1,,1.0,0.4,1.5,0.12,,-0.8,-0.3,-1.1,0.1
Ike Diogu,27,36,470,13.7,0.59,0.0,0.419,10.3,18.3,14.3,0.7,0.3,0.5,11.2,18.7,,0.7,0.3,1.0,0.10400000000000001,,-2.4,-2.5,-4.9,-0.3
Brian Cook,30,40,447,11.6,0.534,0.465,0.141,5.0,20.0,12.6,5.6,1.4,1.9,12.2,20.5,,0.1,0.5,0.6,0.064,,-1.6,-0.2,-1.9,0.0
Jamario Moon,30,19,278,8.4,0.535,0.475,0.102,3.8,15.9,9.9,3.8,0.6,1.7,7.5,10.7,,0.2,0.2,0.4,0.068,,-1.8,0.0,-1.9,0.0
Jarron Collins,32,23,157,1.8,0.43799999999999994,0.0,0.667,5.3,7.4,6.3,0.9,1.3,0.5,20.5,6.9,,-0.1,0.1,0.0,0.0,,-7.1,-0.7,-7.8,-0.2
Willie Warren,21,19,134,10.8,0.48,0.429,0.22899999999999998,0.9,9.5,5.2,30.4,2.3,0.0,17.2,15.5,,0.1,0.1,0.2,0.065,,-2.4,-0.3,-2.7,0.0
