PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kyrie Irving,22.0,75,75.0,2730,578,1235,0.46799999999999997,157,378,0.415,421,857,0.491,0.532,315,365,0.863,55,182,237,389,114,20,186,146,1628
Kevin Love,26.0,75,75.0,2532,413,952,0.434,144,392,0.36700000000000005,269,560,0.48,0.509,258,321,0.804,142,589,731,168,51,39,122,140,1228
LeBron James,30.0,69,69.0,2493,624,1279,0.488,120,339,0.354,504,940,0.536,0.535,375,528,0.71,51,365,416,511,109,49,272,135,1743
Tristan Thompson,23.0,82,15.0,2194,267,488,0.547,0,0,,267,488,0.547,0.547,159,248,0.6409999999999999,274,383,657,39,34,61,83,189,693
J.R. Smith,29.0,46,45.0,1461,214,504,0.425,131,336,0.39,83,168,0.494,0.555,27,33,0.818,26,134,160,114,64,18,52,119,586
Matthew Dellavedova,24.0,67,13.0,1380,111,307,0.36200000000000004,68,167,0.40700000000000003,43,140,0.307,0.47200000000000003,29,38,0.763,37,89,126,204,24,2,61,152,319
Timofey Mozgov,28.0,46,45.0,1148,197,334,0.59,0,0,,197,334,0.59,0.59,92,130,0.708,112,207,319,39,18,56,69,113,486
Shawn Marion,36.0,57,24.0,1101,119,267,0.446,12,46,0.261,107,221,0.484,0.46799999999999997,26,34,0.765,64,138,202,51,27,27,33,58,276
Iman Shumpert,24.0,38,1.0,920,105,256,0.41,44,130,0.33799999999999997,61,126,0.484,0.496,18,27,0.667,33,110,143,57,51,13,49,71,272
Dion Waiters,23.0,33,3.0,786,138,342,0.40399999999999997,22,86,0.256,116,256,0.45299999999999996,0.436,47,60,0.7829999999999999,12,45,57,74,44,10,50,59,345
Mike Miller,34.0,52,15.0,701,37,114,0.325,32,98,0.327,5,16,0.313,0.465,3,4,0.75,4,87,91,46,14,4,23,74,109
James Jones,34.0,57,2.0,669,74,201,0.368,63,175,0.36,11,26,0.423,0.525,39,46,0.848,9,53,62,24,13,8,13,67,250
Anderson Varejão,32.0,26,26.0,636,111,200,0.555,0,2,0.0,111,198,0.561,0.555,33,45,0.733,57,113,170,35,19,16,35,58,255
Joe Harris,23.0,51,1.0,493,48,120,0.4,31,84,0.369,17,36,0.47200000000000003,0.529,9,15,0.6,7,34,41,26,7,2,27,62,136
Kendrick Perkins,30.0,17,0.0,167,20,41,0.488,0,0,,20,41,0.488,0.488,4,8,0.5,11,30,41,8,2,4,21,27,44
Brendan Haywood,35.0,22,1.0,119,14,30,0.467,0,0,,14,30,0.467,0.467,7,13,0.5379999999999999,6,23,29,2,2,10,10,17,35
A.J. Price,28.0,11,0.0,87,9,34,0.265,0,11,0.0,9,23,0.391,0.265,4,6,0.667,4,11,15,13,3,0,3,1,22
Lou Amundson,32.0,12,0.0,79,4,12,0.33299999999999996,0,0,,4,12,0.33299999999999996,0.33299999999999996,3,5,0.6,5,15,20,5,1,0,5,11,11
Will Cherry,23.0,8,0.0,69,5,19,0.263,2,9,0.222,3,10,0.3,0.316,3,6,0.5,1,4,5,8,6,1,4,10,15
Alex Kirk,23.0,5,0.0,14,1,4,0.25,0,0,,1,4,0.25,0.25,2,2,1.0,1,0,1,1,0,0,0,1,4
Team Totals,,82,,19780,3089,6739,0.45799999999999996,826,2253,0.36700000000000005,2263,4486,0.504,0.52,1453,1934,0.7509999999999999,911,2612,3523,1814,603,340,1171,1510,8457
