Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1986,22.0,CHI,NBA,PF,77.0,30.0,1772.0,7.6,14.7,0.519,0.0,0.1,0.0,7.6,14.6,0.522,4.8,7.3,0.662,6.9,11.1,18.0,3.6,1.8,0.8,4.8,6.8,20.1,,106.0,108.0
1987,23.0,CHI,NBA,PF,82.0,81.0,2980.0,7.9,17.7,0.445,0.2,0.5,0.367,7.7,17.2,0.447,4.1,6.0,0.686,5.0,13.0,18.1,5.0,1.4,0.6,5.0,5.3,20.0,,97.0,104.0
1988,24.0,CHI,NBA,PF,82.0,82.0,2816.0,6.7,13.9,0.483,0.1,0.2,0.25,6.6,13.6,0.487,4.7,6.4,0.727,5.8,13.2,19.0,4.4,1.2,0.5,4.3,4.9,18.1,,106.0,103.0
1989,25.0,NYK,NBA,PF,82.0,82.0,2604.0,7.5,14.7,0.51,0.2,0.8,0.25,7.3,13.9,0.526,3.5,4.5,0.773,6.1,9.1,15.2,3.3,1.8,0.2,4.4,4.8,18.7,,108.0,106.0
1990,26.0,NYK,NBA,PF,61.0,61.0,2196.0,7.5,14.3,0.524,0.0,0.1,0.0,7.5,14.2,0.527,4.8,6.3,0.761,5.7,10.4,16.2,3.2,1.4,0.4,3.7,4.9,19.8,,113.0,106.0
1991,27.0,NYK,NBA,PF,76.0,74.0,2739.0,5.7,11.0,0.516,0.0,0.0,0.0,5.7,10.9,0.518,4.4,5.6,0.784,5.6,11.4,17.0,3.8,1.1,0.3,4.0,5.3,15.7,,109.0,105.0
1992,28.0,NYK,NBA,PF,82.0,82.0,2309.0,4.7,9.0,0.522,0.0,0.1,0.0,4.7,8.9,0.526,1.9,2.6,0.735,5.7,9.9,15.7,3.0,1.5,0.3,2.8,5.8,11.3,,110.0,103.0
1993,29.0,NYK,NBA,PF,82.0,82.0,2230.0,5.0,9.8,0.508,0.0,0.0,0.0,5.0,9.8,0.509,2.9,4.0,0.722,6.6,9.6,16.1,2.9,1.9,0.3,2.8,6.6,12.9,,112.0,98.0
1994,30.0,NYK,NBA,PF,82.0,82.0,2932.0,6.4,13.4,0.478,0.0,0.1,0.0,6.4,13.3,0.48,4.3,5.5,0.776,6.2,10.9,17.0,3.8,1.9,0.3,3.4,5.2,17.1,,110.0,96.0
1995,31.0,NYK,NBA,PF,50.0,49.0,1567.0,6.5,13.2,0.489,0.1,0.4,0.25,6.4,12.8,0.496,4.0,5.0,0.793,5.2,9.7,15.0,4.2,2.0,0.2,3.5,6.0,17.0,,109.0,101.0
1996,32.0,NYK,NBA,PF,53.0,51.0,1775.0,6.3,13.3,0.471,0.2,0.8,0.269,6.1,12.5,0.483,5.2,6.2,0.833,4.8,8.9,13.7,4.1,1.7,0.4,3.1,5.8,17.9,,113.0,102.0
1997,33.0,NYK,NBA,PF,80.0,80.0,2873.0,6.3,12.8,0.488,0.1,0.4,0.263,6.2,12.5,0.495,3.3,4.1,0.808,4.5,9.9,14.4,4.1,2.0,0.4,3.2,5.6,15.9,,109.0,99.0
1998,34.0,NYK,NBA,PF,79.0,79.0,2734.0,6.1,13.9,0.44,0.0,0.1,0.0,6.1,13.8,0.444,1.9,2.3,0.851,4.3,10.1,14.4,4.0,2.4,0.4,2.5,5.6,14.2,,102.0,97.0
1999,35.0,TOR,NBA,PF,50.0,50.0,1633.0,4.6,10.8,0.428,0.0,0.2,0.2,4.6,10.7,0.432,2.2,2.7,0.807,3.2,9.2,12.4,5.6,1.5,0.7,3.2,6.0,11.5,,99.0,103.0
2001,37.0,TOR,NBA,PF,78.0,77.0,2767.0,5.8,15.0,0.388,0.2,0.9,0.224,5.6,14.1,0.399,2.4,2.9,0.836,2.7,11.4,14.1,5.0,1.4,0.9,2.7,4.9,14.3,,96.0,101.0
2002,38.0,CHI,NBA,PF,57.0,36.0,1383.0,3.7,10.1,0.369,0.0,0.2,0.167,3.7,9.9,0.374,0.8,1.1,0.75,2.8,10.4,13.1,4.4,1.9,0.4,3.3,6.7,8.3,,80.0,105.0
2003,39.0,WAS,NBA,C,42.0,1.0,514.0,2.4,5.8,0.418,0.0,0.0,,2.4,5.8,0.418,3.0,3.6,0.824,3.9,7.4,11.3,4.2,1.4,0.6,2.2,9.5,7.8,,110.0,105.0
2004,40.0,HOU,NBA,PF,7.0,0.0,25.0,4.4,13.1,0.333,0.0,0.0,,4.4,13.1,0.333,10.9,13.1,0.833,0.0,10.9,10.9,4.4,0.0,0.0,2.2,17.5,19.7,,110.0,100.0
