Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2008,5,398,CHI,Chicago Bulls,6,Shannon Brown,SG,6-4,205,1985-11-29,US,1,Michigan State
2008,5,732,CHI,Chicago Bulls,9,Luol Deng,SF,6-9,237,1985-04-16,SS,3,Duke
2008,5,797,CHI,Chicago Bulls,21,Chris Duhon,PG,6-1,185,1982-08-31,US,3,Duke
2008,5,992,CHI,Chicago Bulls,31,Thomas Gardner,SG,6-5,225,1985-02-08,US,R,Missouri
2008,5,1058,CHI,Chicago Bulls,90,Drew Gooden,PF,6-10,250,1981-09-24,US,5,Kansas
2008,5,1063,CHI,Chicago Bulls,7,Ben Gordon,SG,6-3,200,1983-04-04,GB,3,UConn
2008,5,1092,CHI,Chicago Bulls,34,Aaron Gray,C,7-0,270,1984-12-07,US,R,Pitt
2008,5,1126,CHI,Chicago Bulls,44,Adrian Griffin,SG,6-5,217,1974-07-04,US,8,Seton Hall
2008,5,1299,CHI,Chicago Bulls,12,Kirk Hinrich,PG,6-4,190,1981-01-02,US,4,Kansas
2008,5,1358,CHI,Chicago Bulls,32,Larry Hughes,SG,6-5,184,1979-01-23,US,9,Saint Louis
2008,5,1606,CHI,Chicago Bulls,38,Viktor Khryapa,PF,6-9,210,1982-08-03,UA,3,
2008,5,2144,CHI,Chicago Bulls,35,Demetris Nichols,SF,6-8,216,1984-09-04,US,R,Syracuse
2008,5,2153,CHI,Chicago Bulls,13,Joakim Noah,C,6-11,230,1985-02-25,US,R,Florida
2008,5,2154,CHI,Chicago Bulls,5,Andres Nocioni,SF,6-7,225,1979-11-30,AR,3,
2008,5,2597,CHI,Chicago Bulls,2,Thabo Sefolosha,SG,6-6,215,1984-05-02,CH,1,
2008,5,2641,CHI,Chicago Bulls,15,Cedric Simmons,PF,6-9,235,1986-01-03,US,1,NC State
2008,5,2692,CHI,Chicago Bulls,32,Joe Smith,PF,6-10,225,1975-07-26,US,12,Maryland
2008,5,2866,CHI,Chicago Bulls,24,Tyrus Thomas,PF,6-9,215,1986-08-17,US,1,LSU
2008,5,3016,CHI,Chicago Bulls,3,Ben Wallace,C,6-9,240,1974-09-10,US,11,Virginia Union University
