Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2008,10,130,GSW,Golden State Warriors,7,Kelenna Azubuike,SG,6-5,220,1983-12-16,GB,1,Kentucky
2008,10,169,GSW,Golden State Warriors,22,Matt Barnes,PF,6-7,226,1980-03-09,US,4,UCLA
2008,10,208,GSW,Golden State Warriors,18,Marco Belinelli,SG,6-5,220,1986-03-25,IT,R,
2008,10,241,GSW,Golden State Warriors,15,Andris Biedrins,C,6-11,240,1986-04-02,LV,3,
2008,10,636,GSW,Golden State Warriors,44,Austin Croshere,PF,6-9,235,1975-05-01,US,10,Providence
2008,10,679,GSW,Golden State Warriors,5,Baron Davis,PG,6-3,209,1979-04-13,US,8,UCLA
2008,10,855,GSW,Golden State Warriors,8,Monta Ellis,SG,6-3,185,1985-10-26,US,2,
2008,10,1199,GSW,Golden State Warriors,3,Al Harrington,C,6-9,230,1980-02-17,US,9,
2008,10,1349,GSW,Golden State Warriors,6,Troy Hudson,PG,6-1,170,1976-03-13,US,10,"Missouri, Southern Illinois"
2008,10,1382,GSW,Golden State Warriors,28,Didier Ilunga-Mbenga,C,7-0,245,1980-12-30,CD,3,
2008,10,1420,GSW,Golden State Warriors,1,Stephen Jackson,SF,6-8,218,1978-04-05,US,7,Butler County Community College
2008,10,1704,GSW,Golden State Warriors,12,Stephane Lasme,SF,6-8,215,1982-12-17,GA,R,UMass
2008,10,2179,GSW,Golden State Warriors,26,Patrick O'Bryant,C,7-0,260,1986-06-20,US,1,Bradley
2008,10,2291,GSW,Golden State Warriors,19,Kosta Perovic,C,7-2,240,1985-02-19,HR,R,
2008,10,2313,GSW,Golden State Warriors,2,Mickael Pietrus,SF,6-6,215,1982-02-07,GP,4,
2008,10,3048,GSW,Golden State Warriors,"4, 23",C.J. Watson,PG,6-2,175,1984-04-17,US,R,Tennessee
2008,10,3062,GSW,Golden State Warriors,4,Chris Webber,PF,6-9,245,1973-03-01,US,14,Michigan
2008,10,3246,GSW,Golden State Warriors,32,Brandan Wright,PF,6-10,210,1987-10-05,US,R,UNC
