Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1991,1,2489,ATL,Atlanta Hawks,Rumeal Robinson,"November 13, 1966",24.0,NBA,PG,47.0,16.0,674.0,5.8,12.9,0.45,0.1,0.6,0.18,5.7,12.3,0.46,2.5,4.3,0.59,1.1,2.7,3.8,7.1,1.7,0.4,4.1,3.5,14.2
1992,1,2489,ATL,Atlanta Hawks,Rumeal Robinson,"November 13, 1966",25.0,NBA,PG,81.0,64.0,2220.0,6.9,15.0,0.46,0.6,1.7,0.33,6.3,13.4,0.47,2.8,4.5,0.64,1.0,2.5,3.6,7.2,1.7,0.4,3.3,2.9,17.1
1993,3,2489,NJN,New Jersey Nets,Rumeal Robinson,"November 13, 1966",26.0,NBA,PG,80.0,28.0,1585.0,6.1,14.5,0.42,0.5,1.3,0.36,5.7,13.2,0.43,2.5,4.4,0.57,1.1,2.5,3.6,7.3,2.2,0.3,3.2,3.8,15.3
1994,31,2489,TOT,Total After Trade,Rumeal Robinson,"November 13, 1966",27.0,NBA,PG,31.0,0.0,396.0,5.0,13.8,0.36,0.7,1.8,0.4,4.3,12.0,0.36,1.2,2.6,0.45,0.5,2.4,2.9,5.7,1.6,0.3,3.9,4.4,11.9
1994,3,2489,NJN,New Jersey Nets,Rumeal Robinson,"November 13, 1966",27.0,NBA,PG,17.0,0.0,301.0,5.0,14.2,0.35,0.8,1.8,0.47,4.2,12.4,0.34,1.2,2.4,0.5,0.5,2.4,2.9,5.4,1.8,0.4,3.0,3.9,12.1
1994,4,2489,CHO,Charlotte Hornets,Rumeal Robinson,"November 13, 1966",27.0,NBA,PG,14.0,0.0,95.0,4.9,12.5,0.39,0.4,1.9,0.2,4.5,10.6,0.43,1.1,3.4,0.33,0.8,2.3,3.0,6.8,1.1,0.0,6.8,5.7,11.4
1996,25,2489,POR,Portland Trail Blazers,Rumeal Robinson,"November 13, 1966",29.0,NBA,PG,43.0,14.0,715.0,4.6,11.1,0.42,1.5,4.0,0.38,3.1,7.1,0.44,1.7,2.6,0.65,1.0,3.0,3.9,7.1,1.3,0.3,3.6,4.0,12.4
1997,31,2489,TOT,Total After Trade,Rumeal Robinson,"November 13, 1966",30.0,NBA,PG,54.0,3.0,508.0,4.7,11.6,0.4,1.3,4.0,0.32,3.4,7.7,0.44,1.8,2.5,0.74,0.4,2.9,3.3,5.2,1.7,0.1,3.0,4.3,12.5
1997,14,2489,LAL,Los Angeles Lakers,Rumeal Robinson,"November 13, 1966",30.0,NBA,PG,15.0,3.0,126.0,4.9,13.7,0.35,1.7,6.6,0.26,3.1,7.1,0.44,1.4,2.3,0.62,0.6,2.3,2.9,3.7,1.4,0.6,3.1,3.4,12.9
1997,24,2489,PHO,Phoenix Suns,Rumeal Robinson,"November 13, 1966",30.0,NBA,PG,12.0,0.0,87.0,6.6,14.1,0.47,1.2,4.1,0.3,5.4,9.9,0.54,0.4,1.7,0.25,0.4,2.5,2.9,3.3,0.4,0.0,2.1,3.3,14.9
1997,25,2489,POR,Portland Trail Blazers,Rumeal Robinson,"November 13, 1966",30.0,NBA,PG,27.0,0.0,295.0,4.0,10.0,0.4,1.1,2.8,0.39,2.9,7.2,0.41,2.4,2.8,0.87,0.4,3.3,3.7,6.3,2.2,0.0,3.3,4.9,11.6
