Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1997,23.0,DAL,NBA,SG,28.0,15.0,759.0,7.2,18.2,0.398,2.0,6.5,0.304,5.3,11.6,0.451,4.6,5.7,0.813,1.5,4.9,6.4,4.8,1.9,0.4,4.7,5.3,21.1,,96.0,110.0
1998,24.0,DAL,NBA,SG,67.0,19.0,1505.0,7.1,19.8,0.357,1.7,5.8,0.294,5.4,14.0,0.382,2.3,3.0,0.774,1.2,4.5,5.7,5.9,2.0,0.3,3.8,5.0,18.1,,88.0,109.0
1999,25.0,DAL,NBA,SG,33.0,2.0,567.0,8.5,21.0,0.403,1.7,5.6,0.305,6.8,15.4,0.438,5.0,6.2,0.815,1.1,6.8,7.9,6.1,3.8,0.2,3.4,4.2,23.7,,102.0,101.0
2001,27.0,TOT,NBA,PG,50.0,0.0,830.0,5.3,17.3,0.303,1.9,6.2,0.316,3.3,11.2,0.297,4.4,5.1,0.861,1.2,7.1,8.3,6.2,2.9,0.1,3.1,5.7,16.9,,91.0,100.0
2001,27.0,NYK,NBA,PG,28.0,0.0,421.0,5.3,17.2,0.305,2.1,6.2,0.34,3.2,11.0,0.286,3.2,3.7,0.857,1.2,5.7,6.8,3.8,2.9,0.1,2.8,6.0,15.8,,87.0,97.0
2001,27.0,VAN,NBA,PG,22.0,0.0,409.0,5.2,17.4,0.301,1.8,6.1,0.292,3.5,11.3,0.307,5.6,6.5,0.863,1.2,8.6,9.7,8.4,2.8,0.1,3.5,5.4,17.9,,95.0,102.0
2002,28.0,BOS,NBA,PG,79.0,4.0,1643.0,6.0,15.4,0.389,3.0,7.8,0.385,3.0,7.6,0.394,4.1,4.9,0.845,0.7,6.0,6.7,5.8,1.8,0.0,3.0,4.6,19.1,,106.0,103.0
2003,29.0,IND,NBA,SG,71.0,10.0,1275.0,6.7,15.6,0.429,2.5,6.6,0.388,4.2,9.0,0.459,2.9,3.6,0.805,0.9,5.0,6.0,8.6,1.6,0.3,4.0,4.6,18.8,,104.0,104.0
2004,30.0,MIL,NBA,PG,43.0,0.0,571.0,7.3,18.0,0.403,2.7,6.1,0.439,4.6,11.9,0.385,4.0,4.7,0.863,1.2,5.3,6.5,8.3,2.4,0.2,5.0,5.8,21.2,,100.0,105.0
2005,31.0,MIL,NBA,SG,62.0,5.0,1014.0,5.9,15.9,0.375,1.1,4.3,0.253,4.8,11.5,0.421,2.7,3.3,0.813,0.6,4.8,5.4,6.0,1.6,0.1,3.3,5.4,15.7,,92.0,111.0
