Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1983,24.0,MIL,NBA,SG,79.0,18.0,1528.0,6.7,14.6,0.457,0.0,0.3,0.111,6.7,14.4,0.464,3.3,5.5,0.597,2.6,6.2,8.8,6.5,3.1,1.5,5.1,5.5,16.7,,92.0,98.0
1984,25.0,MIL,NBA,SG,81.0,18.0,1730.0,7.9,15.1,0.523,0.1,0.3,0.222,7.8,14.9,0.528,3.4,5.7,0.6,2.9,5.2,8.1,7.2,2.5,1.4,4.5,6.9,19.3,,103.0,102.0
1985,26.0,MIL,NBA,SF,80.0,80.0,2876.0,8.0,15.5,0.517,0.1,0.3,0.35,7.9,15.2,0.521,5.3,7.0,0.758,2.5,4.7,7.2,9.1,2.2,0.9,4.1,4.3,21.5,,114.0,104.0
1986,27.0,MIL,NBA,SF,80.0,80.0,2704.0,7.1,14.7,0.488,0.1,0.8,0.182,7.0,13.9,0.504,5.5,6.8,0.806,2.2,4.7,6.9,10.8,2.9,1.2,4.2,4.3,19.9,,114.0,101.0
1987,28.0,MIL,NBA,SF,61.0,60.0,2057.0,6.8,14.3,0.477,0.4,1.3,0.291,6.5,13.0,0.496,5.6,7.6,0.738,2.3,4.6,6.9,10.3,2.6,1.1,4.3,5.0,19.7,,110.0,105.0
1988,29.0,MIL,NBA,SG,75.0,75.0,2484.0,6.8,13.9,0.491,0.2,0.8,0.205,6.7,13.1,0.508,5.6,7.1,0.798,2.6,4.9,7.4,10.4,2.2,0.7,3.9,4.6,19.5,,114.0,108.0
1989,30.0,MIL,NBA,SG,67.0,62.0,2170.0,6.9,14.5,0.474,0.3,1.2,0.218,6.6,13.3,0.497,4.2,5.4,0.776,1.6,4.2,5.9,9.9,2.7,1.0,4.1,5.0,18.2,,107.0,106.0
1990,31.0,MIL,NBA,SG,57.0,2.0,1400.0,8.4,17.7,0.472,0.2,1.5,0.14,8.1,16.2,0.503,5.0,6.6,0.758,2.1,4.0,6.0,8.5,2.5,0.8,3.8,5.2,22.0,,108.0,108.0
1991,32.0,SAS,NBA,SG,70.0,18.0,1683.0,5.8,12.3,0.472,0.5,1.6,0.281,5.4,10.7,0.501,3.2,3.8,0.827,1.4,3.6,5.1,7.8,1.8,0.9,3.8,5.0,15.3,,105.0,106.0
1992,33.0,SAS,NBA,SG,56.0,7.0,759.0,3.9,10.6,0.373,0.2,1.4,0.143,3.7,9.2,0.407,1.8,2.7,0.683,1.4,4.8,6.2,9.3,1.9,1.2,4.2,5.7,9.9,,89.0,105.0
1993,34.0,GSW,NBA,SG,18.0,0.0,268.0,5.2,11.9,0.439,0.0,0.7,0.0,5.2,11.2,0.468,3.8,4.9,0.778,1.4,4.1,5.6,5.4,2.0,0.9,4.1,6.5,14.2,,96.0,111.0
