Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1988,22.0,CHI,NBA,SF,10.0,294.0,10.0,0.49,0.061,0.071,8.8,10.8,9.8,12.7,1.4,1.6,20.3,19.1,,-0.3,0.4,0.1,0.016,,-1.8,0.5,-1.3,0.1
1989,23.0,CHI,NBA,SF,17.0,619.0,14.4,0.544,0.308,0.275,6.7,17.0,12.1,17.5,2.0,1.8,16.7,18.0,,0.4,1.0,1.3,0.104,,1.6,1.5,3.1,0.8
1990,24.0,CHI,NBA,SF,15.0,612.0,18.7,0.569,0.148,0.476,6.3,15.1,10.6,21.7,2.6,2.2,16.2,21.8,,0.9,1.0,1.9,0.149,,2.9,2.5,5.4,1.2
1991,25.0,CHI,NBA,SF,17.0,704.0,22.0,0.564,0.06,0.358,6.9,19.9,13.6,21.8,3.2,2.0,14.4,25.2,,1.2,1.7,2.9,0.197,,3.8,2.7,6.5,1.5
1992,26.0,CHI,NBA,SF,22.0,899.0,20.1,0.544,0.074,0.477,8.0,18.1,13.1,25.8,2.5,2.0,15.1,23.6,,1.3,1.8,3.1,0.168,,4.3,2.4,6.6,2.0
1993,27.0,CHI,NBA,SF,19.0,789.0,16.9,0.504,0.052,0.355,5.8,14.6,10.2,21.8,2.8,1.2,15.8,26.2,,0.3,1.1,1.4,0.083,,1.1,0.8,2.0,0.8
1994,28.0,CHI,NBA,SF,10.0,384.0,22.8,0.521,0.23,0.265,5.7,20.6,13.4,23.8,3.5,1.4,14.5,31.9,,0.5,0.7,1.2,0.149,,4.0,1.6,5.6,0.7
1995,29.0,CHI,NBA,SF,10.0,396.0,18.9,0.549,0.29,0.542,7.7,18.6,13.3,23.8,1.9,2.1,14.3,22.1,,0.7,0.6,1.2,0.15,,3.8,2.1,5.9,0.8
1996,30.0,CHI,NBA,SF,18.0,742.0,19.4,0.473,0.366,0.279,9.7,15.8,12.6,24.9,3.5,2.0,11.3,22.2,,1.3,1.7,3.0,0.195,,4.8,3.0,7.8,1.8
1997,31.0,CHI,NBA,SF,19.0,753.0,18.1,0.526,0.366,0.278,5.4,15.0,10.0,17.3,2.1,2.2,13.7,24.9,,0.9,1.4,2.3,0.145,,3.8,1.3,5.1,1.4
1998,32.0,CHI,NBA,SF,21.0,836.0,19.5,0.5,0.269,0.456,7.0,15.7,11.1,23.6,3.1,1.9,12.6,23.0,,1.4,1.5,2.9,0.166,,3.1,2.5,5.6,1.6
1999,33.0,HOU,NBA,SF,4.0,172.0,18.7,0.448,0.314,0.371,13.0,17.3,15.2,22.5,2.2,1.3,13.8,24.7,,0.2,0.1,0.3,0.081,,2.8,0.0,2.7,0.2
2001,35.0,POR,NBA,SF,3.0,117.0,9.8,0.489,0.447,0.237,1.9,14.4,8.1,11.3,3.6,1.2,22.2,21.5,,-0.2,0.1,-0.2,-0.063,,-3.4,1.6,-1.8,0.0
2002,36.0,POR,NBA,SF,3.0,99.0,21.5,0.576,0.282,0.205,8.7,23.5,15.8,36.5,2.1,1.8,19.0,23.4,,0.2,0.1,0.3,0.152,,4.6,3.8,8.4,0.3
2003,37.0,POR,NBA,SF,4.0,75.0,9.5,0.503,0.409,0.091,3.1,14.1,8.6,27.1,0.0,0.0,23.4,18.1,,0.0,0.0,0.0,-0.013,,-1.6,-1.5,-3.2,0.0
