Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1992,12,684,IND,Indiana Pacers,Dale Davis,1969-03-25,22.0,NBA,PF,64.0,23.0,1301.0,154.0,279.0,0.55,0.0,1.0,0.0,154.0,278.0,0.55,0.55,87.0,152.0,0.57,158.0,252.0,410.0,30.0,27.0,74.0,49.0,191.0,395.0
1993,12,684,IND,Indiana Pacers,Dale Davis,1969-03-25,23.0,NBA,PF,82.0,82.0,2264.0,304.0,535.0,0.57,0.0,0.0,,304.0,535.0,0.57,0.57,119.0,225.0,0.53,291.0,432.0,723.0,69.0,63.0,148.0,79.0,274.0,727.0
1994,12,684,IND,Indiana Pacers,Dale Davis,1969-03-25,24.0,NBA,PF,66.0,64.0,2292.0,308.0,582.0,0.53,0.0,1.0,0.0,308.0,581.0,0.53,0.53,155.0,294.0,0.53,280.0,438.0,718.0,100.0,48.0,106.0,102.0,214.0,771.0
1995,12,684,IND,Indiana Pacers,Dale Davis,1969-03-25,25.0,NBA,PF,74.0,70.0,2346.0,324.0,576.0,0.56,0.0,1.0,0.0,324.0,575.0,0.56,0.56,138.0,259.0,0.53,259.0,437.0,696.0,58.0,72.0,116.0,124.0,222.0,786.0
1996,12,684,IND,Indiana Pacers,Dale Davis,1969-03-25,26.0,NBA,PF,78.0,77.0,2617.0,334.0,599.0,0.56,0.0,0.0,,334.0,599.0,0.56,0.56,135.0,289.0,0.47,252.0,457.0,709.0,76.0,56.0,112.0,119.0,238.0,803.0
1997,12,684,IND,Indiana Pacers,Dale Davis,1969-03-25,27.0,NBA,PF,80.0,76.0,2589.0,370.0,688.0,0.54,0.0,0.0,,370.0,688.0,0.54,0.54,92.0,215.0,0.43,301.0,471.0,772.0,59.0,60.0,77.0,108.0,233.0,832.0
1998,12,684,IND,Indiana Pacers,Dale Davis,1969-03-25,28.0,NBA,C,78.0,78.0,2174.0,273.0,498.0,0.55,0.0,0.0,,273.0,498.0,0.55,0.55,80.0,172.0,0.46,233.0,378.0,611.0,70.0,51.0,87.0,73.0,209.0,626.0
1999,12,684,IND,Indiana Pacers,Dale Davis,1969-03-25,29.0,NBA,PF,50.0,50.0,1374.0,161.0,302.0,0.53,0.0,0.0,,161.0,302.0,0.53,0.53,76.0,123.0,0.62,155.0,261.0,416.0,22.0,20.0,57.0,43.0,115.0,398.0
2000,12,684,IND,Indiana Pacers,Dale Davis,1969-03-25,30.0,NBA,C,74.0,72.0,2127.0,302.0,602.0,0.5,0.0,0.0,,302.0,602.0,0.5,0.5,139.0,203.0,0.68,256.0,473.0,729.0,64.0,52.0,94.0,91.0,203.0,743.0
2001,25,684,POR,Portland Trail Blazers,Dale Davis,1969-03-25,31.0,NBA,C,81.0,43.0,2162.0,242.0,487.0,0.5,0.0,4.0,0.0,242.0,483.0,0.5,0.5,96.0,152.0,0.63,233.0,373.0,606.0,103.0,44.0,76.0,67.0,199.0,580.0
2002,25,684,POR,Portland Trail Blazers,Dale Davis,1969-03-25,32.0,NBA,C,78.0,77.0,2447.0,296.0,580.0,0.51,0.0,0.0,,296.0,580.0,0.51,0.51,150.0,212.0,0.71,262.0,426.0,688.0,96.0,62.0,83.0,62.0,193.0,742.0
2003,25,684,POR,Portland Trail Blazers,Dale Davis,1969-03-25,33.0,NBA,C,78.0,78.0,2282.0,237.0,438.0,0.54,0.0,0.0,,237.0,438.0,0.54,0.54,105.0,166.0,0.63,233.0,331.0,564.0,94.0,51.0,70.0,71.0,189.0,579.0
2004,25,684,POR,Portland Trail Blazers,Dale Davis,1969-03-25,34.0,NBA,C,76.0,37.0,1682.0,133.0,281.0,0.47,0.0,0.0,,133.0,281.0,0.47,0.47,65.0,106.0,0.61,158.0,240.0,398.0,72.0,43.0,62.0,40.0,154.0,331.0
2005,31,684,TOT,Total After Trade,Dale Davis,1969-03-25,35.0,NBA,C,61.0,28.0,1307.0,112.0,234.0,0.48,0.0,0.0,,112.0,234.0,0.48,0.48,60.0,99.0,0.61,152.0,223.0,375.0,47.0,32.0,65.0,43.0,162.0,284.0
2005,10,684,GSW,Golden State Warriors,Dale Davis,1969-03-25,35.0,NBA,C,36.0,3.0,577.0,45.0,109.0,0.41,0.0,0.0,,45.0,109.0,0.41,0.41,22.0,38.0,0.58,61.0,92.0,153.0,23.0,13.0,32.0,20.0,79.0,112.0
2005,12,684,IND,Indiana Pacers,Dale Davis,1969-03-25,35.0,NBA,C,25.0,25.0,730.0,67.0,125.0,0.54,0.0,0.0,,67.0,125.0,0.54,0.54,38.0,61.0,0.62,91.0,131.0,222.0,24.0,19.0,33.0,23.0,83.0,172.0
2006,9,684,DET,Detroit Pistons,Dale Davis,1969-03-25,36.0,NBA,C,28.0,2.0,178.0,9.0,24.0,0.38,0.0,1.0,0.0,9.0,23.0,0.39,0.38,8.0,15.0,0.53,21.0,32.0,53.0,6.0,0.0,9.0,4.0,23.0,26.0
2007,9,684,DET,Detroit Pistons,Dale Davis,1969-03-25,37.0,NBA,C,46.0,6.0,464.0,33.0,74.0,0.45,0.0,0.0,,33.0,74.0,0.45,0.45,17.0,26.0,0.65,59.0,78.0,137.0,12.0,10.0,34.0,15.0,59.0,83.0
