Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008,21.0,BOS,NBA,PG,26.0,26.0,831.0,4.6,11.4,0.407,0.2,0.9,0.25,4.4,10.5,0.42,2.0,2.9,0.691,1.7,2.9,4.6,7.5,1.9,0.3,2.0,3.2,11.5
2009,22.0,BOS,NBA,PG,14.0,14.0,577.0,5.8,13.9,0.417,0.4,1.5,0.25,5.4,12.4,0.437,2.7,4.2,0.657,2.0,6.5,8.5,8.5,2.2,0.2,2.4,2.9,14.7
2010,23.0,BOS,NBA,PG,24.0,24.0,975.0,5.6,12.0,0.463,0.3,0.9,0.375,5.2,11.2,0.47,2.5,4.2,0.596,1.4,3.5,4.9,8.2,1.7,0.1,2.7,2.1,14.0
2011,24.0,BOS,NBA,PG,9.0,9.0,345.0,5.3,11.2,0.477,0.0,0.3,0.0,5.3,10.9,0.49,2.5,4.0,0.632,1.1,4.0,5.1,9.0,1.0,0.0,3.4,1.7,13.1
2012,25.0,BOS,NBA,PG,19.0,19.0,810.0,6.3,13.4,0.468,0.4,1.3,0.267,5.9,12.0,0.491,1.7,2.5,0.696,1.6,4.1,5.7,10.1,2.0,0.1,3.2,1.8,14.6
2015,28.0,DAL,NBA,PG,2.0,2.0,37.0,8.8,19.5,0.45,1.0,1.9,0.5,7.8,17.5,0.444,0.0,0.0,,1.0,1.0,1.9,5.8,0.0,0.0,1.9,5.8,18.5
2017,30.0,CHI,NBA,PG,2.0,2.0,67.0,5.9,14.0,0.423,0.0,3.2,0.0,5.9,10.7,0.55,0.5,1.1,0.5,3.8,5.4,9.1,10.7,3.8,0.5,2.1,3.2,12.4
2018,31.0,NOP,NBA,PG,9.0,9.0,302.0,4.5,11.0,0.413,1.0,2.3,0.421,3.6,8.7,0.411,1.1,1.7,0.643,1.1,7.0,8.1,13.1,1.5,0.2,3.9,2.4,11.1
2020,33.0,LAL,NBA,PG,16.0,0.0,395.0,5.0,11.0,0.455,1.8,4.6,0.4,3.2,6.5,0.493,1.2,1.7,0.684,1.2,5.1,6.3,9.6,2.0,0.2,3.1,3.3,13.0
