SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1999,2,BOS,Paul Pierce,21.0,48,47.0,1632,284,647,0.44,84,204,0.41,200,443,0.45,0.5,139,195,0.71,117,192,309,115,82,50,113,139,791
1999,2,BOS,Ron Mercer,22.0,41,40.0,1551,305,707,0.43,5,30,0.17,300,677,0.44,0.44,83,105,0.79,37,118,155,104,67,12,89,81,698
1999,2,BOS,Antoine Walker,22.0,42,41.0,1549,303,735,0.41,65,176,0.37,238,559,0.43,0.46,113,202,0.56,106,253,359,130,63,28,119,142,784
1999,2,BOS,Dana Barros,31.0,50,16.0,1156,168,371,0.45,64,160,0.4,104,211,0.49,0.54,64,73,0.88,16,89,105,208,52,5,88,64,464
1999,2,BOS,Tony Battie,22.0,50,15.0,1121,147,283,0.52,0,3,0.0,147,280,0.52,0.52,41,61,0.67,96,204,300,53,29,71,45,159,335
1999,2,BOS,Kenny Anderson,28.0,34,33.0,1010,161,357,0.45,6,24,0.25,155,333,0.46,0.46,84,101,0.83,24,79,103,193,33,2,71,78,412
1999,2,BOS,Vitaly Potapenko,23.0,33,32.0,927,149,286,0.52,0,0,,149,286,0.52,0.52,58,106,0.55,91,147,238,59,24,20,72,116,356
1999,2,BOS,Greg Minor,27.0,44,7.0,765,85,204,0.42,8,28,0.29,77,176,0.44,0.44,36,48,0.75,31,86,117,50,20,6,38,69,214
1999,2,BOS,Walter McCarty,24.0,32,4.0,659,64,177,0.36,13,50,0.26,51,127,0.4,0.4,40,57,0.7,36,79,115,40,24,13,40,88,181
1999,2,BOS,Bruce Bowen,27.0,30,1.0,494,26,93,0.28,7,26,0.27,19,67,0.28,0.32,11,24,0.46,15,37,52,28,21,9,13,51,70
1999,2,BOS,Eric Riley,28.0,35,11.0,337,28,54,0.52,0,0,,28,54,0.52,0.52,22,31,0.71,36,63,99,13,9,26,26,73,78
1999,2,BOS,Andrew DeClercq,25.0,14,1.0,258,28,57,0.49,0,0,,28,57,0.49,0.49,19,29,0.66,33,30,63,10,13,9,22,51,75
1999,2,BOS,Damon Jones,22.0,13,0.0,213,29,75,0.39,15,33,0.46,14,42,0.33,0.49,3,4,0.75,4,27,31,29,6,0,12,16,76
1999,2,BOS,Popeye Jones,28.0,18,2.0,206,20,51,0.39,0,1,0.0,20,50,0.4,0.39,14,17,0.82,28,24,52,15,5,0,7,31,54
1999,2,BOS,Marlon Garnett,23.0,24,0.0,205,15,51,0.29,6,23,0.26,9,28,0.32,0.35,15,20,0.75,3,18,21,18,5,1,12,18,51
1999,2,BOS,Dwayne Schintzius,30.0,16,0.0,67,4,16,0.25,0,0,,4,16,0.25,0.25,3,4,0.75,7,12,19,8,0,3,10,17,11
1999,2,BOS,Team Totals,,50,,12150,1816,4164,0.44,273,758,0.36,1543,3406,0.45,0.47,745,1077,0.69,680,1458,2138,1073,453,255,807,1193,4650
