SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1991,12,IND,Reggie Miller,25,5,5,38.6,6.8,14.0,0.49,1.6,3.8,0.42,5.2,10.2,0.51,0.54,6.4,7.4,0.86,1.0,2.2,3.2,2.8,1.6,0.4,2.4,2.8,21.6
1991,12,IND,Chuck Person,26,5,5,38.4,9.6,18.0,0.53,3.4,6.2,0.55,6.2,11.8,0.52,0.63,3.4,4.2,0.81,0.6,5.0,5.6,3.2,1.0,0.0,2.4,3.0,26.0
1991,12,IND,Micheal Williams,24,5,5,36.6,6.0,13.0,0.46,0.0,0.2,0.0,6.0,12.8,0.47,0.46,8.6,9.6,0.9,1.4,1.8,3.2,8.4,2.8,0.0,2.4,4.6,20.6
1991,12,IND,Detlef Schrempf,28,5,0,35.8,5.4,11.4,0.47,0.0,0.8,0.0,5.4,10.6,0.51,0.47,5.0,6.0,0.83,2.0,5.2,7.2,2.2,0.4,0.0,2.2,3.4,15.8
1991,12,IND,LaSalle Thompson,29,5,5,25.2,3.8,7.8,0.49,0.0,0.0,,3.8,7.8,0.49,0.49,1.4,1.4,1.0,1.2,5.0,6.2,1.6,0.8,1.4,2.0,3.0,9.0
1991,12,IND,Vern Fleming,28,5,0,23.0,3.6,8.0,0.45,0.0,0.2,0.0,3.6,7.8,0.46,0.45,2.2,2.8,0.79,2.0,1.4,3.4,4.6,0.2,0.6,1.6,2.0,9.4
1991,12,IND,Rik Smits,24,5,0,17.6,4.2,7.4,0.57,0.0,0.0,,4.2,7.4,0.57,0.57,1.4,1.6,0.88,0.8,2.8,3.6,0.4,0.2,1.4,1.0,4.6,9.8
1991,12,IND,Greg Dreiling,28,5,5,15.0,1.0,3.0,0.33,0.0,0.0,,1.0,3.0,0.33,0.33,0.8,1.2,0.67,1.6,2.0,3.6,0.0,0.0,0.0,0.6,3.4,2.8
1991,12,IND,Mike Sanders,30,5,0,8.2,1.2,2.0,0.6,0.2,0.4,0.5,1.0,1.6,0.62,0.65,0.4,0.8,0.5,0.0,0.8,0.8,0.8,0.8,0.4,0.2,1.8,3.0
1991,12,IND,Randy Wittman,31,1,0,6.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
1991,12,IND,Kenny Williams,21,2,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
