TEAM,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
DEN,82,243.4,46.1,97.1,0.48,0.4,1.8,0.21,45.8,95.3,0.48,29.1,37.2,0.78,16.2,30.5,46.6,24.8,8.8,4.6,17.6,25.7,121.8
MIL,82,240.9,45.4,91.1,0.5,0.4,1.6,0.23,45.0,89.5,0.5,22.0,28.5,0.77,15.4,29.4,44.7,28.3,10.5,6.5,19.3,26.8,113.1
SAS,82,241.5,43.5,88.7,0.49,0.2,1.0,0.18,43.4,87.7,0.5,25.0,32.5,0.77,15.9,31.5,47.4,25.0,8.4,7.8,18.7,25.8,112.3
PHI,82,242.1,44.3,86.3,0.51,0.2,1.0,0.23,44.1,85.2,0.52,22.7,29.6,0.77,13.3,31.9,45.2,28.9,10.5,7.2,20.8,25.1,111.7
LAL,82,241.5,46.1,90.0,0.51,0.2,1.1,0.18,45.9,88.9,0.52,18.8,25.8,0.73,14.2,30.4,44.6,28.8,9.9,6.7,19.0,23.8,111.2
POR,82,242.1,45.6,91.9,0.5,0.3,1.8,0.17,45.3,90.1,0.5,19.2,26.7,0.72,15.2,29.1,44.3,27.4,9.4,5.9,18.5,24.8,110.7
PHO,82,240.9,43.7,89.3,0.49,0.4,2.0,0.22,43.3,87.4,0.5,22.1,29.6,0.74,15.0,30.4,45.4,26.9,10.7,5.1,21.1,24.3,110.0
BOS,82,241.2,43.7,86.6,0.5,0.8,2.9,0.27,42.9,83.6,0.51,21.7,28.9,0.75,14.1,29.6,43.6,26.9,8.3,7.2,19.2,24.3,109.9
GSW,82,240.6,43.4,88.8,0.49,0.7,2.6,0.29,42.7,86.3,0.5,22.3,30.6,0.73,17.1,28.9,46.0,24.7,7.5,3.7,18.9,26.3,109.8
CHI,82,241.2,42.2,84.2,0.5,0.5,2.2,0.21,41.7,82.0,0.51,24.2,31.3,0.77,15.0,30.2,45.1,23.5,8.9,6.3,20.4,25.1,109.0
HOU,82,241.5,43.6,89.5,0.49,0.3,1.4,0.18,43.3,88.0,0.49,20.9,27.1,0.77,14.8,28.6,43.5,25.6,8.6,4.8,17.7,23.2,108.3
NYK,82,241.8,42.7,88.5,0.48,0.7,2.9,0.24,42.1,85.6,0.49,21.7,29.1,0.75,13.9,26.9,40.8,24.1,10.5,3.8,17.8,23.4,107.9
IND,82,240.6,42.6,88.4,0.48,0.4,2.1,0.18,42.2,86.3,0.49,22.1,31.0,0.72,16.2,27.6,43.8,25.5,10.2,5.9,18.2,24.5,107.6
KCK,82,241.8,43.6,87.2,0.5,0.6,2.0,0.29,43.0,85.2,0.5,19.2,26.9,0.71,12.6,29.9,42.5,27.7,8.8,4.7,17.7,25.5,106.9
NJN,82,241.5,42.4,89.2,0.48,0.4,1.7,0.25,42.0,87.5,0.48,21.7,28.9,0.75,13.3,29.0,42.3,25.2,9.1,5.6,20.3,26.9,106.9
SDC,82,240.6,42.4,88.8,0.48,1.6,5.0,0.32,40.8,83.9,0.49,20.1,27.4,0.74,14.3,26.1,40.4,25.6,9.3,3.6,17.2,25.3,106.5
CLE,82,241.2,43.4,92.8,0.47,0.9,3.0,0.29,42.5,89.8,0.47,18.1,23.3,0.78,15.3,27.4,42.7,24.5,7.7,3.9,17.0,24.3,105.7
WAB,82,241.2,43.3,91.7,0.47,0.8,2.9,0.27,42.5,88.7,0.48,18.3,25.3,0.72,14.1,30.9,45.0,26.2,7.8,4.8,17.3,23.1,105.6
ALT,82,243.0,40.1,83.7,0.48,0.1,1.0,0.12,40.0,82.7,0.48,24.5,31.6,0.78,14.6,27.1,41.8,22.5,9.1,5.7,19.6,27.8,104.9
SEA,82,241.2,40.8,87.1,0.47,0.4,1.4,0.27,40.4,85.7,0.47,22.1,29.0,0.76,14.2,29.7,43.9,23.7,7.7,5.3,18.6,24.2,104.0
DAL,82,241.2,39.1,84.5,0.46,0.6,2.0,0.28,38.5,82.5,0.47,22.8,30.3,0.75,13.5,26.5,40.1,24.2,6.8,2.6,17.5,24.5,101.5
UTA,82,240.6,40.6,83.2,0.49,0.5,2.0,0.26,40.1,81.2,0.49,19.5,25.4,0.77,11.7,28.4,40.1,23.8,7.8,4.7,17.4,25.7,101.2
DET,82,240.9,39.5,85.2,0.46,0.2,1.0,0.16,39.3,84.2,0.47,20.6,28.4,0.72,14.6,25.7,40.4,22.2,10.8,6.0,21.5,25.9,99.7
