PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Bob Lanier,31,37,,37.6,8.6,15.8,0.546,0.0,0.1,0.0,8.6,15.6,0.551,0.546,4.4,5.7,0.7809999999999999,2.9,7.2,10.1,3.3,1.0,1.6,3.1,3.5,21.7
Bob McAdoo,28,58,,36.2,8.5,17.7,0.48,0.1,0.4,0.125,8.4,17.3,0.489,0.48100000000000004,4.1,5.6,0.73,1.7,6.3,8.1,3.4,1.3,1.1,4.1,3.1,21.1
John Long,23,69,,34.3,8.5,16.9,0.505,0.0,0.2,0.083,8.5,16.7,0.51,0.506,2.3,2.8,0.825,2.2,2.7,4.9,3.0,1.9,0.4,3.0,3.2,19.4
Terry Tyler,23,82,,32.6,5.2,11.3,0.465,0.0,0.1,0.16699999999999998,5.2,11.1,0.469,0.466,1.7,2.3,0.765,2.8,4.9,7.6,1.6,1.3,2.7,2.1,2.9,12.3
Kent Benson,25,17,,29.5,5.1,11.0,0.46,0.1,0.2,0.25,5.0,10.8,0.46399999999999997,0.46299999999999997,1.9,2.6,0.75,1.8,5.3,7.1,3.0,1.1,1.1,3.0,4.0,12.1
Jim McElroy,26,36,,28.1,4.5,9.9,0.455,0.1,0.4,0.214,4.4,9.5,0.465,0.45899999999999996,2.6,3.3,0.7979999999999999,0.3,1.1,1.4,4.5,0.7,0.4,2.4,2.2,11.7
Eric Money,24,55,,26.7,4.7,9.3,0.508,0.0,0.0,,4.7,9.3,0.508,0.508,1.5,1.9,0.779,0.5,1.3,1.8,4.3,1.0,0.2,2.6,2.5,10.9
Ron Lee,27,31,,25.9,2.7,6.9,0.39299999999999996,0.7,1.8,0.39299999999999996,2.0,5.1,0.392,0.444,1.1,1.7,0.66,0.9,2.0,2.9,5.6,2.7,0.4,2.2,3.5,7.3
Leon Douglas,25,70,,25.5,3.2,6.5,0.486,0.0,0.0,0.0,3.2,6.5,0.48700000000000004,0.486,1.8,2.6,0.6759999999999999,2.4,4.7,7.2,1.7,0.4,0.9,1.8,3.6,8.1
John Shumate,27,9,,25.3,3.9,7.2,0.5379999999999999,0.0,0.0,,3.9,7.2,0.5379999999999999,0.5379999999999999,1.9,2.8,0.68,2.0,5.8,7.8,1.0,1.0,0.6,1.6,1.8,9.7
Greg Kelser,22,50,,24.7,5.6,11.9,0.47200000000000003,0.1,0.3,0.2,5.5,11.6,0.479,0.475,2.9,4.1,0.7190000000000001,2.5,3.0,5.5,2.2,1.2,0.7,2.8,3.5,14.2
Terry Duerod,23,67,,19.9,4.2,8.9,0.47200000000000003,0.2,0.8,0.28300000000000003,4.0,8.1,0.49,0.484,0.7,1.0,0.682,0.4,1.0,1.5,1.7,0.6,0.2,1.2,1.5,9.3
Phil Hubbard,23,64,,18.6,3.3,7.0,0.466,0.0,0.0,0.0,3.3,7.0,0.46799999999999997,0.466,2.6,3.4,0.75,1.8,3.2,5.0,1.1,0.8,0.2,1.9,3.2,9.1
Steve Malovic,23,10,,16.2,0.8,2.5,0.32,0.0,0.0,,0.8,2.5,0.32,0.32,1.0,1.4,0.7140000000000001,0.9,1.9,2.8,1.4,0.2,0.5,0.9,1.6,2.6
Roy Hamilton,22,72,,15.5,1.6,4.0,0.401,0.0,0.0,0.0,1.6,4.0,0.40399999999999997,0.401,1.4,2.1,0.687,0.6,0.9,1.5,2.7,0.7,0.1,1.6,1.1,4.6
Earl Evans,24,36,,10.6,1.8,3.9,0.45,0.2,0.5,0.389,1.6,3.4,0.45899999999999996,0.475,0.7,1.2,0.5710000000000001,0.7,1.4,2.1,1.0,0.4,0.0,1.0,1.8,4.4
Jackie Robinson,24,7,,7.3,1.3,2.4,0.529,0.0,0.1,0.0,1.3,2.3,0.563,0.529,1.3,1.6,0.818,0.4,0.3,0.7,0.0,0.4,0.4,0.3,1.1,3.9
