Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2008,28,TOR,Toronto Raptors,7,Andrea Bargnani,PF,7-0,245,1985-10-26,IT,1,
2008,28,TOR,Toronto Raptors,9,Maceo Baston,PF,6-9,215,1975-05-29,US,2,Michigan
2008,28,TOR,Toronto Raptors,4,Chris Bosh,C,6-11,235,1984-03-24,US,4,Georgia Tech
2008,28,TOR,Toronto Raptors,1,Primoz Brezec,C,7-2,252,1979-10-02,SI,6,
2008,28,TOR,Toronto Raptors,8,Jose Calderon,PG,6-3,200,1981-09-28,ES,2,
2008,28,TOR,Toronto Raptors,20,Carlos Delfino,SG,6-6,230,1982-08-29,AR,3,
2008,28,TOR,Toronto Raptors,3,Juan Dixon,PG,6-3,164,1978-10-09,US,5,Maryland
2008,28,TOR,Toronto Raptors,11,T.J. Ford,PG,6-0,165,1983-03-24,US,3,Texas
2008,28,TOR,Toronto Raptors,15,Jorge Garbajosa,PF,6-9,245,1977-12-19,ES,1,
2008,28,TOR,Toronto Raptors,14,Joey Graham,SF,6-7,225,1982-06-11,US,2,"Central Florida, Oklahoma State"
2008,28,TOR,Toronto Raptors,43,Kris Humphries,PF,6-9,235,1985-02-06,US,3,Minnesota
2008,28,TOR,Toronto Raptors,13,Linton Johnson,PF,6-8,205,1980-06-13,US,4,Tulane
2008,28,TOR,Toronto Raptors,24,Jason Kapono,SF,6-8,213,1981-02-04,US,4,UCLA
2008,28,TOR,Toronto Raptors,2,Darrick Martin,PG,5-11,170,1971-03-06,US,12,UCLA
2008,28,TOR,Toronto Raptors,33,Jamario Moon,SF,6-8,205,1980-06-13,US,R,Meridian Community College
2008,28,TOR,Toronto Raptors,12,Rasho Nesterovic,C,7-0,248,1976-05-30,SI,9,
2008,28,TOR,Toronto Raptors,18,Anthony Parker,SG,6-6,215,1975-06-19,US,4,Bradley
