Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2002,21.0,GSW,NBA,SG,80.0,2629.0,13.8,0.487,0.226,0.193,4.9,9.0,6.9,15.4,2.0,0.8,11.9,21.5,,2.0,0.9,2.9,0.052,,0.1,-1.0,-0.9,0.7
2003,22.0,GSW,NBA,SG,82.0,2698.0,14.8,0.501,0.288,0.233,4.4,10.4,7.5,15.3,1.7,0.6,12.3,23.0,,3.4,0.3,3.7,0.066,,1.0,-1.6,-0.5,1.0
2004,23.0,GSW,NBA,SG,78.0,2936.0,16.8,0.504,0.213,0.294,4.7,15.4,10.1,14.5,1.6,1.0,11.9,25.8,,2.6,2.7,5.2,0.085,,1.1,-0.6,0.5,1.9
2005,24.0,GSW,NBA,SG,72.0,2724.0,19.0,0.518,0.27,0.226,4.8,12.5,8.5,19.2,2.0,0.8,10.1,27.1,,3.3,2.4,5.7,0.1,,2.8,-0.4,2.5,3.0
2006,25.0,GSW,NBA,SG,75.0,2877.0,19.2,0.538,0.332,0.285,4.0,13.2,8.5,15.6,1.7,1.0,9.4,27.6,,4.5,2.8,7.3,0.122,,3.4,-0.3,3.1,3.7
2007,26.0,GSW,NBA,SG,51.0,1675.0,15.5,0.512,0.41,0.191,4.6,12.6,8.5,16.0,1.6,1.4,9.3,22.3,,1.7,1.3,3.0,0.085,,1.4,-0.6,0.8,1.2
2008,27.0,CHA,NBA,SF,82.0,3149.0,18.4,0.554,0.408,0.225,2.9,13.3,8.0,15.2,1.9,1.4,9.3,25.9,,4.8,2.6,7.4,0.113,,3.3,-0.3,3.0,4.0
2009,28.0,TOT,NBA,SG,72.0,2410.0,16.7,0.571,0.334,0.204,3.9,11.5,7.8,9.8,1.6,0.9,8.2,21.5,,4.3,1.5,5.8,0.116,,2.0,-0.8,1.2,2.0
2009,28.0,CHA,NBA,SG,14.0,491.0,15.8,0.536,0.268,0.25,3.3,11.3,7.3,14.1,1.5,0.5,8.9,25.8,,0.5,0.5,1.1,0.104,,1.5,-0.2,1.3,0.4
2009,28.0,PHO,NBA,SG,58.0,1919.0,16.9,0.581,0.353,0.191,4.1,11.5,7.9,8.7,1.6,1.0,8.0,20.4,,3.8,0.9,4.7,0.119,,2.2,-1.0,1.2,1.6
2010,29.0,PHO,NBA,SG,79.0,2485.0,16.6,0.574,0.401,0.184,3.9,13.9,9.2,8.8,1.3,0.9,7.9,20.8,,5.0,1.7,6.6,0.128,,2.2,-0.5,1.7,2.3
2011,30.0,TOT,NBA,SG,80.0,2715.0,15.0,0.555,0.454,0.151,2.9,11.1,7.1,9.2,1.8,0.4,7.8,20.6,,3.6,3.3,6.9,0.123,,1.2,0.5,1.7,2.5
2011,30.0,PHO,NBA,SG,25.0,796.0,19.1,0.574,0.38,0.185,4.8,11.3,8.0,7.9,1.7,0.3,6.7,25.5,,1.5,0.4,1.9,0.117,,3.2,-1.4,1.7,0.7
2011,30.0,ORL,NBA,SG,55.0,1919.0,13.2,0.543,0.496,0.13,2.1,11.0,6.7,9.7,1.8,0.4,8.4,18.6,,2.1,2.9,5.0,0.125,,0.4,1.3,1.6,1.7
2012,31.0,ORL,NBA,SG,54.0,1591.0,13.3,0.502,0.465,0.116,2.6,11.6,7.0,12.0,1.8,1.1,8.7,20.2,,1.2,1.6,2.8,0.084,,0.3,0.4,0.7,1.1
2013,32.0,PHI,NBA,SG,33.0,936.0,12.6,0.495,0.497,0.098,2.2,13.4,7.7,8.6,2.3,1.2,6.9,18.5,,0.3,1.1,1.4,0.07,,-0.9,0.5,-0.5,0.4
2015,34.0,PHI,NBA,SG,19.0,416.0,11.7,0.458,0.539,0.124,3.2,14.5,8.6,16.6,1.6,0.6,7.9,21.3,,0.0,0.4,0.4,0.045,,-0.9,-0.4,-1.3,0.1
