PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Aaron Gordon,23,78,78,2633,8.7,19.4,0.449,2.2,6.4,0.349,6.5,13.0,0.499,3.4,4.7,0.731,2.4,8.3,10.7,5.4,1.1,1.0,3.0,3.2,23.2,,107,109
Evan Fournier,26,81,81,2553,9.0,20.5,0.43799999999999994,2.9,8.6,0.34,6.0,11.9,0.509,2.6,3.3,0.8059999999999999,0.7,4.2,4.9,5.7,1.4,0.2,3.0,4.3,23.5,,104,111
Nikola Vučević,28,80,80,2510,13.7,26.4,0.518,1.6,4.5,0.364,12.0,21.9,0.5489999999999999,3.5,4.4,0.789,4.4,14.3,18.7,6.0,1.6,1.7,3.1,3.1,32.5,,115,103
D.J. Augustin,31,81,81,2269,6.9,14.6,0.47,2.8,6.7,0.42100000000000004,4.0,7.9,0.511,3.9,4.5,0.866,0.9,3.5,4.4,9.2,1.1,0.1,2.8,2.5,20.4,,122,112
Terrence Ross,27,81,0,2150,10.0,23.4,0.428,4.9,12.9,0.38299999999999995,5.1,10.5,0.484,2.9,3.3,0.875,0.6,5.8,6.4,3.1,1.6,0.7,2.0,2.7,27.8,,108,109
Jonathan Isaac,21,75,64,1996,6.4,15.0,0.429,2.1,6.5,0.32299999999999995,4.3,8.5,0.51,2.7,3.3,0.815,2.4,7.6,10.1,2.0,1.4,2.4,1.8,3.5,17.7,,107,106
Wesley Iwundu,24,68,13,1233,4.5,10.9,0.41200000000000003,1.2,3.1,0.36700000000000005,3.3,7.7,0.431,3.3,4.1,0.816,1.5,5.8,7.3,2.9,1.1,0.9,1.7,4.9,13.5,,107,110
Jerian Grant,26,60,1,939,4.8,11.5,0.418,2.1,5.7,0.364,2.7,5.7,0.473,1.4,2.1,0.65,1.0,4.1,5.1,8.1,2.3,0.3,2.7,4.1,13.0,,108,109
Jonathon Simmons,29,41,9,845,6.0,16.6,0.364,1.1,4.8,0.22899999999999998,4.9,11.8,0.419,3.2,4.2,0.778,1.3,4.5,5.8,5.5,1.0,0.8,3.2,3.9,16.4,,91,111
Mohamed Bamba,20,47,1,766,7.5,15.5,0.48100000000000004,1.3,4.5,0.3,6.1,11.1,0.555,2.4,4.0,0.5870000000000001,4.1,10.8,14.9,2.5,0.8,4.1,2.7,6.5,18.7,,105,103
Khem Birch,26,50,1,643,6.9,11.5,0.603,0.0,0.1,0.0,6.9,11.4,0.607,4.4,6.3,0.6990000000000001,6.0,8.4,14.5,2.9,1.4,2.2,1.5,5.5,18.3,,134,106
Isaiah Briscoe,22,39,0,559,4.8,12.1,0.39899999999999997,1.0,3.0,0.324,3.9,9.1,0.423,1.3,2.3,0.5770000000000001,0.4,6.0,6.5,7.6,1.0,0.2,2.7,5.8,11.9,,96,111
Jarell Martin,24,42,1,328,6.4,15.5,0.413,3.0,8.5,0.35100000000000003,3.4,7.0,0.489,1.3,1.6,0.818,1.6,9.3,10.9,2.7,0.4,1.2,1.6,7.6,17.2,,105,109
Michael Carter-Williams,27,12,0,227,4.5,13.4,0.33899999999999997,0.6,4.1,0.158,3.9,9.3,0.419,4.3,5.8,0.741,3.4,8.8,12.3,10.6,2.4,1.9,2.2,4.5,14.0,,111,104
Amile Jefferson,25,12,0,68,7.2,11.5,0.625,0.0,0.0,,7.2,11.5,0.625,5.0,5.8,0.875,4.3,10.8,15.1,2.2,2.2,2.2,0.7,5.8,19.4,,146,103
Melvin Frazier,22,10,0,44,7.8,23.4,0.33299999999999996,0.0,6.7,0.0,7.8,16.7,0.467,1.1,4.4,0.25,3.3,2.2,5.6,1.1,1.1,0.0,1.1,6.7,16.7,,75,113
Troy Caupain,23,4,0,16,12.2,24.5,0.5,6.1,9.2,0.667,6.1,15.3,0.4,0.0,0.0,,3.1,6.1,9.2,12.2,3.1,0.0,0.0,0.0,30.6,,144,107
