Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
1987,25,POR,Portland Trail Blazers,Kiki Vandeweghe,28,4,4,174,10.6,19.8,0.54,0.3,1.1,0.25,10.3,18.7,0.55,6.1,7.3,0.85,1.4,2.2,3.6,3.1,0.3,0.3,3.1,2.8,27.6,118,120,2954
1987,25,POR,Portland Trail Blazers,Clyde Drexler,24,4,4,153,11.4,25.1,0.46,0.3,1.3,0.25,11.1,23.8,0.47,7.3,9.2,0.79,5.1,4.4,9.5,4.8,2.2,1.0,1.9,5.1,30.4,119,114,786
1987,25,POR,Portland Trail Blazers,Terry Porter,23,4,4,150,7.8,16.2,0.48,0.6,1.6,0.4,7.1,14.6,0.49,5.8,6.5,0.9,0.3,5.8,6.1,12.9,3.2,0.6,4.2,4.5,22.0,117,111,2341
1987,25,POR,Portland Trail Blazers,Steve Johnson,29,4,4,137,9.9,21.6,0.46,0.0,0.0,,9.9,21.6,0.46,9.6,15.2,0.63,6.0,8.1,14.2,0.7,0.7,0.4,3.2,5.3,29.4,109,115,1513
1987,25,POR,Portland Trail Blazers,Caldwell Jones,36,4,4,129,1.9,4.5,0.42,0.0,0.0,,1.9,4.5,0.42,1.9,2.3,0.83,3.4,8.3,11.7,2.3,0.0,2.3,1.9,5.6,5.6,105,114,1528
1987,25,POR,Portland Trail Blazers,Jim Paxson,29,4,0,94,6.7,16.5,0.41,0.0,1.0,0.0,6.7,15.5,0.43,4.1,4.6,0.89,2.1,2.6,4.6,6.7,2.6,0.0,2.1,4.1,17.6,109,115,2264
1987,25,POR,Portland Trail Blazers,Jerome Kersey,24,4,0,60,8.1,20.2,0.4,0.0,0.0,,8.1,20.2,0.4,3.2,3.2,1.0,4.9,10.5,15.4,2.4,4.0,0.8,4.9,10.5,19.4,90,106,1599
1987,25,POR,Portland Trail Blazers,Kevin Duckworth,22,4,0,53,5.5,11.0,0.5,0.0,0.0,,5.5,11.0,0.5,1.8,4.6,0.4,2.7,4.6,7.3,0.9,3.7,0.9,5.5,12.8,12.8,77,110,791
1987,25,POR,Portland Trail Blazers,Michael Holton,25,2,0,9,5.4,10.8,0.5,0.0,0.0,,5.4,10.8,0.5,0.0,0.0,,0.0,5.4,5.4,0.0,0.0,0.0,0.0,5.4,10.8,111,118,1316
1987,25,POR,Portland Trail Blazers,Fernando Martin,24,1,0,1,0.0,48.5,0.0,0.0,0.0,,0.0,48.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,122,1854
