Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
1987,10,GSW,Golden State Warriors,Sleepy Floyd,26,10,10,414,9.0,17.9,0.51,1.5,3.3,0.46,7.5,14.6,0.52,5.5,6.0,0.92,1.1,2.5,3.5,12.0,2.1,0.2,4.1,2.8,25.1,,121,116
1987,10,GSW,Golden State Warriors,Joe Barry Carroll,28,10,10,334,10.8,23.7,0.45,0.0,0.1,0.0,10.8,23.6,0.46,6.0,7.4,0.8,2.3,7.1,9.5,2.8,2.0,3.6,4.5,6.1,27.5,,98,110
1987,10,GSW,Golden State Warriors,Larry Smith,29,10,10,329,6.4,12.0,0.53,0.0,0.0,,6.4,12.0,0.53,2.5,3.5,0.71,9.0,11.2,20.3,2.5,1.8,0.9,2.1,5.8,15.2,,123,109
1987,10,GSW,Golden State Warriors,Chris Mullin,23,10,10,262,9.1,18.2,0.5,0.6,0.7,0.75,8.5,17.5,0.49,2.2,3.0,0.75,0.4,2.4,2.8,4.3,1.7,0.4,3.0,5.8,21.0,,103,117
1987,10,GSW,Golden State Warriors,Purvis Short,29,10,2,253,11.0,23.7,0.46,0.0,0.4,0.0,11.0,23.3,0.47,6.2,6.9,0.89,2.3,4.0,6.3,5.2,2.3,0.4,4.0,6.5,28.1,,105,114
1987,10,GSW,Golden State Warriors,Terry Teagle,26,10,0,233,11.9,25.9,0.46,0.0,0.4,0.0,11.9,25.5,0.47,6.3,7.9,0.79,2.7,1.5,4.2,2.7,1.7,0.2,2.9,5.6,30.1,,106,117
1987,10,GSW,Golden State Warriors,Greg Ballard,32,10,0,179,7.1,13.0,0.54,1.1,2.7,0.4,6.0,10.3,0.58,0.8,1.1,0.75,4.9,6.0,10.9,5.2,2.2,0.0,2.4,4.3,16.0,,120,113
1987,10,GSW,Golden State Warriors,Rod Higgins,27,10,8,177,4.9,12.6,0.39,0.3,0.3,1.0,4.7,12.4,0.38,1.6,2.5,0.67,1.4,4.4,5.8,3.3,3.0,1.6,0.5,5.5,11.8,,104,111
1987,10,GSW,Golden State Warriors,Jerome Whitehead,30,10,0,100,4.4,13.1,0.33,0.0,0.0,,4.4,13.1,0.33,1.9,4.9,0.4,2.4,4.4,6.8,1.5,1.0,1.0,0.5,10.7,10.7,,87,116
1987,10,GSW,Golden State Warriors,Ben McDonald,24,5,0,45,1.1,11.9,0.09,0.0,2.2,0.0,1.1,9.7,0.11,0.0,0.0,,2.2,4.3,6.5,9.7,2.2,0.0,0.0,7.6,2.2,,71,114
1987,10,GSW,Golden State Warriors,Perry Moss,28,8,0,45,8.6,15.1,0.57,1.1,1.1,1.0,7.6,14.1,0.54,8.6,9.7,0.89,2.2,3.2,5.4,5.4,6.5,0.0,3.2,5.4,27.0,,132,106
1987,10,GSW,Golden State Warriors,Chris Washburn,21,5,0,29,5.0,11.7,0.43,0.0,0.0,,5.0,11.7,0.43,8.4,10.1,0.83,0.0,1.7,1.7,3.4,0.0,0.0,6.7,3.4,18.5,,88,121
