Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1986,22.0,DAL,NBA,C,56.0,3.0,562.0,4.6,9.8,0.471,0.0,0.3,0.0,4.6,9.5,0.483,2.9,4.0,0.726,2.0,6.4,8.5,1.3,0.7,1.4,1.3,5.3,12.1
1987,23.0,DAL,NBA,C,58.0,0.0,560.0,3.6,8.5,0.424,0.0,0.1,0.0,3.6,8.4,0.431,2.9,3.9,0.75,3.4,4.9,8.3,1.5,0.8,0.6,2.5,6.1,10.1
1988,24.0,DAL,NBA,C,30.0,0.0,125.0,7.2,14.1,0.51,0.3,0.6,0.5,6.9,13.5,0.511,3.5,5.5,0.632,4.0,7.2,11.2,1.2,1.4,2.6,2.6,9.5,18.1
1989,25.0,DAL,NBA,C,65.0,9.0,1074.0,4.0,9.2,0.433,0.0,0.3,0.111,4.0,8.9,0.444,2.0,2.7,0.744,2.7,6.8,9.6,1.5,0.5,1.2,1.8,7.1,10.1
1990,26.0,DAL,NBA,C,60.0,2.0,814.0,4.6,10.3,0.449,0.0,0.2,0.0,4.6,10.2,0.457,2.7,3.3,0.8,2.8,5.9,8.8,1.8,0.9,0.9,2.2,6.4,11.9
1991,27.0,SAC,NBA,C,77.0,23.0,1455.0,4.5,10.3,0.436,0.0,0.1,0.2,4.5,10.1,0.439,1.8,2.3,0.787,2.5,5.9,8.4,1.7,1.1,1.5,1.3,5.7,10.8
1994,30.0,CHI,NBA,C,76.0,0.0,1371.0,6.2,12.7,0.488,0.0,0.1,0.0,6.2,12.6,0.49,1.9,2.3,0.818,3.1,6.2,9.3,1.8,1.1,0.8,2.0,5.6,14.2
1995,31.0,CHI,NBA,C,73.0,1.0,956.0,5.9,11.9,0.492,0.0,0.2,0.0,5.9,11.8,0.498,1.9,2.4,0.81,2.4,4.7,7.2,1.5,0.8,0.6,1.5,7.5,13.7
1996,32.0,CHI,NBA,C,71.0,20.0,1065.0,5.7,11.6,0.493,0.0,0.0,1.0,5.7,11.6,0.491,1.3,1.5,0.86,2.0,3.9,5.9,1.6,0.7,0.5,1.3,5.8,12.7
1997,33.0,CHI,NBA,C,61.0,19.0,783.0,5.4,10.9,0.498,0.0,0.1,0.0,5.4,10.8,0.502,2.0,2.4,0.83,2.1,3.8,5.9,1.9,0.5,0.5,1.4,6.1,12.9
1998,34.0,CHI,NBA,C,48.0,8.0,467.0,5.8,13.3,0.436,0.0,0.0,,5.8,13.3,0.436,1.3,1.6,0.81,2.5,3.7,6.2,1.5,0.3,0.4,1.2,5.9,12.9
1999,35.0,CHI,NBA,C,38.0,3.0,451.0,4.9,14.2,0.348,0.1,0.1,1.0,4.9,14.1,0.345,1.4,1.8,0.818,1.6,4.7,6.3,1.4,1.0,1.0,1.4,6.3,11.4
