Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1995.0,22.0,1179,ORL,Orlando Magic,Anfernee Hardaway,23.0,21.0,849.0,19.1,0.58,0.32,0.36,4.2,6.8,5.5,31.7,2.5,1.4,17.1,23.2,1.8,0.6,2.4,0.13,5.0,0.5,5.5,1.6
1995.0,22.0,124,ORL,Orlando Magic,Anthony Avent,25.0,7.0,40.0,4.8,0.51,0.14,0.57,11.9,11.7,11.8,0.0,0.0,1.9,18.6,12.4,0.0,0.0,0.0,0.02,-6.8,-1.4,-8.2,-0.1
1995.0,22.0,311,ORL,Orlando Magic,Anthony Bowie,31.0,17.0,118.0,14.7,0.6,0.17,0.21,4.0,8.0,6.0,25.7,0.5,0.7,14.8,21.1,0.3,0.0,0.3,0.12,0.1,-0.1,0.0,0.1
1995.0,22.0,2608,ORL,Orlando Magic,Brian Shaw,28.0,21.0,355.0,14.4,0.5,0.46,0.26,5.7,14.9,10.3,29.2,1.7,0.9,15.9,21.2,0.3,0.3,0.6,0.08,1.2,0.2,1.4,0.3
1995.0,22.0,2863,ORL,Orlando Magic,Brooks Thompson,24.0,3.0,11.0,49.8,1.04,1.0,1.0,10.8,10.7,10.7,54.6,0.0,7.0,25.8,32.5,0.1,0.0,0.1,0.57,27.7,5.5,33.3,0.1
,,109,,,Darrell Armstrong,,,,,,,,,,,,,,,,,,,,,,,
1995.0,22.0,2583,ORL,Orlando Magic,Dennis Scott,26.0,21.0,746.0,11.8,0.55,0.57,0.15,1.4,8.5,5.0,9.6,1.6,0.5,10.5,19.4,0.6,0.3,0.9,0.06,1.0,-1.2,-0.2,0.3
1995.0,22.0,2519,ORL,Orlando Magic,Donald Royal,28.0,18.0,198.0,2.6,0.44,0.0,0.61,3.6,7.7,5.7,6.3,0.8,0.0,23.7,12.7,-0.3,0.0,-0.2,-0.05,-5.7,-2.0,-7.7,-0.3
,,1165,,,Geert Hammink,,,,,,,,,,,,,,,,,,,,,,,
1995.0,22.0,1083,ORL,Orlando Magic,Horace Grant,29.0,21.0,869.0,16.1,0.57,0.01,0.26,10.1,19.6,14.9,7.1,1.3,2.1,9.4,14.6,1.6,0.9,2.4,0.13,1.8,0.1,1.9,0.9
1995.0,22.0,2926,ORL,Orlando Magic,Jeff Turner,32.0,18.0,179.0,8.2,0.59,0.55,0.1,2.7,13.8,8.3,9.1,1.2,1.3,12.6,12.3,0.2,0.1,0.3,0.09,-3.0,1.0,-2.0,0.0
,,2901,,,Keith Tower,,,,,,,,,,,,,,,,,,,,,,,
1995.0,22.0,80,ORL,Orlando Magic,Nick Anderson,27.0,21.0,814.0,14.2,0.56,0.45,0.26,3.1,11.4,7.3,12.5,2.2,0.9,10.1,16.8,1.1,0.6,1.7,0.1,1.9,0.4,2.3,0.9
1995.0,22.0,2177,ORL,Orlando Magic,Shaquille O'Neal,22.0,21.0,805.0,26.1,0.6,0.0,0.77,14.0,22.6,18.4,16.4,1.2,3.8,13.9,30.1,2.0,1.0,3.0,0.18,4.9,0.4,5.2,1.5
1995.0,22.0,2501,ORL,Orlando Magic,Tree Rollins,39.0,14.0,81.0,0.8,0.52,0.0,0.8,5.9,2.9,4.4,0.0,0.0,5.7,37.2,6.1,-0.1,0.0,-0.1,-0.04,-8.3,0.7,-7.5,-0.1
