Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1995,29,1822,UTA,Utah Jazz,Karl Malone,31,5,216,24.6,0.55,0.03,0.76,8.8,35.0,20.9,16.4,1.7,0.9,9.3,32.7,0.5,0.0,0.5,0.12,5.1,-0.3,4.7,0.4
1995,29,2760,UTA,Utah Jazz,John Stockton,32,5,193,19.5,0.55,0.27,0.23,3.9,8.4,6.0,45.4,1.9,0.5,14.7,23.1,0.4,-0.1,0.4,0.09,5.5,-1.2,4.3,0.3
1995,29,1327,UTA,Utah Jazz,Jeff Hornacek,31,5,178,14.7,0.61,0.26,0.28,2.1,2.5,2.3,18.4,2.4,0.5,10.9,16.8,0.3,-0.1,0.3,0.08,1.8,0.2,2.0,0.2
1995,29,225,UTA,Utah Jazz,David Benoit,26,5,167,11.3,0.6,0.56,0.2,5.3,18.6,11.5,3.8,0.6,2.3,17.0,16.5,0.0,-0.1,0.0,-0.0,1.3,-1.3,0.0,0.1
1995,29,474,UTA,Utah Jazz,Antoine Carr,33,5,114,14.1,0.58,0.0,0.77,3.3,15.6,9.0,9.7,1.4,4.2,8.8,18.6,0.2,0.0,0.2,0.1,-1.8,1.3,-0.4,0.0
1995,29,756,UTA,Utah Jazz,James Donaldson,37,5,76,8.5,0.9,0.0,0.67,5.0,11.7,8.1,0.0,0.0,3.8,20.5,6.0,0.1,0.0,0.1,0.05,-0.8,0.3,-0.5,0.0
1995,29,1586,UTA,Utah Jazz,Adam Keefe,24,4,69,18.7,0.62,0.0,0.5,14.7,19.3,16.8,4.4,3.9,1.4,0.0,9.9,0.2,0.0,0.2,0.16,4.0,0.4,4.4,0.1
1995,29,512,UTA,Utah Jazz,Tom Chambers,35,5,60,14.6,0.58,0.14,0.59,6.3,24.7,14.8,5.8,1.8,0.0,9.8,23.9,0.1,0.0,0.1,0.07,-4.0,0.1,-3.9,0.0
1995,29,3042,UTA,Utah Jazz,Jamie Watson,22,5,57,2.7,0.67,0.0,0.0,2.2,0.0,1.2,8.1,1.9,1.7,40.0,12.3,-0.1,0.0,-0.1,-0.09,-6.7,-0.2,-6.9,-0.1
1995,29,827,UTA,Utah Jazz,Blue Edwards,29,4,33,5.9,0.38,0.08,0.0,3.8,22.4,12.4,14.3,3.2,0.0,20.0,21.2,-0.1,0.0,-0.1,-0.15,-5.6,-1.6,-7.2,0.0
1995,29,639,UTA,Utah Jazz,John Crotty,25,3,24,18.6,0.67,0.0,1.67,0.0,0.0,0.0,37.0,2.2,0.0,0.0,10.1,0.1,0.0,0.1,0.19,3.6,0.2,3.8,0.0
1995,29,2532,UTA,Utah Jazz,Bryon Russell,24,2,13,40.0,0.7,0.57,0.29,9.8,11.4,10.5,51.2,4.1,0.0,0.0,28.3,0.1,0.0,0.1,0.42,14.0,2.8,16.8,0.1
