Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1980,23.0,BOS,NBA,PF,9,372,18.3,0.511,0.085,0.141,6.7,24.5,15.5,17.7,1.9,1.3,14.9,25.2,,0.3,0.8,1.1,0.136,,3.5,0.9,4.3,0.6
1981,24.0,BOS,NBA,PF,17,750,21.8,0.532,0.026,0.272,7.6,26.7,17.6,20.8,2.6,1.3,15.0,23.2,,1.4,1.7,3.1,0.198,,5.5,2.1,7.7,1.8
1982,25.0,BOS,NBA,PF,12,490,17.9,0.474,0.029,0.218,7.2,24.5,16.1,20.7,2.3,2.0,14.4,21.9,,0.3,1.2,1.6,0.154,,3.6,1.8,5.4,0.9
1983,26.0,BOS,NBA,PF,6,240,20.3,0.478,0.034,0.25,8.9,24.7,16.7,28.2,2.7,0.7,12.9,25.8,,0.2,0.5,0.7,0.134,,5.0,2.4,7.4,0.6
1984,27.0,BOS,NBA,PF,23,961,26.3,0.607,0.039,0.435,7.2,23.1,15.0,23.2,2.8,1.7,14.3,25.9,,3.0,1.7,4.7,0.236,,8.0,2.3,10.3,3.0
1985,28.0,BOS,NBA,SF,20,815,20.9,0.536,0.059,0.32,7.3,17.5,12.4,21.3,2.0,1.3,10.5,26.8,,1.5,1.1,2.6,0.155,,5.2,0.8,6.0,1.7
1986,29.0,BOS,NBA,SF,18,770,23.9,0.615,0.169,0.329,5.3,18.0,12.1,28.1,2.3,0.8,11.0,23.3,,2.7,1.5,4.2,0.263,,7.2,2.6,9.9,2.3
1987,30.0,BOS,NBA,SF,23,1015,21.8,0.577,0.09,0.425,5.0,21.6,13.6,24.5,1.3,1.1,11.6,25.9,,2.4,0.9,3.2,0.152,,5.7,0.6,6.3,2.1
1988,31.0,BOS,NBA,SF,17,763,20.2,0.538,0.095,0.334,4.7,19.0,11.9,26.1,2.5,1.1,11.2,25.9,,1.2,1.2,2.4,0.151,,5.2,1.5,6.7,1.7
1990,33.0,BOS,NBA,SF,5,207,20.7,0.539,0.192,0.323,4.4,21.7,13.6,28.8,1.2,1.4,13.7,26.7,,0.4,0.0,0.4,0.103,,4.3,-0.5,3.7,0.3
1991,34.0,BOS,NBA,SF,10,396,15.8,0.49,0.138,0.336,2.4,17.6,10.4,23.7,1.7,0.5,9.8,21.4,,0.3,0.4,0.6,0.078,,1.4,0.2,1.6,0.4
1992,35.0,BOS,NBA,SF,4,107,16.4,0.514,0.119,0.095,2.2,19.6,10.4,27.8,0.5,1.3,12.1,20.6,,0.1,0.1,0.2,0.069,,1.7,0.4,2.2,0.1
