Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2005,14,117,LAL,Los Angeles Lakers,9,Chucky Atkins,PG,5-11,160,1974-08-14,US,5,South Florida
2005,14,274,LAL,Los Angeles Lakers,15,Tony Bobbitt,SG,6-4,190,1979-10-22,US,R,Cincinnati
2005,14,400,LAL,Los Angeles Lakers,5,Tierre Brown,PG,6-2,189,1979-06-03,US,3,McNeese State University
2005,14,408,LAL,Los Angeles Lakers,8,Kobe Bryant,SG,6-6,212,1978-08-23,US,8,
2005,14,436,LAL,Los Angeles Lakers,1,Caron Butler,SF,6-7,228,1980-03-13,US,2,UConn
2005,14,591,LAL,Los Angeles Lakers,43,Brian Cook,C,6-9,234,1980-12-04,US,1,Illinois
2005,14,755,LAL,Los Angeles Lakers,12,Vlade Divac,C,7-1,243,1968-02-03,RS,15,
2005,14,1020,LAL,Los Angeles Lakers,3,Devean George,SF,6-8,220,1977-08-29,US,5,Augsburg College
2005,14,1081,LAL,Los Angeles Lakers,55,Brian Grant,C,6-9,254,1972-03-05,US,10,Xavier
2005,14,1552,LAL,Los Angeles Lakers,20,Jumaine Jones,SF,6-8,218,1979-02-10,US,5,Georgia
2005,14,1965,LAL,Los Angeles Lakers,14,Stanislav Medvedenko,PF,6-10,250,1979-04-04,UA,4,
2005,14,1985,LAL,Los Angeles Lakers,31,Chris Mihm,C,7-0,265,1979-07-16,US,4,Texas
2005,14,2190,LAL,Los Angeles Lakers,7,Lamar Odom,PF,6-10,220,1979-11-06,US,5,Rhode Island
2005,14,2538,LAL,Los Angeles Lakers,21,Kareem Rush,SG,6-6,215,1980-10-30,US,2,Missouri
2005,14,2994,LAL,Los Angeles Lakers,18,Sasha Vujacic,SG,6-7,195,1984-03-08,SI,R,
2005,14,3027,LAL,Los Angeles Lakers,4,Luke Walton,SF,6-8,235,1980-03-28,US,1,Arizona
