Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2005,11,148,HOU,Houston Rockets,42,Vin Baker,C,6-11,232,1971-11-23,US,11,University of Hartford
2005,11,170,HOU,Houston Rockets,12,Andre Barrett,PG,5-10,172,1982-02-21,US,R,Seton Hall
2005,11,176,HOU,Houston Rockets,20,Jon Barry,SG,6-4,195,1969-07-25,US,12,"University of the Pacific, Georgia Tech"
2005,11,310,HOU,Houston Rockets,40,Ryan Bowen,SF,6-7,215,1975-11-20,US,5,Iowa
2005,11,330,HOU,Houston Rockets,32,Torraye Braggs,PF,6-8,245,1976-05-15,US,1,Xavier
2005,11,981,HOU,Houston Rockets,4,Reece Gaines,PG,6-6,205,1981-01-07,US,1,Louisville
2005,11,1343,HOU,Houston Rockets,5,Juwan Howard,PF,6-9,240,1973-02-07,US,10,Michigan
2005,11,1406,HOU,Houston Rockets,21,Jim Jackson,SF,6-6,220,1970-10-14,US,12,Ohio State
2005,11,1433,HOU,Houston Rockets,13,Mike James,PG,6-2,188,1975-06-23,US,3,Duquesne
2005,11,1638,HOU,Houston Rockets,10,Brandin Knight,PG,6-0,180,1981-12-16,US,R,Pitt
2005,11,1791,HOU,Houston Rockets,10,Tyronn Lue,PG,6-0,175,1977-05-03,US,6,Nebraska
2005,11,1938,HOU,Houston Rockets,1,Tracy McGrady,SF,6-8,210,1979-05-24,US,7,
2005,11,2010,HOU,Houston Rockets,11,Yao Ming,C,7-6,310,1980-09-12,CN,2,
2005,11,2102,HOU,Houston Rockets,55,Dikembe Mutombo,C,7-2,245,1966-06-25,CD,13,Georgetown
2005,11,2110,HOU,Houston Rockets,9,Bostjan Nachbar,SF,6-9,221,1980-07-03,SI,2,
2005,11,2161,HOU,Houston Rockets,25,Moochie Norris,PG,6-1,175,1973-07-27,US,7,"Auburn, University of West Florida"
2005,11,2240,HOU,Houston Rockets,35,Scott Padgett,PF,6-9,240,1976-04-19,US,5,Kentucky
2005,11,2781,HOU,Houston Rockets,31,Rod Strickland,PG,6-3,175,1966-07-11,US,16,DePaul
2005,11,2794,HOU,Houston Rockets,3,Bob Sura,PG,6-5,200,1973-03-25,US,9,Florida State
2005,11,2825,HOU,Houston Rockets,2,Maurice Taylor,PF,6-9,260,1976-10-30,US,6,"Michigan, LSU"
2005,11,3029,HOU,Houston Rockets,17,Charlie Ward,PG,6-2,190,1970-10-12,US,10,Florida State
2005,11,3055,HOU,Houston Rockets,30,Clarence Weatherspoon,PF,6-6,240,1970-09-08,US,12,Southern Miss
2005,11,3078,HOU,Houston Rockets,7,David Wesley,SG,6-0,190,1970-11-14,US,11,Baylor
