Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2005,6,754,CLE,Cleveland Cavaliers,52,DeSagana Diop,C,7-0,300,1982-01-30,SN,3,
2005,6,1058,CLE,Cleveland Cavaliers,90,Drew Gooden,PF,6-10,250,1981-09-24,US,2,Kansas
2005,6,1207,CLE,Cleveland Cavaliers,12,Lucious Harris,SG,6-5,190,1970-12-18,US,11,Cal State Long Beach
2005,6,1380,CLE,Cleveland Cavaliers,11,Zydrunas Ilgauskas,C,7-3,238,1975-06-05,LT,6,
2005,6,1409,CLE,Cleveland Cavaliers,33,Luke Jackson,SF,6-7,215,1981-11-06,US,R,Oregon
2005,6,1431,CLE,Cleveland Cavaliers,23,LeBron James,SF,6-9,250,1984-12-30,US,1,
2005,6,1943,CLE,Cleveland Cavaliers,0,Jeff McInnis,PG,6-4,190,1974-10-22,US,7,UNC
2005,6,2026,CLE,Cleveland Cavaliers,6,Jerome Moiso,PF,6-10,235,1978-06-15,FR,4,UCLA
2005,6,2139,CLE,Cleveland Cavaliers,14,Ira Newble,SG,6-7,220,1975-01-20,US,4,Miami University
2005,6,2269,CLE,Cleveland Cavaliers,3,Sasha Pavlovic,SG,6-8,220,1983-11-15,ME,1,
2005,6,2720,CLE,Cleveland Cavaliers,20,Eric Snow,SG,6-3,190,1973-04-24,US,9,Michigan State
2005,6,2913,CLE,Cleveland Cavaliers,32,Robert Traylor,C,6-8,284,1977-02-01,US,6,Michigan
2005,6,2966,CLE,Cleveland Cavaliers,17,Anderson Varejao,PF,6-10,273,1982-09-28,BR,R,
2005,6,3000,CLE,Cleveland Cavaliers,2,Dajuan Wagner,SG,6-2,200,1983-02-04,US,2,Memphis
2005,6,3073,CLE,Cleveland Cavaliers,44,Jiri Welsch,SF,6-7,208,1980-01-27,CZ,2,
2005,6,3184,CLE,Cleveland Cavaliers,47,Scott Williams,C,6-10,230,1968-03-21,US,14,UNC
