Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1981,23.0,PHI,NBA,C,52.0,6.0,528.0,8.2,18.0,0.454,0.0,0.1,0.0,8.2,17.9,0.456,2.9,5.6,0.516,4.5,9.1,13.6,2.2,1.8,2.0,2.5,6.0,19.3,,99.0,97.0
1982,24.0,PHI,NBA,PF,66.0,8.0,956.0,7.4,15.3,0.487,0.0,0.1,0.0,7.4,15.2,0.49,2.5,4.7,0.543,4.5,9.0,13.5,1.6,1.5,1.3,2.2,7.1,17.4,,104.0,102.0
1983,25.0,PHI,NBA,C,73.0,3.0,987.0,5.1,12.2,0.419,0.0,0.0,,5.1,12.2,0.419,1.6,3.2,0.493,4.0,8.8,12.7,2.0,1.8,1.1,3.6,6.8,11.8,,87.0,99.0
1984,26.0,DET,NBA,C,73.0,0.0,907.0,4.1,9.0,0.458,0.0,0.1,0.0,4.1,9.0,0.46,1.6,3.0,0.525,4.4,10.2,14.6,1.8,1.2,1.6,2.8,7.3,9.8,,95.0,105.0
1985,27.0,DET,NBA,C,81.0,1.0,1642.0,5.8,11.9,0.484,0.0,0.1,0.0,5.8,11.8,0.487,2.3,4.0,0.569,4.7,7.0,11.7,2.3,1.6,1.2,3.2,6.0,13.8,,99.0,106.0
1986,28.0,DET,NBA,PF,80.0,19.0,2017.0,6.5,12.9,0.505,0.0,0.0,0.0,6.5,12.8,0.507,2.7,4.8,0.555,4.5,7.0,11.5,3.1,1.3,1.3,3.4,5.5,15.7,,101.0,107.0
1987,29.0,TOT,NBA,C,78.0,47.0,1973.0,6.0,12.6,0.476,0.0,0.0,0.0,6.0,12.5,0.478,2.0,3.7,0.539,5.2,5.9,11.1,3.0,0.8,1.4,2.0,4.6,14.0,,107.0,111.0
1987,29.0,CHI,NBA,C,43.0,36.0,1105.0,5.8,12.5,0.467,0.0,0.0,0.0,5.8,12.5,0.469,1.8,3.3,0.534,5.1,5.2,10.3,3.2,0.7,1.2,2.0,4.6,13.5,,106.0,110.0
1987,29.0,LAC,NBA,C,35.0,11.0,868.0,6.1,12.6,0.487,0.0,0.1,0.0,6.1,12.6,0.489,2.3,4.3,0.544,5.3,6.8,12.1,2.8,1.0,1.6,1.9,4.6,14.6,,109.0,112.0
1988,30.0,LAC,NBA,PF,69.0,11.0,1128.0,5.6,13.1,0.429,0.0,0.1,0.0,5.6,13.0,0.433,1.4,2.7,0.524,4.1,7.3,11.4,2.7,1.4,1.5,2.4,5.7,12.6,,93.0,107.0
1989,31.0,CHH,NBA,C,82.0,41.0,2047.0,5.4,10.9,0.501,0.0,0.0,0.0,5.4,10.9,0.502,1.5,2.9,0.537,4.4,7.0,11.4,3.0,1.2,1.4,2.7,5.4,12.4,,101.0,111.0
1991,33.0,CHH,NBA,PF,9.0,1.0,159.0,2.5,7.4,0.333,0.0,0.3,0.0,2.5,7.1,0.348,0.3,0.9,0.333,1.9,9.3,11.2,0.9,0.0,0.9,1.9,5.0,5.3,,70.0,111.0
1994,36.0,HOU,NBA,PF,2.0,0.0,30.0,3.4,13.5,0.25,0.0,0.0,,3.4,13.5,0.25,0.0,3.4,0.0,6.7,13.5,20.2,0.0,0.0,0.0,1.7,6.7,6.7,,66.0,101.0
1997,39.0,TOR,NBA,PF,9.0,0.0,46.0,3.5,9.2,0.375,0.0,0.0,,3.5,9.2,0.375,1.2,3.5,0.333,4.6,5.8,10.4,4.6,0.0,0.0,1.2,11.5,8.1,,102.0,113.0
