Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1989,23.0,GSW,NBA,SG,36.0,316.0,10.3,0.494,0.208,0.416,4.8,8.2,6.5,11.0,3.3,0.5,20.9,22.4,,-0.4,0.3,0.0,-0.002,,-3.3,-0.2,-3.5,-0.1
1991,25.0,NYK,NBA,SG,61.0,1173.0,14.3,0.511,0.227,0.256,3.0,9.7,6.4,25.7,2.5,0.9,14.0,19.7,,1.0,1.3,2.4,0.097,,-0.4,1.3,0.9,0.9
1992,26.0,NYK,NBA,SG,82.0,2118.0,16.4,0.55,0.299,0.335,2.5,7.8,5.2,20.3,2.5,0.6,12.7,24.4,,3.4,3.1,6.4,0.146,,1.2,1.4,2.6,2.4
1993,27.0,NYK,NBA,SG,80.0,2477.0,16.3,0.519,0.28,0.276,2.5,6.5,4.6,27.3,1.9,0.3,11.4,26.5,,3.3,4.2,7.5,0.145,,2.0,0.9,2.8,3.0
1994,28.0,NYK,NBA,SG,59.0,2057.0,16.0,0.516,0.345,0.254,2.1,8.0,5.1,28.9,2.4,0.2,14.5,27.1,,2.1,3.7,5.8,0.135,,1.8,0.9,2.7,2.4
1995,29.0,NYK,NBA,SG,80.0,2725.0,13.8,0.526,0.575,0.215,1.5,7.7,4.7,25.1,1.8,0.1,12.1,22.2,,2.8,3.4,6.2,0.109,,1.1,0.1,1.2,2.2
1996,30.0,NYK,NBA,SG,81.0,2491.0,14.2,0.555,0.468,0.206,1.5,9.5,5.6,20.8,2.2,0.3,14.5,20.2,,2.3,3.4,5.7,0.11,,0.2,0.8,1.0,1.9
1997,31.0,NYK,NBA,SG,77.0,2042.0,15.9,0.555,0.475,0.263,2.2,9.6,6.0,19.5,2.3,0.4,14.2,25.1,,2.5,3.3,5.8,0.136,,1.6,1.0,2.6,2.4
1998,32.0,NYK,NBA,SG,82.0,2188.0,14.3,0.504,0.42,0.248,2.6,10.0,6.3,18.1,1.9,0.2,12.0,25.6,,1.5,3.1,4.6,0.101,,0.4,0.3,0.7,1.5
1999,33.0,GSW,NBA,SG,50.0,1686.0,13.9,0.447,0.37,0.137,2.0,8.4,5.2,25.2,2.2,0.2,9.7,22.5,,1.5,1.5,3.0,0.085,,0.4,0.4,0.8,1.2
2001,35.0,UTA,NBA,SG,75.0,2122.0,9.3,0.476,0.265,0.162,1.7,7.2,4.5,13.5,1.8,0.4,11.3,18.0,,0.6,1.5,2.1,0.048,,-2.2,-0.4,-2.5,-0.3
2002,36.0,UTA,NBA,SG,66.0,929.0,6.0,0.442,0.306,0.132,1.9,6.9,4.4,12.5,1.9,0.0,13.7,18.4,,-0.6,0.5,-0.1,-0.004,,-5.0,-1.2,-6.2,-1.0
