Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1981,21,1177,SEA,Seattle Supersonics,Bill Hanzlik,"December 6, 1957",23.0,NBA,SF,74.0,,1259.0,5.2,11.0,0.48,0.0,0.2,0.2,5.2,10.8,0.48,4.5,5.7,0.79,2.5,3.3,5.8,4.2,2.2,0.8,3.2,6.4,15.1,,107.0,106.0
1982,21,1177,SEA,Seattle Supersonics,Bill Hanzlik,"December 6, 1957",24.0,NBA,SF,81.0,76.0,1974.0,4.1,8.7,0.47,0.0,0.1,0.0,4.1,8.6,0.47,3.4,4.3,0.78,2.4,4.1,6.5,4.4,2.0,0.7,2.6,6.1,11.5,,107.0,104.0
1983,8,1177,DEN,Denver Nuggets,Bill Hanzlik,"December 6, 1957",25.0,NBA,SF,82.0,8.0,1547.0,5.2,12.1,0.43,0.0,0.2,0.14,5.1,11.9,0.43,3.5,4.4,0.78,2.2,4.3,6.5,7.4,2.1,0.4,4.0,6.1,13.8,,98.0,109.0
1984,8,1177,DEN,Denver Nuggets,Bill Hanzlik,"December 6, 1957",26.0,NBA,SF,80.0,14.0,1469.0,3.9,9.1,0.43,0.1,0.4,0.25,3.8,8.7,0.44,4.9,6.1,0.81,2.0,4.1,6.1,7.5,2.0,0.6,3.2,7.5,12.8,,108.0,112.0
1985,8,1177,DEN,Denver Nuggets,Bill Hanzlik,"December 6, 1957",27.0,NBA,SF,80.0,1.0,1673.0,5.9,13.9,0.42,0.0,0.4,0.07,5.8,13.5,0.43,4.8,6.3,0.76,2.3,3.2,5.5,5.6,2.2,0.7,3.1,7.8,16.6,,104.0,109.0
1986,8,1177,DEN,Denver Nuggets,Bill Hanzlik,"December 6, 1957",28.0,NBA,SF,79.0,0.0,1982.0,7.5,16.8,0.45,0.2,0.9,0.2,7.3,15.9,0.46,7.2,9.2,0.78,2.0,4.0,6.0,7.2,2.4,0.4,3.7,6.3,22.4,,108.0,106.0
1987,8,1177,DEN,Denver Nuggets,Bill Hanzlik,"December 6, 1957",29.0,NBA,PF,73.0,10.0,1990.0,7.0,16.9,0.41,0.5,1.8,0.28,6.5,15.1,0.43,7.2,9.1,0.79,1.8,4.0,5.8,6.4,2.0,0.6,3.0,5.6,21.6,,108.0,111.0
1988,8,1177,DEN,Denver Nuggets,Bill Hanzlik,"December 6, 1957",30.0,NBA,SF,77.0,0.0,1334.0,3.7,9.8,0.38,0.1,0.5,0.19,3.6,9.2,0.39,4.4,5.6,0.79,1.3,4.5,5.8,5.7,2.2,0.6,3.2,6.3,11.9,,97.0,107.0
1989,8,1177,DEN,Denver Nuggets,Bill Hanzlik,"December 6, 1957",31.0,NBA,PF,41.0,0.0,701.0,4.2,9.6,0.44,0.1,0.3,0.2,4.1,9.3,0.44,4.3,5.5,0.78,1.1,4.8,5.9,5.5,1.6,0.3,3.4,5.2,12.8,,100.0,109.0
1990,8,1177,DEN,Denver Nuggets,Bill Hanzlik,"December 6, 1957",32.0,NBA,PF,81.0,0.0,1605.0,5.1,11.2,0.45,0.2,0.9,0.19,4.9,10.4,0.47,3.9,5.2,0.74,1.9,4.0,5.9,5.3,2.2,0.8,2.5,7.1,14.2,,107.0,107.0
