Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1983,23.0,HOU,NBA,C,6.0,0.0,64.0,8.1,11.0,0.733,0.0,0.0,,8.1,11.0,0.733,0.7,2.9,0.25,4.4,8.1,12.5,0.0,0.7,8.8,5.1,10.3,16.9,,94.0,101.0
1985,25.0,LAL,NBA,C,11.0,0.0,59.0,3.9,13.4,0.294,0.0,0.0,,3.9,13.4,0.294,1.6,6.3,0.25,3.9,11.8,15.8,2.4,0.0,11.8,7.9,15.8,9.5,,55.0,96.0
1986,26.0,TOT,NBA,C,29.0,0.0,126.0,5.5,15.8,0.349,0.0,0.0,,5.5,15.8,0.349,7.0,9.5,0.731,4.8,7.0,11.7,2.6,1.5,7.0,4.4,12.8,18.0,,93.0,101.0
1986,26.0,LAL,NBA,C,4.0,0.0,25.0,5.6,20.6,0.273,0.0,0.0,,5.6,20.6,0.273,7.5,11.2,0.667,5.6,7.5,13.1,3.7,3.7,3.7,9.3,11.2,18.7,,72.0,98.0
1986,26.0,DET,NBA,C,25.0,0.0,101.0,5.5,14.6,0.375,0.0,0.0,,5.5,14.6,0.375,6.8,9.1,0.75,4.6,6.8,11.4,2.3,0.9,7.8,3.2,13.2,17.8,,101.0,102.0
1987,27.0,DET,NBA,C,41.0,0.0,267.0,5.5,11.2,0.492,0.0,0.0,,5.5,11.2,0.492,2.5,4.3,0.583,6.4,8.4,14.8,0.7,1.2,5.3,3.7,13.0,13.5,,98.0,101.0
1988,28.0,DET,NBA,C,17.0,0.0,63.0,5.4,16.3,0.333,0.0,0.0,,5.4,16.3,0.333,2.3,4.6,0.5,3.1,10.8,13.9,0.0,0.8,3.9,1.5,9.3,13.2,,83.0,101.0
1989,29.0,HOU,NBA,C,43.0,0.0,228.0,5.6,12.8,0.435,0.0,0.0,,5.6,12.8,0.435,2.3,3.3,0.688,3.5,9.7,13.2,0.6,1.0,6.0,4.6,10.6,13.4,,83.0,99.0
1990,30.0,HOU,NBA,C,3.0,0.0,9.0,10.5,10.5,1.0,0.0,0.0,,10.5,10.5,1.0,0.0,0.0,,0.0,15.8,15.8,5.3,0.0,5.3,10.5,15.8,21.1,,84.0,96.0
1992,32.0,CHI,NBA,C,4.0,0.0,9.0,5.6,16.9,0.333,0.0,0.0,,5.6,16.9,0.333,0.0,0.0,,0.0,5.6,5.6,5.6,0.0,0.0,16.9,11.3,11.3,,40.0,109.0
1994,34.0,SAS,NBA,C,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,159.8,319.6,0.5,53.3,0.0,53.3,0.0,0.0,0.0,53.3,53.3,159.8,,94.0,110.0
