PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Tayshaun Prince,24.0,82,82.0,3039,469,963,0.48700000000000004,47,138,0.341,422,825,0.512,0.511,221,274,0.807,133,302,435,247,56,71,135,161,1206
Richard Hamilton,26.0,76,76.0,2926,510,1160,0.44,36,118,0.305,474,1042,0.455,0.455,368,429,0.858,74,221,295,372,77,13,217,232,1424
Chauncey Billups,28.0,80,80.0,2866,404,913,0.442,165,387,0.426,239,526,0.45399999999999996,0.5329999999999999,343,382,0.898,48,223,271,464,81,9,180,194,1316
Rasheed Wallace,30.0,79,79.0,2687,467,1062,0.44,75,236,0.318,392,826,0.475,0.475,136,195,0.6970000000000001,174,470,644,142,65,115,127,236,1145
Ben Wallace,30.0,74,74.0,2671,295,651,0.45299999999999996,1,9,0.111,294,642,0.45799999999999996,0.45399999999999996,130,304,0.428,292,610,902,123,106,176,82,159,721
Antonio McDyess,30.0,77,8.0,1797,307,598,0.513,0,1,0.0,307,597,0.514,0.513,126,192,0.6559999999999999,177,305,482,71,46,52,93,204,740
Lindsey Hunter,34.0,76,3.0,1144,108,302,0.358,23,84,0.27399999999999997,85,218,0.39,0.396,46,58,0.7929999999999999,38,85,123,130,68,13,68,125,285
Carlos Arroyo,25.0,40,0.0,706,74,197,0.376,1,12,0.083,73,185,0.395,0.37799999999999995,66,86,0.767,15,43,58,128,24,1,52,76,215
Ronald Dupree,24.0,47,0.0,472,61,127,0.48,1,2,0.5,60,125,0.48,0.484,29,47,0.617,34,61,95,24,7,10,22,60,152
Carlos Delfino,22.0,30,4.0,459,42,117,0.359,9,35,0.257,33,82,0.402,0.397,23,40,0.575,13,42,55,38,22,6,23,44,116
Elden Campbell,36.0,30,1.0,340,39,116,0.336,0,2,0.0,39,114,0.342,0.336,40,51,0.784,25,57,82,16,8,6,28,47,118
Darvin Ham,31.0,47,0.0,275,17,37,0.45899999999999996,0,0,,17,37,0.45899999999999996,0.45899999999999996,12,31,0.387,19,16,35,5,6,7,8,39,46
Darko Miličić,19.0,37,2.0,254,25,76,0.32899999999999996,0,0,,25,76,0.32899999999999996,0.32899999999999996,17,24,0.708,3,40,43,7,2,17,16,31,67
Smush Parker,23.0,11,1.0,110,11,28,0.39299999999999996,2,9,0.222,9,19,0.474,0.429,9,13,0.6920000000000001,2,7,9,11,3,0,10,13,33
Horace Jenkins,30.0,15,0.0,104,15,45,0.33299999999999996,0,9,0.0,15,36,0.41700000000000004,0.33299999999999996,12,13,0.9229999999999999,3,6,9,9,5,1,7,6,42
Anthony Goldwire,33.0,9,0.0,55,4,15,0.267,3,9,0.33299999999999996,1,6,0.16699999999999998,0.36700000000000005,7,8,0.875,1,7,8,0,0,0,1,5,18
Derrick Coleman,37.0,5,0.0,50,3,14,0.214,0,2,0.0,3,12,0.25,0.214,3,3,1.0,3,12,15,0,0,0,2,6,9
Team Totals,,82,,19955,2851,6421,0.444,363,1053,0.345,2488,5368,0.46299999999999997,0.47200000000000003,1588,2150,0.7390000000000001,1054,2507,3561,1787,576,497,1133,1638,7653
