NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
30,Earl Barron,C,7-0,250,1981-08-14,US,3,Memphis
9,Jonathan Bender,SF,6-11,202,1981-01-30,US,7,
21,Wilson Chandler,SG,6-8,235,1987-05-10,US,2,DePaul
34,Eddy Curry,C,7-0,295,1982-12-05,US,8,
23,Toney Douglas,PG,6-2,195,1986-03-16,US,R,"Auburn, Florida State"
1,Chris Duhon,PG,6-1,185,1982-08-31,US,5,Duke
8,Danilo Gallinari,SF,6-10,233,1988-08-08,IT,1,
4,J.R. Giddens,SF,6-5,215,1985-02-13,US,1,"Kansas, New Mexico"
7,Al Harrington,PF,6-9,230,1980-02-17,US,11,
43,Jordan Hill,PF,6-10,235,1987-07-27,US,R,Arizona
50,Eddie House,SG,6-1,180,1978-05-14,US,9,Arizona State
0,Larry Hughes,SG,6-5,184,1979-01-23,US,11,Saint Louis
20,Jared Jeffries,PF,6-11,230,1981-11-25,US,7,Indiana
11,Marcus Landry,SF,6-7,230,1985-11-01,US,R,Wisconsin
42,David Lee,C,6-9,245,1983-04-29,US,4,Florida
3,Tracy McGrady,SG,6-8,210,1979-05-24,US,12,
31,Darko Miličić,C,7-0,250,1985-06-20,RS,6,
2,Nate Robinson,PG,5-9,180,1984-05-31,US,4,Washington
13,Sergio Rodríguez,PG,6-3,176,1986-06-12,ES,3,
5,Henry Walker,SG,6-6,220,1987-10-09,US,1,Kansas State
