NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
3,Marcus Banks,PG,6-2,200,1981-11-19,US,6,UNLV
7,Andrea Bargnani,PF,7-0,245,1985-10-26,IT,3,
0,Marco Belinelli,SG,6-5,220,1986-03-25,IT,2,
4,Chris Bosh,C,6-11,235,1984-03-24,US,6,Georgia Tech
8,José Calderón,PG,6-3,200,1981-09-28,ES,4,
10,DeMar DeRozan,SG,6-6,220,1989-08-07,US,R,USC
30,Reggie Evans,PF,6-8,245,1980-05-18,US,7,Iowa
1,Jarrett Jack,PG,6-3,200,1983-10-28,US,4,Georgia Tech
15,Amir Johnson,PF,6-9,240,1987-05-01,US,4,
44,Pops Mensah-Bonsu,PF,6-9,240,1983-09-07,GB,2,George Washington
12,Rasho Nesterović,C,7-0,248,1976-05-30,SI,11,
13,Patrick O'Bryant,C,7-0,260,1986-06-20,US,3,Bradley
26,Hedo Türkoğlu,SF,6-10,220,1979-03-19,TR,9,
24,Sonny Weems,SG,6-6,205,1986-07-08,US,1,Arkansas
21,Antoine Wright,SF,6-7,210,1984-02-06,US,4,Texas A&M
