Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2005,16,3241,MIA,Miami Heat,19.0,NBA,SF,3.0,0.0,27.0,5.9,21.5,0.27,0.0,7.8,0.0,5.9,13.7,0.43,2.0,2.0,1.0,0.0,2.0,2.0,5.9,7.8,0.0,5.9,3.9,13.7,,62.0,94.0
2006,16,3241,MIA,Miami Heat,20.0,NBA,SF,20.0,2.0,132.0,7.9,17.1,0.46,1.2,2.4,0.5,6.8,14.7,0.46,6.0,6.8,0.88,0.8,11.9,12.7,3.2,1.2,0.4,5.6,4.8,23.0,,97.0,103.0
2007,16,3241,MIA,Miami Heat,21.0,NBA,SF,66.0,19.0,1292.0,6.7,15.0,0.44,0.2,1.4,0.15,6.5,13.6,0.48,2.6,3.6,0.74,1.7,9.6,11.2,3.9,1.7,1.9,2.7,4.6,16.2,,97.0,102.0
2008,16,3241,MIA,Miami Heat,22.0,NBA,SF,44.0,34.0,1104.0,6.9,14.1,0.49,0.2,0.5,0.36,6.7,13.6,0.49,2.7,3.3,0.83,2.3,8.3,10.6,2.9,1.4,2.0,1.4,3.8,16.7,,111.0,108.0
2009,16,3241,MIA,Miami Heat,23.0,NBA,SF,6.0,0.0,73.0,5.9,14.6,0.4,0.0,0.0,,5.9,14.6,0.4,1.5,4.4,0.33,1.5,13.2,14.6,1.5,1.5,0.0,4.4,5.9,13.2,,70.0,105.0
2010,16,3241,MIA,Miami Heat,24.0,NBA,SF,72.0,1.0,1496.0,6.9,15.0,0.46,2.2,5.6,0.39,4.8,9.4,0.51,2.2,2.5,0.88,1.8,6.6,8.4,3.3,1.9,1.1,1.9,3.4,18.3,,114.0,104.0
2011,10,3241,GSW,Golden State Warriors,25.0,NBA,SF,82.0,82.0,3147.0,7.8,18.4,0.42,3.1,8.3,0.38,4.7,10.1,0.46,2.9,3.7,0.79,1.4,5.5,6.9,3.9,2.0,1.0,2.1,2.8,21.6,,110.0,111.0
2012,10,3241,GSW,Golden State Warriors,26.0,NBA,SF,61.0,61.0,1650.0,7.0,16.6,0.42,3.3,9.2,0.36,3.7,7.4,0.5,2.5,3.1,0.82,1.9,6.9,8.8,3.0,1.8,0.8,1.6,3.1,19.8,,111.0,109.0
2013,23,3241,PHI,Philadelphia 76Ers,27.0,NBA,SF,79.0,8.0,1783.0,7.0,17.7,0.4,4.0,10.7,0.37,3.0,7.0,0.43,3.5,4.2,0.85,1.2,7.7,8.9,4.4,1.8,1.0,1.9,2.9,21.6,,112.0,105.0
2014,25,3241,POR,Portland Trail Blazers,28.0,NBA,SF,68.0,13.0,984.0,5.7,15.3,0.37,3.5,10.4,0.34,2.2,4.9,0.44,2.7,3.5,0.75,1.5,8.3,9.8,3.3,1.2,0.8,2.0,3.2,17.6,,108.0,107.0
2015,25,3241,POR,Portland Trail Blazers,29.0,NBA,SF,48.0,2.0,592.0,6.2,16.4,0.38,3.5,9.3,0.38,2.7,7.1,0.38,2.9,3.6,0.81,1.2,8.3,9.6,3.5,1.7,0.9,1.5,4.7,18.8,,109.0,102.0
