Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1983,26.0,2121,KCK,Kansas City Kings,22.0,NBA,PF,82,61,20.0,1.8,3.0,.595,0.0,0.0,,1.8,3.0,.595,.595,0.9,1.4,.614,2.1,3.8,5.9,0.8,0.8,0.1,0.6,3.0,4.4
1984,26.0,2121,KCK,Kansas City Kings,23.0,NBA,PF,71,1,13.5,0.9,1.8,.500,0.0,0.0,,0.9,1.8,.500,.500,0.7,0.8,.800,1.0,2.1,3.1,0.7,0.6,0.1,0.5,1.9,2.5
1985,26.0,2121,KCK,Kansas City Kings,24.0,NBA,PF,22,0,10.2,1.2,2.0,.591,0.0,0.0,,1.2,2.0,.591,.591,0.5,0.9,.526,0.7,1.3,2.0,0.8,0.1,0.0,0.5,1.2,2.8
1987,27.0,2121,SAS,San Antonio Spurs,26.0,NBA,PF,60,7,16.3,1.4,3.2,.438,0.1,0.5,.129,1.3,2.7,.497,.448,0.9,1.2,.739,1.6,3.1,4.7,1.4,0.7,0.2,0.6,2.4,3.7
1988,27.0,2121,SAS,San Antonio Spurs,27.0,NBA,PF,68,1,12.3,0.7,1.6,.459,0.0,0.0,.500,0.7,1.6,.458,.463,0.6,0.9,.651,1.2,2.1,3.3,0.7,0.4,0.1,0.4,1.4,2.1
1989,31.0,2121,TOT,Total After Trade,28.0,NBA,PF,43,0,6.0,0.3,0.8,.361,0.0,0.0,.000,0.3,0.8,.382,.361,0.1,0.2,.444,0.5,1.3,1.8,0.3,0.2,0.0,0.2,1.0,0.7
1989,5.0,2121,CHI,Charlotte Bobcats,28.0,NBA,PF,13,0,7.2,0.4,0.5,.714,0.0,0.0,,0.4,0.5,.714,.714,0.1,0.2,.500,0.3,1.5,1.8,0.5,0.2,0.1,0.1,1.8,0.8
1989,24.0,2121,PHO,Phoenix Suns,28.0,NBA,PF,30,0,5.5,0.3,1.0,.276,0.0,0.1,.000,0.3,0.9,.296,.276,0.1,0.2,.429,0.6,1.2,1.8,0.3,0.1,0.0,0.2,0.7,0.6
1990,5.0,2121,CHI,Charlotte Bobcats,29.0,NBA,PF,46,0,10.9,0.8,1.5,.529,0.0,0.0,.000,0.8,1.5,.544,.529,0.7,0.9,.732,1.0,2.0,3.0,0.6,0.3,0.1,0.4,1.5,2.3
1991,24.0,2121,PHO,Phoenix Suns,30.0,NBA,PF,55,0,10.4,0.8,1.8,.464,0.1,0.3,.313,0.7,1.5,.494,.490,0.5,0.7,.737,0.8,1.9,2.7,0.7,0.4,0.1,0.3,0.8,2.2
1992,24.0,2121,PHO,Phoenix Suns,31.0,NBA,PF,52,4,9.7,1.2,2.3,.512,0.4,1.0,.400,0.8,1.4,.592,.595,0.3,0.5,.667,0.5,1.7,2.1,0.7,0.3,0.0,0.3,0.9,3.1
1993,31.0,2121,TOT,Total After Trade,32.0,NBA,PF,41,4,7.5,0.6,1.7,.377,0.2,0.7,.296,0.4,1.0,.429,.435,0.2,0.3,.750,0.3,1.3,1.6,0.4,0.3,0.0,0.2,1.0,1.7
1993,10.0,2121,GSW,Golden State Warriors,32.0,NBA,PF,30,4,7.6,0.5,1.5,.348,0.2,0.7,.318,0.3,0.8,.375,.424,0.2,0.3,.700,0.3,1.3,1.6,0.4,0.3,0.0,0.2,1.2,1.5
1993,5.0,2121,CHI,Charlotte Bobcats,32.0,NBA,PF,11,0,7.2,0.9,2.1,.435,0.1,0.5,.200,0.8,1.6,.500,.457,0.2,0.2,1.000,0.4,1.1,1.5,0.2,0.3,0.1,0.2,0.5,2.1
