PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Tim Hardaway,31,81,3031,20.6,0.53,0.341,0.254,1.9,9.4,5.8,41.3,2.4,0.4,13.5,25.6,,7.9,3.8,11.7,0.185,,4.8,0.4,5.2,5.5
Voshon Lenard,24,81,2621,13.3,0.547,0.44299999999999995,0.21,3.3,9.5,6.5,11.8,1.2,0.4,9.6,18.4,,4.5,2.5,7.1,0.129,,1.2,-0.3,0.9,1.9
P.J. Brown,28,74,2362,15.0,0.522,0.0,0.33399999999999996,12.1,19.2,15.8,7.2,1.5,3.0,12.5,15.3,,3.5,4.0,7.5,0.152,,-0.2,1.0,0.8,1.7
Alonzo Mourning,27,58,1939,22.4,0.595,0.0,0.635,12.1,21.4,16.9,5.2,1.1,4.9,16.0,26.8,,3.9,3.6,7.5,0.185,,1.8,0.7,2.5,2.2
Dan Majerle,32,72,1928,12.2,0.562,0.672,0.11599999999999999,3.0,13.0,8.2,13.0,1.9,0.6,12.3,12.7,,2.8,2.5,5.3,0.131,,0.7,1.5,2.3,2.1
Jamal Mashburn,25,48,1729,14.1,0.5329999999999999,0.21100000000000002,0.4,5.0,10.8,8.0,13.3,1.4,0.6,13.7,21.2,,2.2,1.8,4.1,0.113,,0.6,-0.5,0.1,0.9
Eric Murdock,29,82,1395,15.7,0.52,0.217,0.37200000000000005,3.4,9.5,6.6,26.4,4.0,0.7,17.6,19.8,,1.7,2.4,4.1,0.139,,-0.7,2.9,2.2,1.5
Isaac Austin,28,52,1371,16.8,0.521,0.006,0.429,10.5,17.5,14.1,11.8,1.7,1.8,15.6,25.5,,1.1,2.2,3.2,0.113,,-0.4,-0.1,-0.5,0.5
Mark Strickland,27,51,847,17.4,0.5720000000000001,0.004,0.305,11.4,17.8,14.7,5.6,1.2,2.9,13.3,19.4,,1.5,1.3,2.8,0.157,,0.1,0.2,0.2,0.5
Terry Mills,30,50,782,7.7,0.48100000000000004,0.39299999999999996,0.16,5.3,17.1,11.4,8.1,1.3,0.8,16.9,15.8,,-0.2,1.1,0.9,0.057,,-4.1,0.3,-3.8,-0.4
Keith Askins,30,46,681,5.5,0.426,0.607,0.156,5.0,12.2,8.7,6.4,2.2,1.3,16.6,10.7,,-0.3,1.0,0.7,0.05,,-4.2,1.9,-2.3,0.0
Duane Causwell,29,37,363,9.2,0.44299999999999995,0.0,0.292,9.7,21.9,16.0,2.2,1.1,5.4,15.2,15.2,,-0.2,0.7,0.5,0.069,,-6.1,1.4,-4.7,-0.2
Brent Barry,26,17,259,11.2,0.52,0.5479999999999999,0.19399999999999998,0.9,11.4,6.3,12.8,3.0,1.1,11.8,13.7,,0.3,0.4,0.7,0.125,,-2.1,2.6,0.5,0.2
Marty Conlon,30,18,209,17.2,0.541,0.0,0.71,9.3,16.3,12.9,9.8,2.4,1.7,11.9,20.6,,0.4,0.4,0.8,0.177,,-0.4,1.2,0.8,0.1
Rex Walters,27,19,108,14.2,0.659,0.33299999999999996,0.45799999999999996,2.2,13.7,8.1,21.6,1.5,0.7,25.7,16.8,,0.2,0.1,0.3,0.134,,-0.4,1.1,0.7,0.1
Todd Day,28,5,69,14.8,0.429,0.387,0.29,7.0,3.3,5.1,18.1,5.5,0.0,7.9,25.7,,0.0,0.1,0.1,0.102,,-2.2,2.3,0.1,0.0
Charles Smith,22,11,32,-0.5,0.265,0.16699999999999998,0.111,18.9,10.7,14.7,10.5,3.4,2.3,24.1,36.3,,-0.3,0.1,-0.2,-0.32299999999999995,,-11.5,-4.7,-16.2,-0.1
Antonio Lang,25,6,29,14.9,0.7040000000000001,0.0,1.6,8.4,11.8,10.1,5.6,3.8,0.0,31.9,20.1,,0.0,0.0,0.1,0.122,,-3.0,0.5,-2.5,0.0
