Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1991,18,2735,MIN,Minnesota Timberwolves,Felton Spencer,1968-01-15,23.0,NBA,C,81.0,2099.0,13.8,0.58,0.0,0.66,14.1,21.8,17.7,1.6,1.2,3.7,13.5,11.7,3.5,2.1,5.6,0.13,-2.3,-0.4,-2.6,-0.3
1992,18,2735,MIN,Minnesota Timberwolves,Felton Spencer,1968-01-15,24.0,NBA,C,61.0,1481.0,11.2,0.5,0.0,0.54,12.1,20.6,16.2,4.7,0.9,3.2,14.6,13.8,0.7,1.2,2.0,0.06,-3.5,-0.8,-4.3,-0.9
1993,18,2735,MIN,Minnesota Timberwolves,Felton Spencer,1968-01-15,25.0,NBA,C,71.0,1296.0,8.2,0.52,0.0,0.56,12.6,17.5,15.0,1.9,0.9,3.2,19.9,12.1,0.1,0.9,1.1,0.04,-4.9,-0.9,-5.9,-1.3
1994,29,2735,UTA,Utah Jazz,Felton Spencer,1968-01-15,26.0,NBA,C,79.0,2210.0,11.7,0.54,0.0,0.54,12.5,21.8,17.2,2.8,1.0,2.1,16.9,15.1,1.4,3.2,4.7,0.1,-2.4,-0.7,-3.1,-0.6
1995,29,2735,UTA,Utah Jazz,Felton Spencer,1968-01-15,27.0,NBA,C,34.0,905.0,12.3,0.58,0.0,0.63,13.1,22.3,18.0,2.7,0.7,2.9,19.9,17.2,0.7,1.3,2.0,0.1,-2.3,-0.9,-3.2,-0.3
1996,29,2735,UTA,Utah Jazz,Felton Spencer,1968-01-15,28.0,NBA,C,71.0,1267.0,10.4,0.57,0.0,0.54,9.9,19.4,14.8,1.3,0.8,3.6,18.1,15.3,0.7,1.7,2.4,0.09,-4.3,-0.2,-4.5,-0.8
1997,31,2735,TOT,Total After Trade,Felton Spencer,1968-01-15,29.0,NBA,C,73.0,1558.0,9.2,0.52,0.0,0.57,11.9,19.8,15.8,2.1,1.1,2.5,19.9,12.7,0.4,0.9,1.3,0.04,-4.5,-1.1,-5.6,-1.4
1997,22,2735,ORL,Orlando Magic,Felton Spencer,1968-01-15,29.0,NBA,C,1.0,19.0,17.1,1.0,0.0,0.0,30.1,6.3,18.5,8.6,0.0,0.0,33.3,7.3,0.1,0.0,0.1,0.19,2.5,-1.9,0.6,0.0
1997,10,2735,GSW,Golden State Warriors,Felton Spencer,1968-01-15,29.0,NBA,C,72.0,1539.0,9.1,0.52,0.0,0.57,11.7,19.9,15.8,2.1,1.2,2.5,19.8,12.7,0.3,0.9,1.2,0.04,-4.6,-1.1,-5.6,-1.4
1998,10,2735,GSW,Golden State Warriors,Felton Spencer,1968-01-15,30.0,NBA,C,68.0,813.0,8.5,0.5,0.0,0.61,11.9,18.0,14.8,3.2,1.5,3.1,23.0,11.4,-0.2,1.0,0.9,0.05,-6.5,0.7,-5.9,-0.8
1999,10,2735,GSW,Golden State Warriors,Felton Spencer,1968-01-15,31.0,NBA,C,26.0,159.0,9.8,0.47,0.0,0.79,11.8,19.3,15.5,0.0,1.7,4.7,16.8,14.9,0.0,0.3,0.3,0.08,-6.0,1.3,-4.7,-0.1
2000,27,2735,SAS,San Antonio Spurs,Felton Spencer,1968-01-15,32.0,NBA,C,26.0,149.0,13.6,0.54,0.0,0.91,12.0,17.5,14.9,3.1,2.1,3.7,16.3,17.1,0.2,0.3,0.5,0.16,-3.8,1.7,-2.1,0.0
2001,20,2735,NYK,New York Knicks,Felton Spencer,1968-01-15,33.0,NBA,C,18.0,113.0,13.5,0.63,0.0,1.25,17.7,19.7,18.7,3.0,1.0,1.4,26.2,18.2,0.2,0.2,0.4,0.15,-4.4,-0.2,-4.6,-0.1
2002,20,2735,NYK,New York Knicks,Felton Spencer,1968-01-15,34.0,NBA,C,32.0,248.0,0.8,0.36,0.0,1.27,7.5,15.9,11.7,1.8,1.5,2.4,22.8,9.9,-0.3,0.3,-0.1,-0.01,-10.5,0.6,-9.9,-0.5
