Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998,13.0,2821,LAC,Los Angeles Clippers,Maurice Taylor,"October 30, 1976",21.0,NBA,PF,71,3,21.3,4.5,9.5,0.476,0.0,0.0,0.0,4.5,9.5,0.476,0.476,2.4,3.4,0.709,1.7,2.5,4.2,0.7,0.5,0.6,1.5,3.1,11.5
1999,13.0,2821,LAC,Los Angeles Clippers,Maurice Taylor,"October 30, 1976",22.0,NBA,PF,46,45,32.7,6.8,14.7,0.461,0.0,0.1,0.167,6.7,14.5,0.463,0.461,3.3,4.5,0.728,2.2,3.1,5.3,1.5,0.3,0.6,2.6,3.9,16.8
2000,13.0,2821,LAC,Los Angeles Clippers,Maurice Taylor,"October 30, 1976",23.0,NBA,PF,62,60,35.9,7.4,15.9,0.464,0.0,0.1,0.125,7.4,15.8,0.466,0.464,2.3,3.2,0.711,1.5,4.9,6.5,1.6,0.8,0.8,2.7,3.5,17.1
2001,11.0,2821,HOU,Houston Rockets,Maurice Taylor,"October 30, 1976",24.0,NBA,SF,69,69,28.6,5.7,11.6,0.489,0.0,0.1,0.0,5.7,11.5,0.492,0.489,1.7,2.3,0.735,1.6,3.9,5.5,1.5,0.4,0.6,1.8,3.0,13.0
2003,11.0,2821,HOU,Houston Rockets,Maurice Taylor,"October 30, 1976",26.0,NBA,PF,67,9,20.6,3.4,8.0,0.432,0.0,0.0,0.0,3.4,8.0,0.433,0.432,1.5,2.1,0.725,1.4,2.1,3.6,1.0,0.3,0.3,1.5,2.3,8.4
2004,11.0,2821,HOU,Houston Rockets,Maurice Taylor,"October 30, 1976",27.0,NBA,PF,75,10,27.7,4.9,10.2,0.48,0.0,0.0,0.0,4.9,10.2,0.481,0.48,1.7,2.3,0.736,1.7,3.4,5.1,1.4,0.6,0.6,2.0,3.4,11.5
2005,31.0,2821,TOT,Total After Trade,Maurice Taylor,"October 30, 1976",28.0,NBA,"C,PF",65,16,20.6,3.1,6.9,0.455,0.0,0.1,0.333,3.1,6.7,0.458,0.459,1.0,1.6,0.612,1.0,2.9,4.0,1.0,0.4,0.3,1.4,2.8,7.3
2005,11.0,2821,HOU,Houston Rockets,Maurice Taylor,"October 30, 1976",28.0,NBA,PF,38,16,23.8,3.3,7.7,0.435,0.1,0.2,0.375,3.3,7.5,0.437,0.44,1.0,1.6,0.65,1.1,3.2,4.3,1.4,0.4,0.3,1.7,3.2,7.8
2005,20.0,2821,NYK,New York Knicks,Maurice Taylor,"October 30, 1976",28.0,NBA,C,27,0,16.0,2.8,5.7,0.494,0.0,0.0,0.0,2.8,5.7,0.497,0.494,0.9,1.6,0.558,1.0,2.5,3.4,0.5,0.4,0.3,1.1,2.1,6.5
2006,20.0,2821,NYK,New York Knicks,Maurice Taylor,"October 30, 1976",29.0,NBA,PF,67,13,18.1,2.7,5.8,0.468,0.0,0.0,0.0,2.7,5.8,0.469,0.468,0.9,1.2,0.699,1.0,2.4,3.4,0.8,0.3,0.2,1.5,2.6,6.3
2007,26.0,2821,SAC,Sacramento Kings,Maurice Taylor,"October 30, 1976",30.0,NBA,PF,12,2,8.6,0.7,2.3,0.286,0.0,0.0,,0.7,2.3,0.286,0.286,0.7,1.1,0.615,0.8,1.5,2.3,0.4,0.3,0.1,0.5,1.3,2.0
