Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1982,24,1481,PHO,Phoenix Suns,Dennis Johnson,27,7,271,16.2,0.52,0.02,0.3,5.0,7.5,6.2,16.1,2.6,0.8,14.4,25.3,0.2,0.0,0.3,0.05,-0.6,-0.6,-1.1,0.1
1982,24,1807,PHO,Phoenix Suns,Kyle Macy,24,7,243,11.3,0.5,0.12,0.18,4.8,5.1,4.9,14.3,1.3,0.2,11.9,17.6,0.2,-0.1,0.1,0.03,-2.3,-1.7,-4.0,-0.1
1982,24,12,PHO,Phoenix Suns,Alvan Adams,27,7,233,18.9,0.57,0.0,0.3,8.6,15.6,11.9,14.7,2.8,2.3,16.8,21.1,0.3,0.1,0.5,0.1,1.1,1.2,2.3,0.3
1982,24,2488,PHO,Phoenix Suns,Truck Robinson,30,7,213,15.7,0.55,0.0,0.12,6.9,20.8,13.6,11.8,1.1,0.2,10.6,17.4,0.3,0.0,0.3,0.07,0.1,-1.0,-0.8,0.1
1982,24,1588,PHO,Phoenix Suns,Rich Kelley,28,7,191,15.4,0.54,0.0,0.37,9.9,17.8,13.7,19.1,1.5,0.8,16.0,15.4,0.3,0.0,0.4,0.09,-0.1,0.5,0.4,0.1
1982,24,702,PHO,Phoenix Suns,Walter Davis,27,7,173,20.0,0.5,0.03,0.21,3.0,11.2,6.9,26.1,1.3,0.3,8.7,31.5,0.3,0.0,0.3,0.09,1.2,-1.6,-0.4,0.1
1982,24,2109,PHO,Phoenix Suns,Larry Nance,22,7,128,18.1,0.61,0.0,0.2,10.7,16.8,13.6,7.1,3.6,4.5,21.2,17.4,0.1,0.1,0.2,0.08,-0.5,2.5,2.0,0.1
1982,24,2579,PHO,Phoenix Suns,Alvin Scott,26,7,127,13.2,0.45,0.12,0.25,6.6,7.2,6.9,12.9,2.9,5.4,12.3,12.5,0.0,0.1,0.1,0.04,-0.5,3.1,2.6,0.1
1982,24,594,PHO,Phoenix Suns,Jeff Cook,25,7,45,13.0,0.5,0.0,0.0,14.0,7.6,10.9,17.8,2.1,2.4,20.0,8.7,0.1,0.0,0.1,0.07,0.3,1.5,1.7,0.0
1982,24,324,PHO,Phoenix Suns,Dudley Bradley,24,7,24,-0.9,0.3,0.0,0.12,0.0,4.7,2.3,23.6,1.9,2.2,37.2,22.0,-0.1,0.0,-0.1,-0.29,-10.1,-2.7,-12.8,-0.1
1982,24,1654,PHO,Phoenix Suns,Joel Kramer,26,4,20,23.4,0.72,0.0,0.43,10.5,17.0,13.6,7.0,2.3,0.0,10.7,18.3,0.1,0.0,0.1,0.2,3.8,0.7,4.5,0.0
1982,24,811,PHO,Phoenix Suns,Craig Dykema,22,6,12,-4.4,0.17,0.0,0.0,0.0,37.8,18.2,9.5,0.0,0.0,14.3,22.9,-0.1,0.0,-0.1,-0.31,-16.1,-4.7,-20.8,-0.1
