Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2001,14,1018,LAL,Los Angeles Lakers,Devean George,"August 29, 1977",23.0,NBA,SF,59.0,593.0,6.2,0.39,0.33,0.27,6.7,14.1,10.5,4.8,1.3,1.8,12.8,20.0,-0.7,0.4,-0.3,-0.02,-5.6,-2.0,-7.6,-0.8
2002,14,1018,LAL,Los Angeles Lakers,Devean George,"August 29, 1977",24.0,NBA,SF,82.0,1759.0,12.6,0.5,0.34,0.24,4.9,14.0,9.5,9.4,2.1,1.7,10.2,16.4,1.6,2.6,4.2,0.11,-0.8,1.0,0.3,1.0
2003,14,1018,LAL,Los Angeles Lakers,Devean George,"August 29, 1977",25.0,NBA,SF,71.0,1613.0,11.4,0.48,0.29,0.23,6.3,13.7,10.0,8.6,1.8,1.7,11.4,15.7,1.2,1.4,2.7,0.08,-1.3,-0.3,-1.5,0.2
2004,14,1018,LAL,Los Angeles Lakers,Devean George,"August 29, 1977",26.0,NBA,SF,82.0,1951.0,11.5,0.49,0.33,0.17,5.0,14.4,9.6,8.9,2.2,1.4,12.5,16.1,0.8,2.5,3.4,0.08,-1.2,0.7,-0.4,0.8
2005,14,1018,LAL,Los Angeles Lakers,Devean George,"August 29, 1977",27.0,NBA,SF,15.0,306.0,10.7,0.49,0.56,0.19,4.8,14.6,9.8,7.5,1.4,0.5,9.6,18.4,0.2,0.1,0.3,0.04,-1.6,-2.4,-3.9,-0.2
2006,14,1018,LAL,Los Angeles Lakers,Devean George,"August 29, 1977",28.0,NBA,SF,71.0,1542.0,11.3,0.48,0.38,0.2,6.3,14.6,10.5,6.9,2.3,1.7,10.4,15.3,0.7,2.0,2.6,0.08,-1.3,0.5,-0.8,0.4
2007,7,1018,DAL,Dallas Mavericks,Devean George,"August 29, 1977",29.0,NBA,SF,60.0,1283.0,9.7,0.49,0.4,0.13,5.5,14.3,10.0,4.0,1.9,1.4,11.5,16.1,0.1,1.9,2.1,0.08,-2.2,0.6,-1.5,0.2
2008,7,1018,DAL,Dallas Mavericks,Devean George,"August 29, 1977",30.0,NBA,SF,53.0,821.0,7.0,0.44,0.33,0.16,4.1,14.9,9.6,6.3,1.2,1.2,9.8,14.0,-0.3,1.0,0.7,0.04,-3.4,0.6,-2.8,-0.2
2009,7,1018,DAL,Dallas Mavericks,Devean George,"August 29, 1977",31.0,NBA,SF,43.0,708.0,7.0,0.48,0.54,0.16,4.1,8.5,6.3,3.0,1.7,1.1,10.1,10.9,0.1,0.6,0.6,0.04,-3.2,0.4,-2.8,-0.1
2010,10,1018,GSW,Golden State Warriors,Devean George,"August 29, 1977",32.0,NBA,SF,45.0,761.0,11.6,0.56,0.6,0.11,3.0,13.8,8.3,5.8,2.6,0.9,6.5,13.0,0.8,0.5,1.3,0.08,-0.9,0.1,-0.8,0.2
