Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003,20.0,PHO,NBA,PF,6.0,6.0,203.0,6.0,11.5,0.523,0.2,0.2,1.0,5.9,11.3,0.516,2.8,5.0,0.571,2.8,5.5,8.3,1.2,1.8,1.6,3.4,5.0,15.1
2005,22.0,PHO,NBA,C,15.0,15.0,601.0,9.2,17.0,0.539,0.0,0.2,0.0,9.2,16.8,0.544,8.6,11.0,0.781,3.6,6.0,9.6,1.1,0.6,1.8,2.8,3.5,26.9
2007,24.0,PHO,NBA,C,10.0,10.0,343.0,9.6,18.3,0.523,0.1,0.3,0.333,9.4,17.9,0.526,7.3,9.6,0.769,3.1,9.6,12.7,0.6,1.4,2.0,2.0,4.1,26.6
2008,25.0,PHO,NBA,C,5.0,5.0,204.0,8.5,17.5,0.485,0.2,0.7,0.25,8.3,16.8,0.495,3.4,5.3,0.633,2.6,5.3,7.9,0.4,1.2,2.1,2.5,3.4,20.5
2010,27.0,PHO,NBA,PF,16.0,16.0,584.0,7.6,14.7,0.519,0.0,0.2,0.0,7.6,14.5,0.528,6.6,8.8,0.754,2.8,3.7,6.5,1.1,0.7,1.5,2.5,3.3,21.9
2011,28.0,NYK,NBA,C,4.0,4.0,134.0,5.6,14.8,0.382,0.0,0.0,,5.6,14.8,0.382,4.3,6.4,0.667,3.0,5.4,8.3,1.9,0.3,0.8,3.2,2.7,15.6
2012,29.0,NYK,NBA,PF,4.0,4.0,139.0,5.2,9.3,0.556,0.0,0.0,,5.2,9.3,0.556,5.4,7.3,0.75,2.1,4.7,6.7,0.8,1.3,0.3,3.1,4.1,15.8
2013,30.0,NYK,NBA,PF,4.0,0.0,33.0,5.5,14.2,0.385,1.1,1.1,1.0,4.4,13.1,0.333,4.4,4.4,1.0,4.4,5.5,9.8,0.0,0.0,0.0,3.3,9.8,16.4
2015,32.0,DAL,NBA,PF,5.0,0.0,75.0,7.2,16.8,0.429,0.0,0.0,,7.2,16.8,0.429,4.3,6.2,0.692,3.4,4.3,7.7,1.4,0.5,1.4,3.4,7.7,18.7
2016,33.0,MIA,NBA,C,9.0,2.0,82.0,4.8,8.3,0.579,0.0,0.0,,4.8,8.3,0.579,3.5,3.5,1.0,1.3,4.4,5.7,0.0,2.2,1.3,4.0,6.1,13.2
