Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2011,29,3132,UTA,Utah Jazz,Deron Williams,26,53,53,37.9,7.0,15.2,0.46,1.7,4.9,0.34,5.3,10.3,0.51,0.51,5.7,6.7,0.85,0.6,3.3,3.9,9.7,1.2,0.2,3.5,2.9,21.3
2011,29,1440,UTA,Utah Jazz,Al Jefferson,26,82,82,35.9,8.0,16.1,0.5,0.0,0.0,,8.0,16.1,0.5,0.5,2.7,3.5,0.76,2.9,6.8,9.7,1.8,0.6,1.9,1.3,2.9,18.6
2011,29,2002,UTA,Utah Jazz,Paul Millsap,25,76,76,34.3,6.9,13.0,0.53,0.1,0.3,0.39,6.8,12.7,0.54,0.54,3.4,4.4,0.76,2.2,5.5,7.6,2.5,1.4,0.9,1.9,3.6,17.3
2011,29,1199,UTA,Utah Jazz,Devin Harris,27,17,16,31.2,4.9,11.8,0.41,1.5,4.1,0.36,3.4,7.7,0.44,0.48,4.5,5.6,0.81,0.4,2.0,2.4,5.4,0.8,0.1,2.9,1.9,15.8
2011,29,1626,UTA,Utah Jazz,Andrei Kirilenko,29,64,62,31.2,4.0,8.5,0.47,0.6,1.5,0.37,3.4,6.9,0.49,0.5,3.3,4.2,0.77,1.6,3.5,5.1,3.0,1.3,1.2,1.8,1.8,11.7
2011,29,211,UTA,Utah Jazz,Raja Bell,34,68,63,30.8,2.8,6.9,0.41,1.0,2.8,0.35,1.8,4.0,0.45,0.48,1.3,1.5,0.89,0.5,2.1,2.6,1.7,0.8,0.2,0.9,2.5,8.0
2011,29,1983,UTA,Utah Jazz,C.J. Miles,23,78,19,25.2,4.7,11.5,0.41,1.4,4.3,0.32,3.3,7.2,0.46,0.47,2.0,2.5,0.81,0.7,2.6,3.3,1.7,0.9,0.5,1.2,2.8,12.8
2011,29,895,UTA,Utah Jazz,Derrick Favors,19,22,4,20.2,3.4,6.4,0.53,0.0,0.0,,3.4,6.4,0.53,0.53,1.5,2.6,0.56,2.0,3.2,5.2,0.8,0.5,1.2,1.0,2.9,8.2
2011,29,3041,UTA,Utah Jazz,Earl Watson,31,80,13,19.6,1.6,3.8,0.41,0.5,1.3,0.34,1.1,2.5,0.45,0.47,0.7,1.0,0.67,0.7,1.6,2.3,3.5,0.8,0.2,1.5,1.8,4.3
2011,29,1238,UTA,Utah Jazz,Gordon Hayward,20,72,17,16.9,2.0,4.1,0.48,0.5,1.0,0.47,1.5,3.0,0.49,0.54,1.0,1.3,0.71,0.6,1.4,1.9,1.1,0.4,0.3,1.0,1.5,5.4
2011,29,3050,UTA,Utah Jazz,Kyle Weaver,24,5,0,13.8,1.8,5.0,0.36,0.6,1.4,0.43,1.2,3.6,0.33,0.42,1.4,1.6,0.88,0.4,1.6,2.0,1.4,0.4,0.4,1.4,0.6,5.6
2011,29,2196,UTA,Utah Jazz,Mehmet Okur,31,13,0,12.9,1.7,4.8,0.36,0.4,1.2,0.31,1.3,3.5,0.37,0.4,1.2,1.5,0.75,0.7,1.6,2.3,1.5,0.3,0.3,0.5,1.4,4.9
2011,29,2361,UTA,Utah Jazz,Ronnie Price,27,59,0,12.2,1.3,3.6,0.35,0.3,1.2,0.29,0.9,2.4,0.38,0.4,0.5,0.7,0.74,0.4,0.7,1.0,0.9,0.7,0.1,0.9,1.8,3.3
2011,29,856,UTA,Utah Jazz,Francisco Elson,34,62,1,9.8,0.9,1.8,0.48,0.0,0.0,,0.9,1.8,0.48,0.48,0.4,0.5,0.84,0.6,1.3,1.9,0.5,0.3,0.2,0.5,1.4,2.2
2011,29,877,UTA,Utah Jazz,Jeremy Evans,23,49,3,9.4,1.6,2.3,0.66,0.0,0.0,0.0,1.6,2.3,0.67,0.66,0.5,0.8,0.7,0.7,1.2,2.0,0.5,0.3,0.3,0.4,1.0,3.6
2011,29,913,UTA,Utah Jazz,Kyrylo Fesenko,24,53,1,8.6,0.8,1.9,0.44,0.0,0.0,0.0,0.8,1.9,0.44,0.44,0.3,0.9,0.39,0.6,1.4,2.0,0.3,0.1,0.3,0.5,1.7,2.0
2011,29,617,UTA,Utah Jazz,Marcus Cousin,24,4,0,4.5,0.5,0.8,0.67,0.0,0.0,,0.5,0.8,0.67,0.67,0.0,0.0,,0.0,0.8,0.8,0.0,0.0,0.3,0.3,0.3,1.0
