PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
LeBron James,25,11,11,460,11.9,23.8,0.502,2.3,5.6,0.4,9.7,18.1,0.534,9.9,13.5,0.733,1.7,9.8,11.5,9.5,2.1,2.3,4.7,2.6,36.1,,117,103
Mo Williams,27,11,11,411,6.6,16.0,0.409,2.1,6.6,0.327,4.4,9.5,0.467,4.7,5.8,0.804,0.4,3.9,4.3,7.4,0.8,0.3,2.9,4.4,19.9,,108,111
Antawn Jamison,33,11,11,375,8.8,18.9,0.467,1.4,5.4,0.256,7.5,13.5,0.551,4.1,5.7,0.732,2.2,9.0,11.2,1.9,1.0,1.5,2.5,5.3,23.2,,105,106
Anthony Parker,34,11,11,331,4.7,10.0,0.469,3.1,6.9,0.455,1.6,3.1,0.5,1.7,2.3,0.733,0.2,3.9,4.1,2.2,1.4,0.5,1.7,2.5,14.3,,114,110
Delonte West,26,11,0,269,5.4,12.9,0.418,0.6,3.7,0.158,4.8,9.3,0.521,2.9,3.1,0.938,1.2,2.9,4.0,5.6,1.7,0.6,3.7,3.1,14.3,,95,109
Anderson Varejão,27,11,0,255,4.1,9.8,0.41700000000000004,0.0,0.2,0.0,4.1,9.6,0.426,4.7,6.3,0.742,4.5,10.0,14.4,1.4,2.2,1.8,2.4,7.7,12.8,,105,103
Shaquille O'Neal,37,11,11,243,10.2,19.8,0.516,0.0,0.0,,10.2,19.8,0.516,6.6,10.0,0.66,4.5,8.5,13.0,3.2,0.4,2.8,5.1,8.7,27.1,,102,106
Jamario Moon,29,11,0,113,6.4,11.0,0.583,3.7,7.3,0.5,2.8,3.7,0.75,0.9,1.4,0.667,0.9,6.4,7.3,2.3,1.8,2.3,0.0,3.7,17.4,,153,105
J.J. Hickson,21,11,0,79,9.2,14.4,0.636,0.0,0.0,,9.2,14.4,0.636,7.2,10.5,0.688,0.7,5.3,5.9,0.7,0.0,0.0,3.9,5.9,25.6,,110,112
Zydrunas Ilgauskas,34,7,0,69,3.8,9.8,0.385,0.0,0.0,,3.8,9.8,0.385,1.5,2.3,0.667,5.3,3.0,8.3,2.3,0.0,5.3,0.8,7.5,9.0,,109,108
Daniel Gibson,23,5,0,23,4.5,15.8,0.28600000000000003,2.3,9.0,0.25,2.3,6.8,0.33299999999999996,4.5,4.5,1.0,0.0,6.8,6.8,2.3,0.0,0.0,4.5,6.8,15.8,,78,111
Leon Powe,26,3,0,9,5.8,23.0,0.25,0.0,0.0,,5.8,23.0,0.25,17.3,23.0,0.75,5.8,5.8,11.5,0.0,0.0,0.0,5.8,17.3,28.8,,88,111
Jawad Williams,26,3,0,4,0.0,25.9,0.0,0.0,25.9,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,,0,115
