Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980-81,22.0,GSW,NBA,C,82,,35.6,7.5,15.3,.491,0.0,0.0,.000,7.5,15.3,.492,.491,3.8,5.4,.716,3.3,5.9,9.3,1.4,0.6,1.5,3.0,3.8,18.9
1981-82,23.0,GSW,NBA,C,76,75,34.6,6.9,13.4,.519,0.0,0.0,.000,6.9,13.4,.519,.519,3.1,4.3,.728,2.8,5.6,8.3,0.8,0.8,1.7,2.7,3.5,17.0
1982-83,24.0,GSW,NBA,C,79,79,37.8,9.9,19.4,.513,0.0,0.0,.000,9.9,19.3,.514,.513,4.3,5.9,.719,2.8,5.9,8.7,2.1,1.4,2.0,3.6,3.3,24.1
1983-84,25.0,GSW,NBA,C,80,80,37.0,8.3,17.4,.477,0.0,0.0,.000,8.3,17.4,.477,.477,3.9,5.4,.723,2.9,5.0,8.0,2.5,1.3,1.8,3.4,3.1,20.5
1984-85,26.0,Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy)
1985-86,27.0,GSW,NBA,C,79,79,35.5,8.2,17.8,.463,0.0,0.0,.000,8.2,17.7,.464,.463,4.8,6.3,.752,2.4,6.0,8.5,2.2,1.3,1.8,3.5,3.5,21.2
1986-87,28.0,GSW,NBA,C,81,81,33.6,8.5,18.0,.472,0.0,0.0,,8.5,18.0,.472,.472,4.2,5.3,.787,2.1,5.1,7.3,2.6,1.1,1.5,2.8,3.1,21.2
1987-88,29.0,TOT,NBA,C,77,30,26.0,5.2,12.0,.435,0.0,0.0,.000,5.2,12.0,.436,.435,2.2,2.9,.764,1.7,4.6,6.4,1.5,0.6,1.4,2.1,2.5,12.7
1987-88,29.0,GSW,NBA,C,14,14,29.1,5.6,14.9,.378,0.0,0.1,.000,5.6,14.9,.380,.378,4.2,5.3,.797,1.5,5.1,6.6,1.4,0.9,1.8,3.1,3.3,15.5
1987-88,29.0,HOU,NBA,C,63,16,25.3,5.1,11.3,.452,0.0,0.0,.000,5.1,11.3,.452,.452,1.8,2.4,.748,1.7,4.5,6.3,1.5,0.6,1.3,1.9,2.4,12.0
1988-89,30.0,NJN,NBA,C,64,62,31.2,5.7,12.7,.448,0.0,0.0,,5.7,12.7,.448,.448,2.8,3.4,.800,1.8,5.5,7.4,1.6,1.1,1.3,2.2,3.0,14.1
1989-90,31.0,TOT,NBA,C,76,47,22.6,4.1,10.0,.411,0.0,0.0,.000,4.1,10.0,.412,.411,1.8,2.3,.774,1.8,4.1,5.8,1.3,0.6,1.5,1.9,2.5,10.0
1989-90,31.0,NJN,NBA,C,46,20,21.8,3.5,8.8,.393,0.0,0.0,.000,3.5,8.8,.395,.393,1.8,2.3,.794,1.8,3.7,5.4,0.9,0.4,1.2,1.4,2.7,8.8
1989-90,31.0,DEN,NBA,C,30,27,24.0,5.1,11.8,.432,0.0,0.0,,5.1,11.8,.432,.432,1.7,2.3,.743,1.7,4.7,6.4,1.8,0.9,2.0,2.6,2.3,11.9
1990-91,32.0,PHO,NBA,C,11,0,8.7,1.2,3.3,.361,0.0,0.0,,1.2,3.3,.361,.361,1.0,1.1,.917,0.3,1.9,2.2,1.0,0.1,0.7,1.1,1.6,3.4
