Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
2012,7,DAL,Dallas Mavericks,Dirk Nowitzki,33,4,4,154,11.7,26.5,0.44,0.3,2.1,0.17,11.3,24.4,0.46,13.1,14.4,0.9,1.0,7.6,8.6,2.4,1.0,0.0,3.4,3.1,36.8,,111,113
2012,7,DAL,Dallas Mavericks,Jason Kidd,38,4,4,144,5.1,15.1,0.34,3.3,9.6,0.35,1.8,5.5,0.33,3.3,3.7,0.9,1.1,7.7,8.8,8.8,4.4,0.4,4.0,2.6,16.9,,101,105
2012,7,DAL,Dallas Mavericks,Shawn Marion,33,4,4,140,6.4,15.1,0.42,1.5,5.3,0.29,4.9,9.8,0.5,3.4,3.8,0.9,3.4,8.7,12.1,1.5,0.4,1.9,3.8,5.3,17.8,,98,111
2012,7,DAL,Dallas Mavericks,Jason Terry,34,4,1,139,7.6,16.8,0.46,3.8,7.6,0.5,3.8,9.1,0.42,1.9,3.0,0.62,0.4,3.0,3.4,5.7,0.4,0.0,3.0,4.2,21.0,,109,116
2012,7,DAL,Dallas Mavericks,Vince Carter,35,4,0,107,5.9,20.3,0.29,1.5,4.9,0.3,4.5,15.3,0.29,3.0,4.0,0.75,2.5,8.4,10.9,0.5,2.5,1.0,3.0,5.4,16.3,,76,108
2012,7,DAL,Dallas Mavericks,Delonte West,28,4,3,88,6.6,15.6,0.42,1.8,3.6,0.5,4.8,12.0,0.4,3.0,3.0,1.0,1.2,3.0,4.2,4.8,1.8,0.0,1.8,3.0,18.1,,112,113
2012,7,DAL,Dallas Mavericks,Ian Mahinmi,25,4,0,70,6.8,10.6,0.64,0.0,0.0,,6.8,10.6,0.64,8.3,9.8,0.85,6.8,6.8,13.6,0.0,2.3,2.3,0.8,9.8,21.9,,156,107
2012,7,DAL,Dallas Mavericks,Brendan Haywood,32,4,4,61,3.5,12.2,0.29,0.0,0.0,,3.5,12.2,0.29,4.3,6.9,0.62,6.1,5.2,11.3,0.9,0.9,1.7,1.7,6.9,11.3,,91,112
2012,7,DAL,Dallas Mavericks,Brandan Wright,24,4,0,27,3.9,9.8,0.4,0.0,0.0,,3.9,9.8,0.4,2.0,3.9,0.5,3.9,5.9,9.8,0.0,2.0,2.0,5.9,7.8,9.8,,67,109
2012,7,DAL,Dallas Mavericks,Rodrigue Beaubois,23,2,0,12,0.0,8.8,0.0,0.0,4.4,0.0,0.0,4.4,0.0,0.0,0.0,,0.0,4.4,4.4,8.8,0.0,0.0,4.4,4.4,0.0,,33,116
2012,7,DAL,Dallas Mavericks,Brian Cardinal,34,2,0,9,5.9,11.8,0.5,5.9,5.9,1.0,0.0,5.9,0.0,0.0,0.0,,0.0,17.7,17.7,0.0,0.0,0.0,0.0,0.0,17.7,,149,110
2012,7,DAL,Dallas Mavericks,Kelenna Azubuike,28,1,0,5,10.6,31.8,0.33,10.6,10.6,1.0,0.0,21.2,0.0,0.0,0.0,,10.6,0.0,10.6,0.0,10.6,0.0,10.6,0.0,31.8,,83,95
2012,7,DAL,Dallas Mavericks,Yi Jianlian,24,1,0,5,10.6,31.8,0.33,0.0,10.6,0.0,10.6,21.2,0.5,0.0,10.6,0.0,0.0,21.2,21.2,0.0,10.6,0.0,0.0,0.0,21.2,,61,85
