PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Kelly Tripucka,26,4,175,11.5,0.536,0.0,0.324,5.8,8.7,7.2,7.0,0.8,0.7,16.5,22.0,,0.0,0.1,0.1,0.02,,-0.2,-1.7,-1.9,0.0
Bill Laimbeer,28,4,168,17.6,0.5760000000000001,0.015,0.33799999999999997,12.1,25.2,18.2,0.8,0.6,1.0,9.3,20.3,,0.4,0.1,0.5,0.14,,2.1,-1.4,0.7,0.1
Isiah Thomas,24,4,163,21.1,0.496,0.055,0.396,5.0,10.1,7.4,43.7,2.6,1.1,13.7,30.2,,0.2,0.1,0.3,0.091,,5.7,1.2,6.9,0.4
Joe Dumars,22,4,147,15.2,0.63,0.0,0.366,4.2,5.6,4.8,22.5,1.3,0.0,12.8,14.7,,0.3,0.0,0.4,0.126,,2.3,1.1,3.5,0.2
Earl Cureton,28,4,126,10.9,0.521,0.032,0.258,9.7,16.8,13.0,9.0,1.1,0.0,12.7,12.4,,0.1,0.1,0.1,0.057,,0.0,0.0,0.0,0.1
Vinnie Johnson,29,4,85,16.4,0.466,0.02,0.265,9.6,12.4,10.9,19.4,1.7,0.0,8.4,27.9,,0.0,0.0,0.1,0.045,,1.3,-1.5,-0.2,0.0
Rick Mahorn,27,4,61,2.1,0.43200000000000005,0.0,0.154,5.0,17.3,10.7,0.0,0.8,0.0,17.8,11.0,,-0.1,0.0,0.0,-0.023,,-7.1,-0.9,-7.9,-0.1
Kent Benson,31,4,55,3.7,0.4,0.0,0.0,5.6,21.4,12.9,0.0,0.0,2.1,9.1,7.9,,0.0,0.0,0.0,0.011000000000000001,,-5.2,-0.8,-6.0,-0.1
Tony Campbell,23,2,16,2.4,0.414,0.0,0.2,0.0,14.7,6.8,0.0,0.0,0.0,8.4,29.5,,0.0,0.0,0.0,-0.11800000000000001,,-10.0,-5.1,-15.1,-0.1
John Long,29,1,13,9.5,0.5539999999999999,0.0,0.6,0.0,9.0,4.2,0.0,3.7,0.0,24.0,25.4,,0.0,0.0,0.0,-0.033,,-3.4,-0.8,-4.3,0.0
Chuck Nevitt,26,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.011000000000000001,,-1.6,-2.6,-4.2,0.0
