Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
2014,14,1577,LAL,Los Angeles Lakers,Chris Kaman,31,39,13,736,11.6,22.9,0.51,0.0,0.2,0.0,11.6,22.7,0.51,3.4,4.5,0.76,3.6,11.6,15.1,3.8,0.7,2.6,4.9,6.1,26.7,97,107
2014,14,1200,LAL,Los Angeles Lakers,Elias Harris,24,2,0,11,0.0,4.4,0.0,0.0,0.0,,0.0,4.4,0.0,0.0,0.0,,4.4,0.0,4.4,4.4,4.4,0.0,0.0,0.0,0.0,92,110
2014,14,1962,LAL,Los Angeles Lakers,Jodie Meeks,26,77,70,2556,7.9,17.0,0.46,3.1,7.7,0.4,4.8,9.3,0.51,4.2,4.9,0.86,0.6,3.1,3.7,2.6,2.1,0.1,2.1,2.3,23.0,112,113
2014,14,890,LAL,Los Angeles Lakers,Jordan Farmar,27,41,5,912,8.1,19.4,0.42,3.7,8.5,0.44,4.3,10.9,0.4,2.3,3.1,0.75,1.1,4.5,5.5,10.6,2.0,0.4,5.1,3.5,22.2,101,112
2014,14,1290,LAL,Los Angeles Lakers,Jordan Hill,26,72,32,1500,9.3,16.9,0.55,0.0,0.0,0.0,9.3,16.9,0.55,4.0,5.9,0.68,6.3,11.1,17.3,1.8,0.9,2.1,2.4,5.6,22.6,115,108
2014,14,1844,LAL,Los Angeles Lakers,Kendall Marshall,22,54,45,1564,5.3,13.0,0.41,2.2,5.5,0.4,3.1,7.5,0.41,0.6,1.1,0.53,0.5,4.4,4.8,14.8,1.5,0.1,4.7,2.4,13.4,101,113
2014,14,198,LAL,Los Angeles Lakers,Kent Bazemore,24,23,15,643,8.4,18.6,0.45,2.5,6.7,0.37,5.9,11.9,0.5,3.6,5.5,0.64,0.4,5.4,5.8,5.4,2.3,0.5,3.9,4.5,22.8,98,110
2014,14,408,LAL,Los Angeles Lakers,Kobe Bryant,35,6,6,177,8.5,20.1,0.42,0.8,4.4,0.19,7.7,15.7,0.49,4.9,5.8,0.86,0.5,6.6,7.1,10.4,1.9,0.3,9.3,2.5,22.8,84,111
2014,14,1205,LAL,Los Angeles Lakers,Manny Harris,24,9,0,180,7.6,18.9,0.4,1.9,5.4,0.35,5.7,13.5,0.42,2.7,3.2,0.83,1.9,7.3,9.2,3.0,1.1,0.3,2.4,2.7,19.7,95,112
2014,14,364,LAL,Los Angeles Lakers,MarShon Brooks,25,18,0,228,9.2,18.8,0.49,2.3,4.1,0.58,6.8,14.7,0.46,3.8,5.5,0.69,1.7,4.7,6.4,4.5,2.6,0.6,3.6,3.4,24.5,105,110
2014,14,3259,LAL,Los Angeles Lakers,Nick Young,28,64,9,1810,10.4,23.9,0.44,3.6,9.4,0.39,6.8,14.5,0.47,6.3,7.7,0.82,0.8,3.7,4.5,2.6,1.2,0.3,2.6,4.2,30.7,107,114
2014,14,1008,LAL,Los Angeles Lakers,Pau Gasol,33,60,60,1884,11.0,22.9,0.48,0.1,0.4,0.29,10.9,22.5,0.48,4.8,6.6,0.74,3.2,11.8,15.0,5.2,0.7,2.4,3.6,3.2,26.9,102,108
2014,14,2539,LAL,Los Angeles Lakers,Robert Sacre,24,65,13,1089,6.4,13.4,0.48,0.0,0.0,,6.4,13.4,0.48,2.9,4.2,0.68,3.7,7.7,11.3,2.3,1.1,2.1,2.0,6.0,15.6,105,110
2014,14,1590,LAL,Los Angeles Lakers,Ryan Kelly,22,59,25,1312,5.8,13.8,0.42,1.8,5.3,0.34,4.0,8.5,0.48,4.1,5.0,0.82,1.6,6.6,8.1,3.5,1.2,1.7,1.7,5.5,17.5,110,111
2014,14,3178,LAL,Los Angeles Lakers,Shawne Williams,27,36,13,751,4.7,12.4,0.38,2.7,8.4,0.33,2.0,4.1,0.49,0.9,1.3,0.7,1.6,9.2,10.8,1.9,1.2,1.9,1.4,6.0,13.1,100,108
2014,14,260,LAL,Los Angeles Lakers,Steve Blake,33,27,27,891,4.8,12.7,0.38,2.8,7.2,0.4,2.0,5.6,0.35,1.5,1.9,0.8,0.4,5.2,5.6,11.2,1.9,0.1,3.9,2.7,14.0,103,112
2014,14,2112,LAL,Los Angeles Lakers,Steve Nash,39,15,10,313,5.6,14.6,0.38,1.2,3.7,0.33,4.4,10.9,0.4,3.4,3.7,0.92,0.6,3.9,4.5,13.4,1.1,0.3,4.8,2.8,15.9,100,114
2014,14,1517,LAL,Los Angeles Lakers,Wesley Johnson,26,79,62,2240,6.0,14.1,0.42,2.2,5.9,0.37,3.8,8.3,0.47,1.3,1.7,0.79,1.5,6.0,7.6,2.7,1.9,1.7,2.0,4.5,15.5,100,110
2014,14,1262,LAL,Los Angeles Lakers,Xavier Henry,22,43,5,908,7.7,18.5,0.42,1.5,4.3,0.35,6.2,14.1,0.44,6.2,9.5,0.66,1.3,4.8,6.1,2.7,2.4,0.4,3.1,4.2,23.1,97,111
