NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,Miloš Babić,PF,7-0,240,1968-11-23,RS,R,Tennessee Technological University
20,Winston Bennett,SF,6-7,210,1965-02-09,US,1,Kentucky
52,Chucky Brown,SF,6-7,214,1968-02-29,US,1,NC State
33,Derrick Chievous,SF,6-7,195,1967-07-03,US,2,Missouri
43,Brad Daugherty,C,7-0,245,1965-10-19,US,4,UNC
3,Craig Ehlo,SG,6-6,180,1961-08-11,US,7,Washington State
35,Danny Ferry,PF,6-10,230,1966-10-17,US,R,Duke
32,Henry James,PF,6-8,220,1965-07-29,US,R,"South Plains College, St. Mary's University"
5,Steve Kerr,PG,6-3,175,1965-09-27,LB,2,Arizona
23,John Morton,SF,6-3,180,1967-05-18,US,1,Seton Hall
22,Larry Nance,PF,6-10,205,1959-02-12,US,9,Clemson
24,Gerald Paddio,SF,6-7,205,1965-04-21,US,R,UNLV
25,Mark Price,PG,6-0,170,1964-02-15,US,4,Georgia Tech
1,Darnell Valentine,PG,6-1,183,1959-02-03,US,8,Kansas
18,Hot Rod Williams,C,6-11,215,1962-08-09,US,4,Tulane
2,Mike Woodson,SG,6-5,195,1958-03-24,US,10,Indiana
