PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Magic Johnson,25,77,77,2781,8.4,15.0,0.561,0.1,0.6,0.18899999999999997,8.3,14.4,0.5770000000000001,6.5,7.8,0.843,1.5,6.5,8.0,16.2,1.9,0.4,5.1,2.6,23.5,,123,107
James Worthy,23,80,76,2696,10.5,18.4,0.5720000000000001,0.0,0.1,0.0,10.5,18.3,0.5760000000000001,3.3,4.2,0.7759999999999999,2.9,5.9,8.8,3.5,1.5,1.2,3.4,3.4,24.3,,114,107
Kareem Abdul-Jabbar,37,79,79,2630,12.8,21.3,0.599,0.0,0.0,0.0,12.8,21.3,0.6,5.1,7.0,0.732,2.9,8.1,11.0,4.4,1.1,2.9,3.5,4.2,30.7,,120,105
Byron Scott,23,81,65,2305,10.9,20.2,0.539,0.5,1.2,0.433,10.4,19.0,0.546,3.8,4.6,0.82,1.1,3.1,4.2,4.9,2.0,0.3,2.8,4.0,26.1,,116,109
Michael Cooper,28,82,20,2189,5.9,12.6,0.465,0.7,2.6,0.285,5.1,10.0,0.513,2.4,2.8,0.865,1.2,4.2,5.4,9.1,2.0,1.0,3.3,4.4,14.9,,110,108
Kurt Rambis,26,82,46,1617,5.2,9.4,0.5539999999999999,0.0,0.0,,5.2,9.4,0.5539999999999999,2.0,3.0,0.66,4.7,10.5,15.2,2.0,2.4,1.4,2.8,6.1,12.4,,110,102
Larry Spriggs,25,75,32,1292,7.0,12.7,0.5479999999999999,0.0,0.1,0.0,7.0,12.6,0.5529999999999999,4.0,5.3,0.767,2.8,5.4,8.2,4.8,1.7,0.5,4.1,7.0,18.0,,108,108
Bob McAdoo,33,66,0,1254,10.5,20.2,0.52,0.0,0.0,0.0,10.5,20.2,0.521,4.5,6.0,0.753,2.9,8.0,10.9,2.5,0.7,2.0,3.5,6.3,25.6,,108,107
Mike McGee,25,76,3,1170,13.1,24.3,0.5379999999999999,0.9,2.4,0.361,12.2,21.9,0.557,3.7,6.4,0.588,3.9,2.7,6.6,2.8,1.6,0.3,3.2,5.8,30.8,,112,110
Jamaal Wilkes,31,42,8,761,9.0,18.5,0.488,0.0,0.1,0.0,9.0,18.5,0.49,3.1,4.0,0.773,2.1,3.6,5.7,2.5,1.2,0.2,3.0,4.0,21.2,,103,111
Mitch Kupchak,30,58,3,716,8.0,15.8,0.504,0.0,0.0,,8.0,15.8,0.504,3.9,5.9,0.659,4.4,7.5,12.0,1.4,1.2,1.3,3.1,6.8,19.9,,106,107
Ronnie Lester,26,32,1,278,5.7,13.7,0.415,0.0,0.2,0.0,5.7,13.5,0.42,3.5,5.2,0.677,0.7,3.7,4.3,13.4,2.5,0.5,5.4,4.2,14.9,,97,107
Chuck Nevitt,25,11,0,59,3.9,13.4,0.294,0.0,0.0,,3.9,13.4,0.294,1.6,6.3,0.25,3.9,11.8,15.8,2.4,0.0,11.8,7.9,15.8,9.5,,55,96
Earl Jones,24,2,0,7,0.0,6.6,0.0,0.0,0.0,,0.0,6.6,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,,0,116
