Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996,9,2420,DET,Detroit Pistons,22.0,NBA,PF,69.0,46.0,14.4,1.5,2.7,0.57,0.0,0.0,,1.5,2.7,0.57,0.57,0.7,1.1,0.66,1.1,1.8,2.9,0.2,0.7,0.6,0.6,2.9,3.8
1997,9,2420,DET,Detroit Pistons,23.0,NBA,PF,47.0,14.0,9.8,1.1,2.4,0.48,0.0,0.0,0.0,1.1,2.4,0.49,0.48,0.5,0.7,0.75,0.8,1.4,2.1,0.3,0.3,0.3,0.5,2.2,2.8
1998,9,2420,DET,Detroit Pistons,24.0,NBA,PF,68.0,44.0,14.6,1.4,2.6,0.53,0.0,0.0,,1.4,2.6,0.53,0.53,0.7,1.0,0.7,1.1,1.4,2.6,0.4,0.4,0.8,0.4,2.7,3.5
1999,9,2420,DET,Detroit Pistons,25.0,NBA,PF,47.0,30.0,19.9,2.1,3.7,0.56,0.0,0.0,,2.1,3.7,0.56,0.56,1.0,1.7,0.61,1.4,2.2,3.6,0.7,0.6,0.9,0.8,3.3,5.1
2001,22,2420,ORL,Orlando Magic,27.0,NBA,PF,65.0,7.0,11.8,1.3,2.2,0.57,0.0,0.0,,1.3,2.2,0.57,0.57,0.7,1.2,0.61,1.3,2.4,3.7,0.3,0.4,0.8,0.7,2.9,3.2
2002,22,2420,ORL,Orlando Magic,28.0,NBA,PF,68.0,5.0,10.5,1.3,2.8,0.47,0.0,0.0,,1.3,2.8,0.47,0.47,0.6,1.0,0.65,1.0,1.6,2.6,0.4,0.3,0.6,0.8,2.6,3.3
2003,9,2420,DET,Detroit Pistons,29.0,NBA,PF,1.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
